rowid,kepid,is_exoplanet,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
1874,10010440,1,53.5991459,147.43015,0.658,6.811,523.1,2.49,529,18.54,23.1,1,q1_q17_dr25_tce,6319,4.447,1.032,291.28207,46.965988,14.953
1879,9473078,1,0.693842661,132.18157,0.195,1.6197,49.3,0.83,2161,5182.78,28.9,1,q1_q17_dr25_tce,5457,4.239,1.196,294.97882,46.00565,12.953
1880,10864531,1,83.4887405,188.53792,0.42,6.21,955.4,2.95,411,6.76,24.7,1,q1_q17_dr25_tce,5910,4.505,0.94,293.23022,48.281368,15.375
1881,10864531,1,34.0607677,141.35928,0.786,2.471,818.9,2.96,554,22.32,20.5,2,q1_q17_dr25_tce,5910,4.505,0.94,293.23022,48.281368,15.375
1884,10253547,1,59.9809868,176.14903,0.918,7.588,282.4,2.81,568,24.58,25.2,1,q1_q17_dr25_tce,6103,4.202,1.383,281.56995,47.398689,13.66
1885,10253547,1,25.7457957,135.94806,0.661,7.073,140.3,1.73,753,75.97,19.3,2,q1_q17_dr25_tce,6103,4.202,1.383,281.56995,47.398689,13.66
1888,12116380,1,4.3394569,132.80309,0.821,2.3652,337.4,2.11,1061,300.07,31.6,1,q1_q17_dr25_tce,5330,4.366,1.013,294.51767,50.670399,14.822
1889,2556650,1,2.852348262,132.044534,0.295,0.7051,1402.9,1.66,621,34.95,33.3,1,q1_q17_dr25_tce,3731,4.83,0.433,286.59427,37.891258,15.959
1890,10600955,1,65.6480892,173.30166,0.949,5.746,588.7,3.93,485,13.04,22,1,q1_q17_dr25_tce,5565,4.251,1.246,292.2478,47.878448,14.872
1891,10801100,0,102.653705,222.9895,1.184,53.5887,687.3,39.16,562,23.66,82.1,1,q1_q17_dr25_tce,6711,4.097,1.698,293.41794,48.198849,12.678
1893,8914779,0,0.987338654,131.88155,0.002,2.591,26.5,0.98,2669,11973.87,25,1,q1_q17_dr25_tce,6258,3.939,1.896,300.77875,45.110222,11.511
1895,8963721,0,1.811460943,132.93207,0.971,5.065,428.5,2.83,1508,1224.37,83.9,1,q1_q17_dr25_tce,5700,4.382,1.008,295.47537,45.239979,14.674
1896,10132832,1,16.07673148,143.39091,0.108,2.205,488,2.14,724,64.75,19.3,1,q1_q17_dr25_tce,5957,4.498,0.971,288.47964,47.101768,15.306
1897,3219995,1,18.87058705,143.95639,0.878,3.4701,588,2.67,701,56.97,28.5,1,q1_q17_dr25_tce,6103,4.496,0.949,286.892,38.31855,14.562
1899,7504778,1,17.1369408,141.01497,0.03,6.416,362.1,2.05,775,85.15,25.4,1,q1_q17_dr25_tce,6218,4.421,1.077,283.10385,43.148041,15.004
1900,7219825,1,26.6951944,143.9999,0.136,4.576,132.6,1.4,706,58.81,13.4,3,q1_q17_dr25_tce,6086,4.274,1.216,296.99863,42.78196,14.061
1902,4249725,1,6.312508525,132.654418,0.029,2.7455,1286,2,575,25.94,112.5,1,q1_q17_dr25_tce,4090,4.696,0.571,287.89163,39.33913,14.735
1904,6768394,1,7.1329472,135.99259,0.612,4.368,145,1.64,1102,349.21,27.2,2,q1_q17_dr25_tce,5862,4.194,1.307,288.96124,42.265011,13.959
1905,6768394,1,8.91901228,140.0777,0.619,4.141,180.6,1.84,1023,258.92,29.6,1,q1_q17_dr25_tce,5862,4.194,1.307,288.96124,42.265011,13.959
1908,8804455,0,2.392630668,133.7861,0.909,1.3705,101.5,1.33,1418,955.41,20.5,1,q1_q17_dr25_tce,5716,4.343,1.091,285.13831,45.004539,13.482
1909,5546761,1,17.6700291,131.60103,0.932,6.693,348.4,2.89,778,86.37,25,1,q1_q17_dr25_tce,5795,4.265,1.247,295.48123,40.731979,14.874
1911,9205938,1,108.593113,173.75198,0.007,7.989,338.2,1.68,374,4.64,24.3,1,q1_q17_dr25_tce,5678,4.409,0.921,285.69199,45.689388,14.033
1912,10723367,1,19.9865916,135.52265,0.962,4.391,648,4.22,720,63.67,21.8,1,q1_q17_dr25_tce,5500,4.218,1.238,288.61792,48.098412,15.699
1913,10723367,1,12.12580644,142.10763,0.805,3.289,327.5,2.5,851,123.78,14,2,q1_q17_dr25_tce,5500,4.218,1.238,288.61792,48.098412,15.699
1915,4833421,1,56.2590881,164.21993,0.026,8.114,348.8,2.22,543,20.49,29.7,5,q1_q17_dr25_tce,6038,4.284,1.191,291.11188,39.949108,14.247
1916,8229458,1,1.646801683,132.0615,0.129,1.1966,284.2,0.86,806,99.8,25.2,1,q1_q17_dr25_tce,3810,4.753,0.513,290.43402,44.107651,14.634
1917,10684670,1,3.78861833,134.61419,0.183,2.808,143.4,1.23,1158,424.17,18.2,1,q1_q17_dr25_tce,5560,4.379,1.04,298.42633,47.946781,14.285
1918,11495458,1,10.45839865,137.65416,0.009,3.154,306.8,1.25,609,32.45,18.6,1,q1_q17_dr25_tce,4641,4.557,0.747,284.99963,49.47998,14.471
1923,6768394,1,11.8984948,133.34685,0.836,3.015,130.9,1.69,929,176.27,15.9,3,q1_q17_dr25_tce,5862,4.194,1.307,288.96124,42.265011,13.959
1924,6922710,1,23.1274171,145.66194,0.737,4.901,157.3,1.44,667,46.89,20.9,1,q1_q17_dr25_tce,5865,4.393,1.066,281.56146,42.4505,11.863
1925,11348997,1,5.132486123,132.15985,0.217,1.4575,908.4,1.69,584,27.41,35.4,1,q1_q17_dr25_tce,3879,4.707,0.578,291.09274,49.19006,15.535
1927,11358389,1,10.66489514,132.00872,0.308,3.159,292.6,1.76,865,132.15,25.3,1,q1_q17_dr25_tce,6014,4.436,1.021,295.62659,49.130428,14.651
1928,7204981,1,5.1233204,132.08472,0.308,2.7466,286.2,1.65,994,231.12,25.1,1,q1_q17_dr25_tce,5364,4.394,0.982,293.21738,42.720711,15.162
1929,3847907,1,3.573202801,134.934397,0.053,2.88,2975,5.81,1210,507.91,362.1,1,q1_q17_dr25_tce,5646,4.37,1.08,290.76587,38.927959,14.72
1930,4370527,1,61.6174528,179.08282,0.091,3.816,1350.7,3.36,424,7.67,19.5,1,q1_q17_dr25_tce,5480,4.485,0.931,293.06335,39.40345,15.722
1931,6041734,1,24.3398202,136.05813,0.928,3.891,777.3,5.09,737,69.79,27.8,1,q1_q17_dr25_tce,5596,4.105,1.466,291.60449,41.309361,15.28
1932,9336200,1,1.755843555,133.15509,0.893,1.9425,386,1.94,1343,771.02,25.1,1,q1_q17_dr25_tce,5569,4.566,0.829,289.14722,45.86618,15.758
1933,4770617,1,5.18560081,132.32455,0.012,4.054,252.6,2.34,1314,705.79,27.6,1,q1_q17_dr25_tce,6172,4.198,1.471,297.47711,39.877239,14.806
1934,4454934,1,33.4698571,140.14977,0.876,4.749,370.7,2.45,609,32.52,23.2,1,q1_q17_dr25_tce,5912,4.342,1.094,288.82059,39.52282,14.74
1935,9458343,1,11.89520436,132.8908,0.067,3.433,184.3,1.33,787,90.77,22.3,1,q1_q17_dr25_tce,5649,4.411,0.992,288.92401,46.057629,14.152
1937,10730703,1,5.60013327,135.96495,0.046,2.6508,329.2,1.73,952,194.26,22.8,1,q1_q17_dr25_tce,5288,4.391,0.978,291.65778,48.009312,15.378
1938,8007644,1,25.2034128,137.56393,0.168,4.515,697.1,2.42,600,30.62,22.3,1,q1_q17_dr25_tce,5831,4.517,0.921,282.14056,43.89658,15.684
1940,6383785,1,5.640676975,138.556259,0.033,2.8354,1453.3,4.59,1125,379.36,145.9,1,q1_q17_dr25_tce,5794,4.282,1.216,297.20154,41.730209,14.762
1941,6696580,1,25.5638626,375.27811,0.85,4.685,1124.9,4,671,47.94,31.6,2,q1_q17_dr25_tce,6228,4.441,1.049,293.29364,42.19635,15.886
1943,4249725,1,12.7945474,130.7668,0.18,3.4197,816.7,1.6,455,10.1,54.1,2,q1_q17_dr25_tce,4090,4.696,0.571,287.89163,39.33913,14.735
1945,7918992,1,1.434745129,132.62802,0.108,1.862,200.7,1.5,1664,1813,28.4,1,q1_q17_dr25_tce,5806,4.4,1.064,299.78546,43.67075,14.691
1947,11308499,1,3.28192056,132.42485,0.223,2.917,191,1.6,1326,728.9,24.5,1,q1_q17_dr25_tce,5859,4.335,1.162,296.85205,49.084438,14.842
1948,11308499,1,12.51610549,135.03333,0.023,4.853,263,1.87,848,122.54,22.6,2,q1_q17_dr25_tce,5859,4.335,1.162,296.85205,49.084438,14.842
1949,9006186,1,5.45298742,134.15183,0.879,2.1328,86,0.92,904,158.12,21,1,q1_q17_dr25_tce,5450,4.563,0.842,285.20749,45.38435,12.404
1951,7802719,1,4.45743267,132.16006,0.175,2.3226,175.7,0.79,732,67.7,20.8,1,q1_q17_dr25_tce,4487,4.644,0.612,283.12103,43.525639,14.374
1955,5023956,0,1.824649,147.482662,0.901,4.2285,3218.5,5.31,1508,1222.28,184.3,1,q1_q17_dr25_tce,6190,4.487,0.793,295.24182,40.155209,14.605
1956,12401863,1,2.832647249,131.82642,0.374,2.306,114.7,1.37,1453,1054.98,27.5,1,q1_q17_dr25_tce,5865,4.266,1.272,288.14478,51.27562,13.467
1958,11121752,1,3.93083997,135.19393,0.222,2.932,101.4,1.2,1317,711.45,22,1,q1_q17_dr25_tce,6038,4.284,1.191,282.39462,48.75914,13.652
1959,11121752,1,7.63008196,137.07948,0.628,2.78,124,1.39,1056,293.67,18.6,2,q1_q17_dr25_tce,6038,4.284,1.191,282.39462,48.75914,13.652
1960,2990873,1,16.22378479,136.02454,0.413,2.5462,262.3,1.51,676,49.35,20.6,1,q1_q17_dr25_tce,5547,4.46,0.925,291.69955,38.145271,14.129
1962,10158729,1,58.601926,137.66825,0.392,5.522,396.4,2.06,508,15.8,19.1,1,q1_q17_dr25_tce,6250,4.44,1.019,297.72314,47.112659,14.649
1963,6105462,1,25.0823402,134.13568,0.865,6.423,244.6,2.26,776,85.76,30.5,1,q1_q17_dr25_tce,6429,4.241,1.262,284.978,41.420158,13.838
1964,3120355,1,78.0998908,139.49646,0.528,8.422,656.9,3.37,480,12.52,23.8,1,q1_q17_dr25_tce,5779,4.238,1.284,292.30124,38.26704,14.999
1965,6047072,1,4.27103727,133.14028,0.02,2.2759,180.4,1.22,1108,356.54,24.6,1,q1_q17_dr25_tce,5984,4.521,0.906,293.26245,41.36512,14.553
1968,11410904,1,3.53232429,134.74727,0.299,2.765,224.2,1.43,1159,427.65,12.8,1,q1_q17_dr25_tce,5761,4.492,0.956,295.65149,49.261292,14.972
1969,5021737,0,15.03946326,144.137461,0.902,5.1008,5237.7,12.36,962,202.6,181.6,1,q1_q17_dr25_tce,6501,4.212,1.441,294.73282,40.150341,11.997
1973,5350244,1,12.5722897,143.0663,0.252,4.765,86.5,1.09,886,145.82,12.4,1,q1_q17_dr25_tce,6084,4.319,1.169,287.85699,40.54718,12.885
1974,5374403,1,40.8366307,152.87346,0.363,4.956,264.8,1.5,496,14.3,18.7,1,q1_q17_dr25_tce,5529,4.457,0.925,295.10242,40.572392,14.05
1975,10925113,0,11.7761073,142.70558,0.829,2.829,281.3,1.31,619,34.75,15.1,1,q1_q17_dr25_tce,5096,4.618,0.689,294.1239,48.348999,15.005
1976,11769801,0,29.7123181,151.5603,1.202,70.3707,385.4,46.43,870,135.31,130,1,q1_q17_dr25_tce,6440,3.984,1.921,295.14294,49.993069,11.549
1978,1995519,1,19.9401211,142.34849,0.862,4.283,758.9,2.42,588,28.29,18,1,q1_q17_dr25_tce,5623,4.596,0.763,286.15015,37.411369,15.922
1979,4914566,1,22.2420032,144.72364,0.897,7.532,63.5,2.04,954,195.54,16.2,1,q1_q17_dr25_tce,5979,3.854,2.164,289.03302,40.086891,12.816
1981,10024051,1,0.577369336,132.425795,0.032,1.0852,400.4,1.42,1757,2239.26,68.3,1,q1_q17_dr25_tce,5255,4.617,0.716,296.55307,46.96629,14.859
1983,4349452,1,12.720370263,178.528297,0.787,2.7306,1180.1,4.75,934,180.23,485.5,1,q1_q17_dr25_tce,6267,4.28,1.258,286.6384,39.487881,10.734
1986,10419312,0,2.493237866,132.63633,0.975,2.644,259.2,9.48,2241,5975.48,20.7,1,q1_q17_dr25_tce,5002,3.344,4.131,297.11157,47.534691,13.962
1987,10453588,1,68.8861017,160.29958,0.241,5.925,143.9,1.47,501,14.91,19.5,1,q1_q17_dr25_tce,5753,4.2,1.222,283.8851,47.637218,12.464
1988,11125613,1,9.99115241,134.39335,0.691,2.657,391.7,1.68,660,44.77,16.7,2,q1_q17_dr25_tce,4838,4.524,0.796,285.17334,48.770039,15.311
1990,7212184,1,36.292017,132.17691,0.002,8.198,374.7,3.1,694,54.91,21.4,1,q1_q17_dr25_tce,5843,4.069,1.615,295.23926,42.726479,15.251
1991,6956014,0,0.925589891,169.69275,0.616,1.967,400.8,50.6,6637,460202.18,20.6,1,q1_q17_dr25_tce,4094,1.627,24.488,294.0318,42.468845,10.795
1992,9757613,1,17.25121397,149.886479,0.749,2.0371,2054.8,2.64,385,5.17,68.6,2,q1_q17_dr25_tce,3879,4.708,0.537,284.94098,46.56654,15.473
1993,5307858,0,1.867281146,132.07744,1.252,7.495,701.1,31.18,1561,1405.94,58.5,1,q1_q17_dr25_tce,6117,4.457,1.025,299.41333,40.428478,15.6
1996,7259298,1,3.23941775,133.98383,0.386,2.569,77.4,0.77,1213,511.14,17.2,1,q1_q17_dr25_tce,6075,4.541,0.858,282.95694,42.825619,13.658
2003,3234598,1,31.2012202,140.07042,0.714,4.077,360.1,1.47,406,6.44,13.7,2,q1_q17_dr25_tce,4513,4.574,0.722,291.34259,38.363129,15.07
2004,8611832,1,22.5968256,140.42654,0.062,6.179,142.9,1.3,670,47.7,22.2,1,q1_q17_dr25_tce,5610,4.301,1.104,286.02612,44.782871,13.584
2005,8611832,1,45.3486381,142.25049,0.847,4.858,162.9,1.61,531,18.84,15.9,2,q1_q17_dr25_tce,5610,4.301,1.104,286.02612,44.782871,13.584
2009,8559152,1,12.4128518,140.35679,0.711,4.298,108.1,1.5,933,179.24,19.4,1,q1_q17_dr25_tce,5945,4.196,1.346,291.4743,44.68351,13.539
2012,9229657,1,2.66831274,131.68823,0.333,2.4141,266.2,1.48,1252,581.38,23.3,1,q1_q17_dr25_tce,5806,4.528,0.899,296.07568,45.62706,15.553
2013,5175024,1,23.4772553,145.3641,0.013,6.735,141.4,1.34,738,70.05,17.6,1,q1_q17_dr25_tce,6384,4.361,1.121,288.09564,40.365971,13.973
2014,9026749,1,66.5576728,181.3241,0.254,10.532,214.2,4.96,757,77.68,21.3,1,q1_q17_dr25_tce,5734,3.591,3.405,293.57394,45.384541,14.074
2015,12216278,0,2.01948607,132.9238,0.977,5.248,275.4,2.15,1430,988.37,27.9,1,q1_q17_dr25_tce,5884,4.481,0.944,295.5582,50.828388,15.415
2016,9159242,0,3.04468229,132.464,0.623,5.951,71.4,0.86,1244,566.03,22.2,1,q1_q17_dr25_tce,5575,4.363,0.98,293.67426,45.517239,14.028
2017,12061096,0,15.05028313,141.53522,0.3125,1.848,615.2,2.46,735,69.16,13.4,1,q1_q17_dr24_tce,5887,4.49,0.989,291.13638,50.575939,15.612
2018,5794240,1,2.455240626,170.821762,0.144,1.72722,36912,10.6,730,67.3,1341.6,1,q1_q17_dr25_tce,3793,4.697,0.568,292.87289,41.06427,15.979
2019,6933567,1,9.08233411,139.65489,0.262,2.008,296.9,1.35,734,68.75,15.8,1,q1_q17_dr25_tce,5354,4.587,0.788,286.60416,42.440319,15.4
2020,9993529,0,0.790539912,131.87702,0.008,1.0567,277.3,1.24,1502,1200.65,31.5,1,q1_q17_dr25_tce,4791,4.541,0.767,282.40594,46.90448,14.864
2021,6044553,0,0.532086296,131.9134,1.199,4.023,495.8,16.99,1790,2417.28,85.2,1,q1_q17_dr25_tce,5271,4.636,0.698,292.48703,41.311119,15.397
2023,4349452,1,6.238535444,171.706325,0.008,3.5255,401.6,2.53,1185,465.61,274.5,2,q1_q17_dr25_tce,6267,4.28,1.258,286.6384,39.487881,10.734
2024,10027247,1,86.829519,189.26162,0.953,7.464,751,1.68,196,0.35,15.1,1,q1_q17_dr25_tce,3576,4.791,0.463,297.48669,46.996712,15.474
2025,6343170,1,9.95667035,136.5827,0.949,3.534,586.8,3.41,946,189.48,16.8,1,q1_q17_dr25_tce,6165,4.365,1.115,283.2645,41.711449,15.309
2026,7107802,1,10.41728722,137.45784,0.12,4.125,210.4,1.64,870,135.34,20.3,1,q1_q17_dr25_tce,5557,4.288,1.151,288.58835,42.605659,14.746
2027,10028535,1,0.663085361,131.97961,0.841,1.1522,322.7,1.6,1681,1894.94,35.3,1,q1_q17_dr25_tce,5172,4.6,0.767,297.84149,46.967682,15.304
2028,7047207,1,19.1187425,138.42824,0.74,6.805,217.5,2.33,823,108.48,20.5,1,q1_q17_dr25_tce,5862,4.148,1.463,295.59125,42.555241,14.838
2029,5212220,0,1.08749101,131.77034,0.979,1.6192,126.4,4.91,3081,21388.7,33.5,1,q1_q17_dr25_tce,5988,3.594,3.204,297.85938,40.326939,13.214
2030,9964748,0,1.183818383,131.88403,0.17,1.393,84.3,0.91,1775,2337.65,12.7,1,q1_q17_dr25_tce,6014,4.459,0.992,297.04852,46.867981,14.675
2031,9757613,1,3.543919702,136.26075,0.022,1.8717,507,1.21,652,42.68,38.2,4,q1_q17_dr25_tce,3879,4.708,0.537,284.94098,46.56654,15.473
2035,11962284,1,8.83929462,135.54125,0.924,1.719,316.2,1.94,778,86.5,14.8,1,q1_q17_dr25_tce,5330,4.491,0.87,290.98923,50.30806,15.102
2036,2573056,0,0.631795416,132.53963,0.433,1.0703,145.2,1.88,2797,14547.08,24.7,1,q1_q17_dr25_tce,6414,4.173,1.519,290.84714,37.864052,14.676
2037,6842682,1,7.56126152,135.6368,0.253,2.851,180.6,1.2,891,149.17,15.7,1,q1_q17_dr25_tce,5853,4.529,0.895,284.28714,42.35561,14.64
2038,8890150,1,34.9897847,144.20912,0.034,4.208,498.5,1.14,292,1.71,11.5,1,q1_q17_dr25_tce,3765,4.725,0.521,293.51108,45.136589,15.987
2039,8890150,1,7.05429483,136.18961,0.48,1.716,359.3,1,497,14.46,11.2,2,q1_q17_dr25_tce,3765,4.725,0.521,293.51108,45.136589,15.987
2041,11360805,1,26.7838935,140.75396,0.036,4.584,365.3,1.59,523,17.69,20.9,1,q1_q17_dr25_tce,5242,4.512,0.856,296.55005,49.102322,14.803
2042,9845898,1,45.126216,165.42066,0.49,6.656,373.1,2.32,604,31.54,17.1,1,q1_q17_dr25_tce,6499,4.378,1.169,297.37509,46.662209,14.689
2043,12453581,1,11.94019101,136.55603,0.348,2.866,631.7,1.86,625,35.99,15.6,1,q1_q17_dr25_tce,5073,4.607,0.748,287.52203,51.375858,15.912
2044,11922678,0,3.51295674,133.78198,0.499,3.06,83.1,1.1,1434,999.6,22.5,1,q1_q17_dr25_tce,6453,4.326,1.17,295.96283,50.24025,13.51
2045,5959719,1,6.73808701,133.32953,0.148,2.591,92.9,0.73,786,90.19,14.4,1,q1_q17_dr25_tce,5168,4.566,0.769,291.62878,41.208599,13.942
2046,5544903,0,7.57571414,138.2166,0.413,2.357,418.5,2.45,1075,315.8,12.8,1,q1_q17_dr25_tce,6418,4.395,1.171,295.0174,40.728001,15.614
2047,5542983,0,4.76887671,132.09888,0.654,1.672,115.8,2.11,1532,1303.61,20,1,q1_q17_dr25_tce,6063,3.926,1.855,294.50977,40.726452,13.388
2049,9474493,0,0.512581697,132.80609,0.283,1.5789,259.1,1.32,2009,3827.79,45.2,1,q1_q17_dr25_tce,5547,4.571,0.82,295.46658,46.012402,15.338
2050,4551663,0,12.07760884,140.46287,0.264,2.233,151,1.03,708,59.51,14,1,q1_q17_dr25_tce,5370,4.471,0.845,288.77112,39.66798,14.166
2053,11752908,0,6.38315744,132.30539,0.029,1.7075,1112.6,2.35,787,91,23.8,1,q1_q17_dr25_tce,5262,4.623,0.714,285.57492,49.960892,15.554
2054,7021681,1,27.52194772,189.824523,0.35,4.047,2312.8,2.47,314,2.28,106.5,1,q1_q17_dr25_tce,3780,4.746,0.511,287.85812,42.542629,15.108
2055,4346178,1,16.1289679,143.75518,0.968,6.271,389,2.94,715,61.87,21.3,1,q1_q17_dr25_tce,5392,4.314,1.087,285.27643,39.446911,15.022
2056,9664142,1,13.5631157,140.65364,0.704,5.438,336.4,1.75,733,68.41,15.4,1,q1_q17_dr25_tce,5853,4.529,0.895,297.33945,46.347252,15.785
2057,10018233,1,16.2959916,133.90784,0.213,2.116,369.6,1.83,678,49.81,15.7,1,q1_q17_dr25_tce,5495,4.442,0.961,294.47833,46.945862,15.243
2058,8081899,1,4.16056658,132.27418,0.069,2.61,75.8,0.7,985,222.54,16.3,1,q1_q17_dr25_tce,5481,4.574,0.815,284.90302,43.95396,13.889
2059,10189557,0,2.93101771,131.92959,0.523,2.231,199.1,1.15,1134,390.28,15,1,q1_q17_dr25_tce,5485,4.5,0.788,283.02725,47.249882,15.484
2060,8478994,1,39.79220077,175.250558,0.019,4.466,610.4,1.9,458,10.38,179.5,1,q1_q17_dr25_tce,5437,4.571,0.781,284.05954,44.518215,9.705
2061,9965184,0,16.2276756,136.62586,0.633,3.699,525.8,2.11,648,41.57,20.5,1,q1_q17_dr25_tce,5328,4.447,0.883,297.18564,46.825298,15.388
2062,9911882,0,1.595630597,136.13782,1.21,1.793,259.6,17.94,1346,778.05,18.3,1,q1_q17_dr25_tce,5632,4.616,0.729,299.07828,46.78616,15.112
2065,5471574,0,0.962827066,132.20517,1.079,4.48,86.3,29.27,3399,31471.91,28.7,1,q1_q17_dr25_tce,6534,3.647,3.028,297.68881,40.643661,13.398
2066,6767840,1,8.679037,140.90423,0.224,2.864,301.6,1.79,949,191.84,19.9,1,q1_q17_dr25_tce,6117,4.42,1.027,288.77182,42.213219,15.18
2069,11037511,1,3.11604194,133.84988,0.195,1.7763,345.2,1.59,1123,375.55,18.8,1,q1_q17_dr25_tce,5591,4.559,0.86,295.35446,48.5154,15.79
2072,5513012,1,0.679336747,132.856178,0.209,1.2188,240.7,1.4,1883,2982.78,36.7,1,q1_q17_dr25_tce,5440,4.491,0.913,283.92004,40.740131,14.159
2073,11761199,0,213.6103207,141.655562,0.977,10.7643,110990,46.07,291,1.69,534.5,1,q1_q17_dr25_tce,5931,4.554,0.845,290.75183,49.972301,15.619
2074,8074805,0,170.8658492,299.660385,0.684,16.9895,29841,24.4,387,5.33,897,1,q1_q17_dr25_tce,5989,4.221,1.324,281.05594,43.92374,14.412
2075,2437505,0,21.47642727,149.26156,0.006,5.5498,348130,59.5,655,43.52,124.8,1,q1_q17_dr25_tce,5780,4.438,1,290.23032,37.777481,17.29
2076,2437505,0,17.5509742,133.9459,0.2023,4.064,3859,5.97,700,56.9,9.7,,,5780,4.438,1,290.23032,37.777481,17.29
2077,11253827,1,88.5122014,182.67266,0.242,6.8214,2518.7,4.7,390,5.47,63.1,2,q1_q17_dr25_tce,5593,4.45,0.945,296.13281,48.977402,11.921
2078,3533469,0,10.21507506,133.64546,0.1,3.395,258.6,1.5,780,87.48,17.4,1,q1_q17_dr25_tce,5406,4.433,0.95,288.10608,38.659061,14.338
2079,8956706,0,8.3806973,134.7287,0.5317,3.028,650.8,1.91,701,57.04,4.6,,,5062,4.601,0.735,293.24487,45.298279,15.97
2080,7047363,1,31.0572947,147.56275,0.335,3.401,636.6,1.85,480,12.57,15.8,1,q1_q17_dr25_tce,5395,4.615,0.734,295.62469,42.545898,15.956
2081,11968463,1,15.1622287,144.474,0.959,7.332,479.8,3.12,829,111.74,28.5,2,q1_q17_dr25_tce,6325,4.409,1.112,294.33847,50.33654,15.212
2082,11968463,1,10.04378351,353.61859,0.953,5.548,437.9,2.94,951,193.39,28.8,1,q1_q17_dr25_tce,6325,4.409,1.112,294.33847,50.33654,15.212
2083,8836888,0,7.10397925,136.33096,0.192,1.5398,370.5,1.51,818,105.84,16.8,1,q1_q17_dr25_tce,5488,4.584,0.789,297.90738,45.03231,15.164
2084,9880190,1,4.5513988,133.05954,0.248,2.457,188.7,1.13,907,159.65,19.4,1,q1_q17_dr25_tce,5009,4.491,0.84,286.48364,46.752621,15.035
2085,5364071,1,10.91274065,169.85247,0.685,2.1801,1387.2,2.13,443,9.12,57.4,3,q1_q17_dr25_tce,3834,4.708,0.539,292.29459,40.591789,15.264
2086,5392702,0,12.2141545,141.3677,1.175,10.262,535.8,18.13,683,51.37,24.7,1,q1_q17_dr25_tce,5435,4.578,0.824,299.03641,40.583172,15.352
2087,8429566,0,3.732261,131.93795,0.4,2.054,153.6,1.09,1119,369.47,15.7,1,q1_q17_dr25_tce,5762,4.495,0.867,291.35867,44.424252,14.834
2089,7673841,1,5.34182466,136.3186,0.07,3.577,70.5,0.95,1125,379.09,19.2,1,q1_q17_dr25_tce,5767,4.287,1.135,288.66077,43.36808,13.455
2090,9827149,1,2.131945045,133.65547,0.209,1.8061,269.4,1.66,1418,955.16,22.9,1,q1_q17_dr25_tce,5845,4.469,1.013,290.17618,46.698341,15.545
2091,5546691,1,12.9462567,139.4165,0.109,9.568,168.7,1.13,764,80.34,15.7,1,q1_q17_dr25_tce,6058,4.54,0.867,295.46234,40.77697,15.079
2096,8803882,0,89.465468,170.8426,0.931,9.88,67.9,2.57,549,21.43,5.7,1,q1_q17_dr25_tce,5192,3.773,2.46,284.79694,45.099091,12.998
2097,9893318,1,18.0161227,145.24169,0.023,4.016,499.5,2.39,768,82.38,16.7,1,q1_q17_dr25_tce,6245,4.406,1.065,292.86984,46.741859,15.394
2098,6864885,0,40.8777605,163.43477,1.262,9.745,719.1,29.55,526,18.15,23.6,1,q1_q17_dr25_tce,5930,4.489,0.937,292.35745,42.389149,15.59
2100,8570333,1,84.5733346,150.152,0.024,5.762,891.6,2.59,366,4.26,20.4,1,q1_q17_dr25_tce,5418,4.543,0.888,295.62927,44.69062,15.758
2101,8478994,1,21.30181863,191.84136,0.086,3.8763,87.3,0.72,564,23.89,32.4,2,q1_q17_dr25_tce,5437,4.571,0.781,284.05954,44.518215,9.705
2102,5036705,1,4.14789051,135.53291,0.878,3.829,137.6,1.93,1389,878.32,16.4,1,q1_q17_dr25_tce,6150,4.223,1.417,297.90579,40.162861,14.725
2105,4391348,0,1.96433113,131.65195,0.16,2.381,139.1,1.33,1638,1704.63,14.2,1,q1_q17_dr25_tce,6306,4.405,1.121,297.40906,39.490292,15.083
2107,8947520,1,0.968527683,131.50954,0.941,1.3672,114.6,1.21,1677,1867,16.9,1,q1_q17_dr25_tce,5580,4.538,0.886,289.88437,45.211498,14.511
2108,12016267,0,11.7489907,135.68045,0.1228,4.043,36.7,1.01,1114,363.51,12.5,,,6440,4.081,1.655,293.50702,50.450119,11.638
2111,5725087,0,0.366197145,133.55969,0.319,1.2335,275.3,51.34,9983,2335438.28,16.7,1,q1_q17_dr25_tce,4448,1.694,31.5,296.9679,40.926769,11.059
2112,10489206,1,4.164384505,171.087935,0.59,1.8464,2338,2.54,590,28.75,132.1,1,q1_q17_dr25_tce,3808,4.754,0.508,298.25812,47.604939,14.752
2113,3426367,1,2.10433534,133.31612,0.872,1.1168,242.1,0.79,662,45.34,20.7,1,q1_q17_dr25_tce,3605,4.837,0.433,285.92889,38.520981,14.488
2114,5562090,1,28.8431751,143.82307,0.913,3.171,756.7,2.66,491,13.77,15,1,q1_q17_dr25_tce,5151,4.528,0.785,298.73523,40.76416,15.652
2115,11548140,0,1.378649746,169.780113,0.099,1.2232,22462,6.51,734,68.34,172.2,1,q1_q17_dr25_tce,3440,4.82,0.439,285.18512,49.565369,15.373
2116,12110786,0,1.112207126,131.8505,0.402,1.35,54.7,0.73,1797,2467.09,13,1,q1_q17_dr25_tce,6046,4.486,0.972,291.5321,50.681599,13.823
