rowid,kepid,is_exoplanet,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
1659,7033233,1,2.032318856,132.64394,0.009,1.1596,287.5,1.12,1011,247.21,20.4,1,q1_q17_dr25_tce,4670,4.635,0.682,291.66928,42.59071,15.13
1662,9411412,1,2.892216772,132.87726,0.806,1.3596,360.5,1.31,794,93.66,23.9,1,q1_q17_dr25_tce,4229,4.655,0.615,294.70938,45.969501,15.068
1663,7008211,1,187.746606,157.35064,0.015,5.885,1583,2.95,267,1.2,20.2,1,q1_q17_dr25_tce,5303,4.55,0.753,281.59415,42.596409,15.206
1664,7620413,1,2.543063763,132.68159,0.215,2.8473,152,1.26,1319,716.3,26.5,1,q1_q17_dr25_tce,5579,4.389,1.029,295.50269,43.232792,14.736
1665,4545187,1,3.177414601,134.478892,0.786,1.5262,1134.3,2.65,997,233.26,113.7,1,q1_q17_dr25_tce,5303,4.63,0.708,286.16205,39.678001,14.708
1666,10854546,1,2.168451063,132.14107,0.207,1.458,466.9,2.41,1558,1389.18,45.5,1,q1_q17_dr25_tce,6153,4.382,1.109,288.74994,48.277168,15.141
1667,11774991,1,37.8154157,141.10346,0.533,4.662,286.4,1.21,401,6.09,22.4,1,q1_q17_dr25_tce,4856,4.624,0.705,297.29242,49.981628,12.879
1668,11774991,1,53.5783052,171.1857,0.769,5.194,224.9,1.16,357,3.82,15.4,2,q1_q17_dr25_tce,4856,4.624,0.705,297.29242,49.981628,12.879
1672,9112931,1,10.71253475,137.16499,0.72,2.7186,1198.6,2.02,485,13.09,31.2,1,q1_q17_dr25_tce,4175,4.715,0.544,299.07709,45.440639,15.813
1673,9071593,1,32.5635249,163.46038,0.371,5.418,578.3,2.05,490,13.63,24.1,1,q1_q17_dr25_tce,5225,4.505,0.859,283.29214,45.434109,15.48
1675,11811193,1,6.11784972,133.61873,0.391,3.458,60.5,1.05,1211,509.24,25.8,1,q1_q17_dr25_tce,6226,4.247,1.333,290.23584,50.03009,12.168
1676,3734418,1,3.97599629,133.62238,0.331,2.2029,206,1.11,936,181.47,27.3,1,q1_q17_dr25_tce,5143,4.561,0.778,287.52963,38.894508,14.11
1677,8681734,1,7.68478504,137.64035,0.045,2.447,274.1,1.47,830,112.06,21.4,1,q1_q17_dr25_tce,5344,4.469,0.907,288.83401,44.838249,14.776
1678,10232693,0,0.990516282,131.84152,0.989,2.019,101.6,3.52,2841,15469.83,20.4,1,q1_q17_dr25_tce,5975,3.755,2.399,299.84909,47.20256,13.405
1679,10212441,1,15.0447098,133.20895,0.022,5.823,97.9,1.51,931,177.24,23.4,1,q1_q17_dr25_tce,5798,4.025,1.525,293.72586,47.24704,13.037
1680,6119141,0,29.0726293,136.97364,0.682,2.516,439.6,2.32,614,33.69,20.9,1,q1_q17_dr25_tce,5799,4.37,1.042,290.37512,41.43375,14.409
1681,8247771,1,1.118547814,132.84826,0.221,1.5534,234.8,0.98,1174,447.97,21.7,1,q1_q17_dr25_tce,4496,4.65,0.658,296.60342,44.129261,15.793
1682,8165946,1,6.42199919,134.58037,0.281,2.6192,161.6,1.25,1000,236.21,25.4,1,q1_q17_dr25_tce,5985,4.468,0.981,291.87134,44.087379,13.862
1684,9225395,1,81.3153052,175.9957,0.013,5.807,715.5,2.55,393,5.64,20.7,1,q1_q17_dr25_tce,5325,4.39,0.975,294.56937,45.671261,15.111
1685,10709622,1,51.3283527,177.67418,0.582,9.357,692.3,3.06,546,21.06,34.7,1,q1_q17_dr25_tce,6119,4.353,1.119,281.32257,48.066502,14.955
1686,11499228,1,19.7919389,149.30719,0.954,3.787,383.7,2.58,736,69.48,22.8,1,q1_q17_dr25_tce,6285,4.441,1.039,287.38208,49.452389,14.09
1687,9022166,1,26.8475962,142.17023,0.457,10.068,254.1,3.2,800,96.89,39.2,1,q1_q17_dr25_tce,5508,3.897,1.988,291.88004,45.387932,12.848
1688,10965588,1,62.8917493,139.12778,0.632,6.831,791,2.5,384,5.13,22.6,1,q1_q17_dr25_tce,5052,4.48,0.855,286.36746,48.423931,15.481
1689,10670119,1,14.87149773,137.69573,0.018,2.4076,944.9,1.59,391,5.51,27.3,1,q1_q17_dr25_tce,3825,4.749,0.524,293.67422,47.908459,15.673
1690,10670119,1,2.732767897,354.09581,0.748,1.1102,613.1,1.42,687,52.68,27,2,q1_q17_dr25_tce,3825,4.749,0.524,293.67422,47.908459,15.673
1691,4043443,0,119.8401019,161.863461,1.269,3.6796,5448.7,26.96,255,1,83.7,1,q1_q17_dr25_tce,4602,4.637,0.675,287.40244,39.190731,14.945
1692,8491277,1,9.61375316,132.185679,0.604,4.654,797.9,3.27,931,177.26,108.6,1,q1_q17_dr25_tce,5997,4.364,1.11,290.35815,44.518749,14.283
1695,12256520,1,33.2407985,143.46683,0.231,4.675,341.9,1.51,486,13.17,20.4,1,q1_q17_dr25_tce,5382,4.571,0.827,290.34851,50.902851,14.477
1696,3337432,0,2.97600846,132.98121,0.715,4.274,103.2,2.27,1892,3034.68,25.9,1,q1_q17_dr25_tce,6208,3.898,2.088,290.13821,38.491184,13.4
1697,5629538,1,15.18727049,134.05495,0.839,4.509,292.5,1.94,789,91.56,21.4,1,q1_q17_dr25_tce,6136,4.414,1.005,294.61481,40.833172,14.724
1698,8561231,1,28.6853212,159.87094,0.922,6.307,689.1,2.69,547,21.09,23.8,1,q1_q17_dr25_tce,5726,4.559,0.838,292.29062,44.653252,15.658
1699,8235924,1,0.588001053,132.058754,0.403,1.1451,297.4,0.99,1188,473.45,50.9,1,q1_q17_dr25_tce,3814,4.687,0.57,292.77338,44.178131,14.934
1700,6941084,1,85.7357202,170.98121,0.033,7.625,747.7,2.94,448,9.54,20.8,1,q1_q17_dr25_tce,6096,4.397,1.077,289.4415,42.498131,15.301
1701,6200235,1,1.078389713,133.25041,0.846,1.3394,300.5,1.98,1667,1817.38,23.6,1,q1_q17_dr25_tce,5325,4.384,0.985,290.27969,41.515049,15.143
1702,11460462,1,5.03728033,134.1094,0.96,2.0619,76.3,1.55,1321,720.22,20.9,1,q1_q17_dr25_tce,6387,4.271,1.381,294.46854,49.33102,12.189
1703,8612275,1,3.289726319,131.75522,0.052,2.3274,234.9,1.37,1116,367.18,27,1,q1_q17_dr25_tce,5463,4.492,0.91,286.28473,44.781551,14.866
1704,8612275,1,7.18644594,136.62345,0.892,1.4972,402,2.19,860,129.48,23.8,2,q1_q17_dr25_tce,5463,4.492,0.91,286.28473,44.781551,14.866
1705,7207061,1,15.94248453,146.33157,0.022,3.4894,1093.7,2.62,616,34.06,34.3,1,q1_q17_dr25_tce,5376,4.576,0.806,293.82431,42.779701,15.886
1706,4545187,1,41.0081117,147.03382,0.878,4.376,1004.5,2.64,425,7.72,43.9,2,q1_q17_dr25_tce,5303,4.63,0.708,286.16205,39.678001,14.708
1707,7286911,1,11.55562042,138.19752,0.874,1.6758,441.5,2.11,703,57.75,22.7,1,q1_q17_dr25_tce,5420,4.555,0.85,293.32242,42.86747,14.816
1709,6962109,1,17.13263125,147.1546,0.298,3.0555,850.2,2.31,611,32.91,26.4,1,q1_q17_dr25_tce,5477,4.578,0.794,295.56799,42.478298,15.842
1710,5706595,1,19.0231361,139.65988,0.698,3.431,401.6,2.04,647,41.5,19.7,1,q1_q17_dr25_tce,5569,4.459,0.954,292.17114,40.916309,15.198
1711,5706595,1,4.57948235,135.09685,0.055,3.106,207.1,1.35,1040,276.82,20,2,q1_q17_dr25_tce,5569,4.459,0.954,292.17114,40.916309,15.198
1712,10489345,1,1.003931703,132.09988,0.023,1.4361,491.1,1.6,1419,962.58,25.2,1,q1_q17_dr25_tce,4949,4.552,0.741,298.30273,47.694031,15.942
1713,11774303,0,0.614083885,132.46969,0.106,0.9817,389.5,2.55,2603,10827.22,36.4,1,q1_q17_dr25_tce,6521,4.352,1.276,297.01965,49.997379,15.177
1714,10329469,1,55.8224775,169.03741,0.031,5.457,879.6,2.13,379,4.85,23.7,1,q1_q17_dr25_tce,5162,4.611,0.736,287.2977,47.455441,15.624
1715,9654875,0,1.34145255,132.69106,0.68,7.502,26.6,1.31,3015,19568.74,31.2,1,q1_q17_dr25_tce,7495,3.926,2.389,294.15366,46.309681,12.783
1716,9717943,1,6.11010439,136.91214,0.284,2.314,59.7,0.93,1125,378.84,11.8,1,q1_q17_dr25_tce,6213,4.387,1.195,294.91156,46.491459,12.716
1717,8026752,1,4.286866229,138.614882,0.757,4.4726,1321.9,4.14,1217,517.66,167.3,1,q1_q17_dr25_tce,6228,4.441,1.049,291.08014,43.860199,14.982
1719,8013439,1,13.39155154,133.05499,0.539,3.391,48.9,1.58,1180,459.23,24.5,2,q1_q17_dr25_tce,6197,3.837,2.188,285.1828,43.831078,10.421
1720,8013439,1,5.62904396,134.74679,0.237,3.7295,39.5,1.39,1576,1459.41,32.2,1,q1_q17_dr25_tce,6197,3.837,2.188,285.1828,43.831078,10.421
1722,7207061,1,12.33087921,361.9744,0.011,3.0664,872.2,2.34,671,47.99,28.3,2,q1_q17_dr25_tce,5376,4.576,0.806,293.82431,42.779701,15.886
1723,6921944,1,4.421566535,132.18465,0.869,2.1229,684,2.19,729,66.94,31.9,1,q1_q17_dr25_tce,4299,4.604,0.697,281.11176,42.45491,15.18
1724,9532052,1,15.72585941,133.98774,0.122,3.8284,1313.1,2.69,602,31.13,32.7,1,q1_q17_dr25_tce,5332,4.597,0.755,294.15332,46.166439,16.144
1725,8164012,1,1.252753881,133.17054,0.4,2.1472,200,2.44,2199,5545.35,40.5,1,q1_q17_dr25_tce,5907,4.041,1.705,291.1452,44.062538,14.69
1727,8611781,1,76.957056,192.33682,0.638,9.551,367.1,2.09,451,9.81,26.5,1,q1_q17_dr25_tce,5878,4.363,1.041,286.00296,44.756592,14.353
1732,7960980,1,9.98970266,133.76102,0.005,3.7,988.4,2.48,705,58.26,24.1,1,q1_q17_dr25_tce,5265,4.58,0.81,292.16858,43.779671,15.909
1733,8107225,1,5.63252508,133.81818,0.455,2.1448,634.4,2.04,844,119.75,70.9,1,q1_q17_dr25_tce,5216,4.58,0.804,295.10995,43.915211,14.353
1734,3458028,1,1.442592305,134.07188,0.207,2.9698,166,2.67,2700,12557.23,27.1,1,q1_q17_dr25_tce,7216,3.983,2.043,294.95892,38.591572,11.558
1735,3342794,1,14.17222858,142.60134,0.869,2.6297,246.8,2.39,873,137.33,24.5,1,q1_q17_dr25_tce,5845,4.2,1.314,291.60718,38.410389,13.776
1736,3342794,1,4.92031063,135.40577,0.242,4.046,81,1.18,1242,562.99,17.7,2,q1_q17_dr25_tce,5845,4.2,1.314,291.60718,38.410389,13.776
1738,11288051,1,13.82142084,131.79237,0.904,3.985,765.2,2.2,560,23.15,75.3,1,q1_q17_dr25_tce,4983,4.66,0.651,286.75278,49.064911,14.139
1739,7515670,0,2.30367952,133.76909,0.964,3.0898,136.4,1.3,1384,866.21,18.9,1,q1_q17_dr25_tce,6191,4.546,0.865,287.80408,43.168961,15.206
1741,8495415,1,11.08507658,355.03627,0.819,1.751,771.8,2.5,665,46.17,17.7,2,q1_q17_dr25_tce,5080,4.538,0.793,291.88126,44.555729,15.938
1742,4055304,1,0.571038347,131.653752,0.876,1.1267,242.1,1.65,1897,3069.59,38.2,1,q1_q17_dr25_tce,5132,4.457,0.886,291.04993,39.14167,14.098
1744,9415108,1,4.51005082,134.56954,0.115,2.1533,294.8,1.74,1063,301.74,21.5,1,q1_q17_dr25_tce,5362,4.352,1.032,296.04233,45.985142,14.979
1745,4262581,1,37.6468519,161.46355,0.008,6.344,427.4,5.37,787,90.85,31,1,q1_q17_dr25_tce,5443,3.74,2.652,291.64624,39.396629,14.288
1747,4833421,1,12.466004437,134.003258,0.209,5.0066,2232.1,5.65,897,152.76,304.6,1,q1_q17_dr25_tce,6038,4.284,1.191,291.11188,39.949108,14.247
1748,8282651,1,2.361724472,133.23932,0.009,1.2167,587,1.53,922,170.59,34.6,1,q1_q17_dr25_tce,4478,4.615,0.651,284.10779,44.245811,15.658
1749,3548044,1,34.7630543,161.74217,0.731,4.309,293.7,1.75,554,22.23,24,1,q1_q17_dr25_tce,5670,4.387,0.95,292.32645,38.657581,13.865
1750,11401767,1,20.0545282,136.56587,0.939,7.173,305.4,2.63,755,76.97,26.9,1,q1_q17_dr25_tce,6056,4.332,1.209,291.2562,49.258949,14.881
1751,10909127,1,3.17059731,132.67813,0.793,1.6686,325.4,1.69,1080,321.28,20.1,1,q1_q17_dr25_tce,5431,4.563,0.843,285.89923,48.307301,15.353
1752,3661886,1,27.0142622,132.52245,0.009,5.385,287.6,2,677,49.65,25.5,1,q1_q17_dr25_tce,5949,4.303,1.184,295.422,38.735691,13.86
1753,3661886,1,12.50945798,136.99217,0.626,3.479,155.3,1.54,875,138.54,16,2,q1_q17_dr25_tce,5949,4.303,1.184,295.422,38.735691,13.86
1754,2439243,1,26.0203329,154.5286,0.704,4.965,1164.4,4.53,675,49.09,23.7,1,q1_q17_dr25_tce,5624,4.218,1.244,290.47452,37.766602,15.889
1755,9221517,1,0.769854899,132.51944,0.705,1.0243,109.6,0.93,1650,1756.8,28.7,1,q1_q17_dr25_tce,5173,4.55,0.822,293.1311,45.663551,13.829
1756,6751874,1,6.89226333,132.4644,0.061,2.4921,214.4,2.13,1156,422.14,22.4,1,q1_q17_dr25_tce,5862,4.148,1.463,281.83145,42.298908,14.207
1757,10863608,1,8.07127043,137.76604,0.271,2.393,318.2,1.53,856,126.94,16.9,1,q1_q17_dr25_tce,5766,4.517,0.853,292.83215,48.21936,15.553
1758,5602588,1,11.01819178,139.87858,0.883,4.635,545.7,2.64,840,117.97,22,1,q1_q17_dr25_tce,6075,4.486,0.969,285.72079,40.85696,15.832
1759,11288051,1,30.9505927,153.84507,0.958,5.394,301.4,1.51,428,7.91,23.2,2,q1_q17_dr25_tce,4983,4.66,0.651,286.75278,49.064911,14.139
1762,5547480,0,3.979867514,132.071233,1.216,2.3607,907.6,26.5,1173,446.89,65.2,1,q1_q17_dr25_tce,6032,4.485,0.973,295.6402,40.794842,14.782
1765,3546060,1,9.69310837,134.53003,0.534,2.734,1130.7,2.12,609,32.4,30.4,1,q1_q17_dr25_tce,4818,4.639,0.618,291.80801,38.6227,15.914
1766,7019489,0,24.2598301,132.47982,1.244,3.897,1540.3,25.42,547,21.13,26.3,1,q1_q17_dr25_tce,5485,4.574,0.805,286.94415,42.580631,15.962
1767,2141783,0,116.5214317,144.13378,1.26,5.577,771.5,44.41,457,10.33,25,1,q1_q17_dr25_tce,6056,4.179,1.411,286.37,37.552521,13.806
1768,4144576,1,0.813166357,131.82536,0.06,1.4122,173.5,1.14,1693,1945.44,34.8,1,q1_q17_dr25_tce,5237,4.5,0.887,287.94562,39.230572,14.113
1770,9992325,1,24.08632177,148.20086,0.802,2.236,1041.7,2.78,500,14.78,18,1,q1_q17_dr25_tce,4973,4.537,0.768,281.69397,46.946449,15.464
1772,10206675,0,17.40208965,141.93057,1.216,3.745,616.5,16.37,422,7.49,20.9,1,q1_q17_dr25_tce,4098,4.662,0.615,291.37744,47.21257,15.245
1773,9945370,1,37.9456138,134.78331,0.263,4.093,1032.9,2.79,515,16.61,24,1,q1_q17_dr25_tce,5861,4.546,0.865,289.1427,46.812889,15.939
1774,3832716,0,1.141877248,170.3386848,0.598,4.33931,309490,88.62,2184,5358.79,2036.3,1,q1_q17_dr25_tce,6158,4.152,1.368,285.39404,38.904911,13.418
1775,8453211,0,5.77675928,143.09616,1.272,6.789,3522.5,32.77,954,195.79,141.4,1,q1_q17_dr25_tce,5544,4.435,0.875,298.80206,44.420349,14.572
1776,8973129,1,24.1738244,135.62471,0.251,3.056,532.6,2.21,595,29.69,21.5,1,q1_q17_dr25_tce,5468,4.427,0.968,297.91974,45.274158,15.056
1779,11670125,1,1.217000383,132.03128,0.028,1.3285,459.8,1.58,1314,707.61,26.5,1,q1_q17_dr25_tce,4859,4.545,0.757,295.93842,49.791142,15.975
1780,11461844,1,13.6823798,139.18611,0.595,4.153,179.6,1.43,802,97.74,17,1,q1_q17_dr25_tce,6102,4.457,1.026,295.06424,49.35899,14.5
1782,9351920,1,8.79618433,135.67645,0.05,3.3781,286.3,1.77,938,183.26,27,1,q1_q17_dr25_tce,6142,4.456,1.046,295.46338,45.81274,15.159
1784,10549023,1,14.36270451,141.435,0.272,4.564,349.4,2.31,918,167.88,26.8,1,q1_q17_dr25_tce,6643,4.357,1.216,296.96881,47.751492,14.612
1786,8219268,1,6.24667547,136.38688,0.877,11.261,396.8,14.93,1902,3095.83,63.6,1,q1_q17_dr25_tce,4604,2.936,6.221,285.67288,44.11673,12.495
1787,10531955,1,2.344512589,132.87316,0.803,1.4116,58.9,0.97,1471,1106.25,21.9,1,q1_q17_dr25_tce,5821,4.328,1.132,290.54364,47.725887,12.589
1788,4833421,1,5.766165573,134.01725,0.017,3.8314,364.8,2.27,1159,426.48,65.6,2,q1_q17_dr25_tce,6038,4.284,1.191,291.11188,39.949108,14.247
1789,8168187,1,18.3027235,142.89166,0.742,8.262,186.7,2.72,902,156.71,24.7,1,q1_q17_dr25_tce,5528,3.892,1.839,292.71445,44.082329,14.31
1790,4142847,1,2.888904439,132.15271,0.77,1.6043,402.2,1.68,976,215.06,23.7,2,q1_q17_dr25_tce,4895,4.589,0.759,287.30283,39.289688,15.195
1791,10203349,1,17.14648756,140.66122,0.918,4.2354,440.3,3.64,811,102.24,28.3,1,q1_q17_dr25_tce,5559,4.127,1.412,290.04327,47.25798,14.941
1792,9718066,1,16.09227518,142.51659,0.932,2.1072,128.5,0.98,503,15.15,18.1,1,q1_q17_dr25_tce,4657,4.641,0.67,294.94858,46.438641,12.485
1794,3867615,1,62.7843981,157.30698,0.272,4.81,325,2.28,530,18.7,21.1,1,q1_q17_dr25_tce,6053,4.279,1.26,295.70111,38.945831,13.358
1798,9532710,0,5.24242029,133.23047,0.863,6.413,334.9,3.86,1367,825,20.1,1,q1_q17_dr25_tce,5383,3.824,1.829,294.3847,46.157841,15.83
1799,11560897,1,35.9682692,138.66885,0.883,2.839,269.7,2.95,674,48.68,21,1,q1_q17_dr25_tce,5883,4.149,1.529,292.80865,49.579441,13.848
1800,11342416,1,25.3690868,143.68699,0.845,4.746,110.1,1.67,755,76.9,21.6,1,q1_q17_dr25_tce,6126,4.224,1.406,287.5849,49.154789,12.476
1802,4254466,1,42.3006282,168.77783,0.269,4.372,507.9,2.54,558,22.94,23.8,1,q1_q17_dr25_tce,5852,4.353,1.129,289.40671,39.33884,14.766
1803,5801571,0,0.838597429,141.537817,1.274,1.68668,2482.1,44.67,2278,6353.25,303.7,1,q1_q17_dr25_tce,6366,4.352,1.236,294.9133,41.074711,14.784
1804,9904006,1,55.1866213,180.75953,0.225,9.133,375.5,2.47,568,24.56,36.2,1,q1_q17_dr25_tce,6178,4.269,1.267,296.80344,46.74115,13.573
1805,5288570,0,1.728528176,131.80851,0.787,3.682,197.6,5.07,2720,12977.86,26.2,1,q1_q17_dr25_tce,6153,3.597,3.279,295.50107,40.410225,12.99
1806,9364609,1,14.97436238,141.50057,0.092,2.4461,265.4,1.28,631,37.53,24.9,1,q1_q17_dr25_tce,5311,4.532,0.8,299.23694,45.834702,13.747
1807,7457296,1,3.97076603,134.63962,0.775,1.814,349.2,1.6,958,198.43,23.9,1,q1_q17_dr25_tce,5178,4.521,0.778,295.30817,43.044411,15.443
1808,10328458,1,2.352273912,131.80267,0.095,1.7389,318.6,1.29,1019,255.03,20.4,1,q1_q17_dr25_tce,4816,4.608,0.748,286.71661,47.425629,15.848
1809,7050060,0,22.0425953,134.1281,1.191,61.2018,348,28.78,760,78.85,90.4,1,q1_q17_dr25_tce,5974,4.216,1.26,296.25507,42.53022,12.999
1815,11498128,1,106.247882,135.7435,0.586,13.78,397.4,2.01,377,4.75,24,1,q1_q17_dr25_tce,5679,4.435,0.972,286.67145,49.406288,14.552
1816,8041216,1,8.508333104,134.785645,0.004,3.4559,646.5,2.6,909,161.66,93.4,1,q1_q17_dr25_tce,5767,4.396,1.03,295.95135,43.852051,14.176
1817,11824786,1,12.94123564,139.89901,0.028,4.636,328.8,1.7,795,94.29,22.1,1,q1_q17_dr25_tce,6119,4.497,0.938,296.85342,50.03735,15.012
1818,12254909,1,5.349791,133.8836,0.867,4.279,88.8,1.29,1156,422.79,23.3,1,q1_q17_dr25_tce,6074,4.368,1.183,289.48581,50.94416,13.386
1820,9364290,1,5.26211833,136.37566,0.71,3.244,194.5,1.95,1166,436.61,20.3,1,q1_q17_dr25_tce,5587,4.188,1.309,299.13617,45.86993,14.623
1821,9364290,1,12.1628195,137.52402,0.971,2.3161,306.3,3.14,882,142.77,15.2,2,q1_q17_dr25_tce,5587,4.188,1.309,299.13617,45.86993,14.623
1822,5022828,1,23.5541012,144.21486,0.536,7.3,95.2,2.33,1381,859.63,29.9,1,q1_q17_dr25_tce,9565,4.088,2.286,294.99176,40.144409,11.98
1823,8233702,1,41.6977582,134.24608,0.018,5.513,684.8,2.26,488,13.45,27.7,1,q1_q17_dr25_tce,5730,4.545,0.87,291.93365,44.115501,15.265
1824,11403339,1,4.79029482,134.95277,0.46,2.7219,142,1.01,938,183.02,23.1,1,q1_q17_dr25_tce,5412,4.562,0.843,292.08478,49.23748,14.102
1825,8260902,1,38.6715843,157.61988,0.773,5.532,599.3,2.45,502,15.03,25.2,1,q1_q17_dr25_tce,5432,4.42,0.913,299.96567,44.160889,14.94
1826,8381204,1,8.32651854,135.58655,0.782,5.483,267.9,1.8,938,182.69,27.2,1,q1_q17_dr25_tce,6057,4.45,1,297.01913,44.327518,15.06
1827,12058204,1,5.53533152,132.76087,0.051,2.793,260.6,1.75,1054,292.33,27.5,1,q1_q17_dr25_tce,5588,4.331,1.1,289.388,50.59705,14.514
1828,12058204,1,16.7261969,143.74673,0.496,2.708,194.9,1.56,729,66.83,11.6,2,q1_q17_dr25_tce,5588,4.331,1.1,289.388,50.59705,14.514
1829,4833421,1,21.58752788,142.96728,0.009,4.4968,336.8,2.18,747,73.42,34,4,q1_q17_dr25_tce,6038,4.284,1.191,291.11188,39.949108,14.247
1831,6871071,1,3.2828024,131.89965,0.159,3.2532,142.5,1.79,1467,1093.39,24.4,3,q1_q17_dr25_tce,5640,4.087,1.515,294.13791,42.370499,14.686
1835,10583761,1,2.685054445,132.60443,0.762,1.0473,252.7,1.46,1137,395.08,28.9,1,q1_q17_dr25_tce,5266,4.484,0.829,284.09763,47.810638,14.077
1836,7542813,1,16.8600805,139.84916,0.682,5.557,273.4,1.71,765,80.9,22.4,1,q1_q17_dr25_tce,6205,4.419,0.973,295.88751,43.156059,14.989
1837,12058147,1,1.54320541,131.5554,0.217,2.5779,91.2,1.23,1827,2636.85,35.2,1,q1_q17_dr25_tce,5866,4.2,1.282,289.35867,50.59848,13.38
1838,8164257,1,49.5004725,139.04294,0.162,5.772,965.2,2.49,402,6.2,27.8,2,q1_q17_dr25_tce,4954,4.5,0.828,291.2431,44.00872,15.565
1839,8164257,1,6.47539108,137.5825,0.486,2.7048,530.6,1.92,793,93.41,28.1,1,q1_q17_dr25_tce,4954,4.5,0.828,291.2431,44.00872,15.565
1840,8164257,1,16.85825609,142.34289,0.763,2.0728,759.6,2.51,576,26.05,21.8,3,q1_q17_dr25_tce,4954,4.5,0.828,291.2431,44.00872,15.565
1841,10593759,0,3.132604547,136.010454,1.251,3.6337,9969.2,48.73,1444,1028.81,222.3,1,q1_q17_dr25_tce,6248,4.328,1.181,289.26166,47.815521,13.499
1842,6774537,1,2.949029106,133.13832,0.044,2.0311,358.3,1.48,1027,263.92,29.3,1,q1_q17_dr25_tce,4983,4.512,0.807,290.91449,42.286579,15.333
1843,10404582,1,37.8658964,134.36237,0.18,4.782,395.2,2.01,543,20.61,25.9,1,q1_q17_dr25_tce,5757,4.431,1.017,291.77164,47.5299,14.5
1844,5959753,1,8.30865307,138.10788,0.333,3.2747,836.1,2.42,747,73.53,74.3,1,q1_q17_dr25_tce,5022,4.485,0.849,291.6409,41.241039,14.817
1845,6021193,1,11.93205399,142.10648,0.123,6.205,178.5,1.83,905,158.22,32.3,1,q1_q17_dr25_tce,5711,4.221,1.391,283.19208,41.305389,13.353
1846,6021193,1,7.54235832,132.96117,0.318,4.73,132.5,1.59,1054,292.19,25.8,2,q1_q17_dr25_tce,5711,4.221,1.391,283.19208,41.305389,13.353
1847,6871071,1,5.02818253,134.10891,0.3,3.526,181.3,2.03,1272,620,26.1,2,q1_q17_dr25_tce,5640,4.087,1.515,294.13791,42.370499,14.686
1848,6871071,1,1.897828815,132.6785,0.227,2.7114,132.4,1.73,1761,2278.95,27.2,1,q1_q17_dr25_tce,5640,4.087,1.515,294.13791,42.370499,14.686
1849,6287313,1,10.62788695,137.81843,0.473,4.576,326.7,1.87,872,136.34,22.6,1,q1_q17_dr25_tce,6082,4.445,1.014,292.54752,41.64296,15.401
1851,9278725,1,1.104462494,132.32134,0.151,1.0458,469.1,1.6,1397,898.79,35.3,1,q1_q17_dr25_tce,5002,4.543,0.753,290.95355,45.719528,15.277
1852,4458082,1,4.89336495,133.6449,0.218,3.485,138.3,1.6,1374,842.45,15.9,1,q1_q17_dr25_tce,6688,4.304,1.347,289.74731,39.523453,13.827
1853,8042453,1,11.17392077,134.70626,0.025,3.307,324.8,1.64,796,94.84,21.4,1,q1_q17_dr25_tce,5911,4.519,0.914,296.30795,43.82135,15.356
1855,6666233,0,0.512407185,132.240449,0.301,1.0579,329.2,1.03,1255,583.45,46.1,1,q1_q17_dr25_tce,3862,4.69,0.563,282.28439,42.15419,14.78
1858,8866137,1,33.4178173,155.58781,0.913,4.645,1166.8,3.13,448,9.56,28.4,1,q1_q17_dr25_tce,5136,4.607,0.744,283.16196,45.198311,15.824
1859,10857519,1,2.053341891,134.51606,0.966,2.596,65.5,1.44,1737,2154.14,23.2,1,q1_q17_dr25_tce,6084,4.204,1.358,290.10196,48.251141,12.217
1861,9351316,1,18.78429232,137.88207,0.658,3.1136,1009.5,2.14,433,8.3,23.8,1,q1_q17_dr25_tce,4243,4.637,0.641,295.25116,45.842972,15.561
1862,6021193,1,3.61460279,134.69521,0.516,3.227,64.8,1.14,1347,776.7,14.9,3,q1_q17_dr25_tce,5711,4.221,1.391,283.19208,41.305389,13.353
1863,10617017,1,13.15140223,144.16237,0.872,5.439,97.8,1.87,1008,243.84,25.5,1,q1_q17_dr25_tce,6154,4.12,1.636,297.78659,47.88612,12.071
1865,7989422,0,7.47763833,133.40976,0.012,2.5693,110,2.05,1346,776.56,26.2,1,q1_q17_dr25_tce,5957,3.849,1.953,300.22519,43.758179,11.539
1866,9641481,1,42.1918331,155.31211,0.067,7.083,488.7,2.35,526,18.08,25.7,1,q1_q17_dr25_tce,5520,4.339,1.08,288.28052,46.3409,15.06
1867,8892157,1,3.73090026,132.89428,0.822,2.9095,191.2,1.48,1128,383.51,24,1,q1_q17_dr25_tce,5709,4.489,0.95,294.18927,45.151581,14.966
1869,11569782,1,2.787874175,133.90417,0.153,2.0348,197.4,2.33,1432,993.06,22.2,1,q1_q17_dr25_tce,4827,3.942,1.727,296.72449,49.532711,14.435
1870,4833421,1,37.9962369,162.97984,0.023,6.7751,403.7,2.39,618,34.55,37.8,3,q1_q17_dr25_tce,6038,4.284,1.191,291.11188,39.949108,14.247
1872,7219825,1,17.23232894,135.0922,0.395,4.5568,509.8,2.79,817,105.47,64.1,1,q1_q17_dr25_tce,6086,4.274,1.216,296.99863,42.78196,14.061
1873,3749978,1,28.5057217,132.92075,0.695,6.324,755.8,2.55,555,22.43,20.8,1,q1_q17_dr25_tce,5712,4.534,0.87,292.23242,38.89222,15.778
