"rowid","kepid","kepoi_name","koi_period","koi_time0bk","koi_impact","koi_duration","koi_depth","koi_prad","koi_teq","koi_insol","koi_model_snr","koi_steff","koi_slogg","koi_srad","predict","CONFIRMED","FALSE POSITIVE"
211,7678434,"K00892.02",3.96996298,137.75447,0.8360000000000001,1.1757000000000002,299.2,1.78,992,229.37,15.0,5121,4.457,0.888,"CONFIRMED",0.8305441734396163,0.16945582656038374
216,7380537,"K00883.01",2.6888992330000003,170.10209039999998,0.001,2.11275,37492.0,12.040000000000001,929,175.76,1011.6,4820,4.667,0.639,"FALSE POSITIVE",0.26272091725537083,0.7372790827446292
230,8013419,"K00901.01",12.732624065000001,176.939054,0.811,2.2083000000000004,6465.700000000001,4.87,432,8.22,210.5,3950,4.721,0.541,"CONFIRMED",0.6797723019763584,0.32022769802364165
231,8018547,"K00902.01",83.92494032,236.76334,0.658,6.790400000000001,7958.700000000001,4.78,226,0.62,182.10000000000002,3960,4.746,0.509,"CONFIRMED",0.7459985687395909,0.254001431260409
247,7938496,"K00900.01",13.81020318,172.33533,0.791,3.048,1309.7,4.5600000000000005,833,113.75,46.2,5942,4.327,1.1420000000000001,"CONFIRMED",0.8889447530362878,0.11105524696371212
253,8552202,"K00914.01",3.886655224,169.73814,0.649,3.1646,581.6,1.87,1010,246.29,48.1,5662,4.61,0.738,"CONFIRMED",0.8615742549424962,0.13842574505750385
269,9140402,"K00928.01",2.494170338,170.852848,0.095,1.1221,863.7,2.42,1194,480.19,69.2,5569,4.566,0.8290000000000001,"CONFIRMED",0.8814633072117923,0.11853669278820761
287,8951215,"K00924.01",39.4759093,173.31207,0.9380000000000001,2.9680000000000004,1012.6,4.0600000000000005,577,26.13,26.6,6225,4.45,1.031,"CONFIRMED",0.7408213410012661,0.259178658998734
304,9347899,"K00935.04",9.61731426,142.47478999999998,0.331,3.8692,234.0,1.94,1010,246.13,18.2,6035,4.22,1.2570000000000001,"CONFIRMED",0.9334994757997548,0.06650052420024517
312,9904059,"K00145.01",102.96419519999999,158.07473,0.922,15.735000000000001,1896.7,39.0,797,95.4,86.10000000000001,5047,3.0660000000000003,7.119,"FALSE POSITIVE",0.06841797899990254,0.9315820210000975
316,2860866,"K01103.01",90.1240507,356.23415,0.6980000000000001,11.649000000000001,3020.3,7.12,485,13.09,57.900000000000006,6520,4.375,1.215,"CONFIRMED",0.783187135287323,0.21681286471267697
318,10460629,"K01168.01",856.672115,228.44987999999998,0.1158,23.144000000000002,858.1,3.87,242,0.81,39.2,6449,4.232,1.309,"FALSE POSITIVE",0.3864015923048961,0.6135984076951039
319,10319385,"K01169.01",0.6892101730000001,133.28584,0.154,1.6169000000000002,195.0,1.32,1943,3362.71,93.4,5630,4.505,0.9540000000000001,"CONFIRMED",0.4568495189559981,0.5431504810440019
320,10482160,"K01170.01",7.34373964,137.29873999999998,0.185,1.1784000000000001,574.4,1.84,839,117.5,32.2,5757,4.597,0.762,"CONFIRMED",0.9141914920814672,0.08580850791853276
327,11180361,"K00971.01",0.533059312,171.2274419,1.2630000000000001,1.8621,1495.8000000000002,133.56,5862,277887.7,179.60000000000002,8523,3.559,4.051,"FALSE POSITIVE",0.014178635711917575,0.9858213642880824
