kepid,kepoi_name,P (Exoplanet) – Logistic Regression,P (Exoplanet) – Random Forest,P (Exoplanet) – Gradient Boosting Machine
6045093,K06653.01,0.7514844793,0.1299036002,0.0003564755
8391983,K07884.01,0.1801324756,0.1358836914,0.0051447132
7811211,K06918.01,0.0863904105,0.1476406076,0.0252232358
7816935,K06921.01,0.6642786196,0.2596884736,0.0243983953
8540376,K07892.01,0.4617602623,0.4756650345,0.1898553588
10388451,K07319.01,0.8395518786,0.2801540038,0.0043101587
10396708,K07320.01,0.8444857415,0.18161142,0.0548951057
11495989,K07449.01,0.211593892,0.008,0.000001003
2449245,K06274.01,0.7800677635,0.3284774017,0.024645719
4372620,K06409.01,0.7538793447,0.6489981342,0.9787872518
5171707,K06532.01,0.2369107739,0.2193439408,0.0163928779
6956176,K06798.01,0.3451017912,0.0724037861,0.0001343281
7902204,K06931.01,0.4731161175,0.4148949487,0.1648375997
8566113,K07061.01,0.0095903059,0.014,2.15799406078077E-05
9588862,K07195.01,0.6275768011,0.1957243805,0.0001828491
9596064,K07197.01,0.4801334553,0.2130428905,0.0096787202
9596187,K07198.01,0.0383340124,0.0069165246,0.0002370523
9596892,K07199.01,2.42321274561696E-05,0.0765959782,1.75457108274601E-05
10450504,K07327.01,0.8766874298,0.4949320993,0.0963425032
10464199,K07330.01,0.2459855667,0.1021418511,0.0003393264
10468514,K07331.01,0.028600647,0.0143636364,1.39468797604181E-05
5193439,K06538.01,0.5102902379,0.2311815337,0.0096623319
5215508,K06542.01,0.0478722192,0.0008772373,6.58198179298575E-05
7939761,K06934.01,0.6728335455,0.33755,0.1253495191
7967100,K06941.01,0.0214499837,0.0073307471,5.44431867632866E-06
8613446,K07069.01,0.1700654478,0.1235691934,0.0009975565
8624860,K07072.01,0.4253839631,0.1608738665,0.0255732939
8686442,K07074.01,0.6230936174,0.2282533257,0.0010507667
9635520,K07205.01,0.1393533955,0.0417620448,0.0040887637
9639106,K07208.01,0.6149151591,0.2038693914,0.0140140837
11650543,K07467.01,0.5456892745,0.4285730378,0.0086505727
11671646,K07470.01,0.0461264279,0.1074347826,0.0063360214
4567118,K06425.01,0.0015760358,0.0070965032,1.25331376441551E-05
9651602,K07215.01,0.6797018678,0.2194264927,0.0282890097
2970670,K06299.01,0.3401074647,0.1006380571,0.0153610509
6307000,K06687.01,0.4278939223,0.1396960863,0.0129862556
6345758,K06689.01,0.501279321,0.3648179976,0.000740711
8016692,K06954.01,0.64606366,0.4359361102,0.2179498027
8042644,K06957.01,0.1932567927,0.0254988207,5.61532262949305E-05
9658089,K07220.01,0.0846215022,0.1170083709,0.0046985551
9693803,K07224.01,0.7639403044,0.3055531091,0.0127382528
10659624,K07354.01,0.5864252069,0.445359141,0.3045357811
11825996,K07483.01,0.7112472458,0.1833780696,0.0036462377
6368222,K06697.01,0.0098669697,0.0042317998,0.0024833478
7135549,K06835.01,0.0254087303,0.0044340887,0.0033226892
8091197,K06960.01,0.4545421646,0.2262215086,0.000402226
8815279,K07094.01,0.0423010683,0.0012521361,0.0002113677
9726452,K07226.01,0.0249050595,0.0029615395,0.0009539384
9790965,K07231.02,0,0.0248948387,1.72305822010443E-06
9811915,K07232.01,0.4183127874,0.2295532663,0.0026849446
10665749,K07359.01,0.636793461,0.4138237696,7.29922158917429E-05
10670112,K07360.01,0.0054079562,0.0407434013,5.71545879501922E-06
5897826,K00126.02,0.0294148832,0.0249562952,6.06158588412065E-06
3240158,K01106.03,0.6722389479,0.5959617689,0.5114533277
3249334,K06318.01,0.8052117372,0.357026106,0.0392169265
3324069,K06320.01,0.6359174632,0.2290166667,0.012159649
4830859,K06454.01,0.6641441418,0.1471488262,0.0002132171
5353938,K06568.01,0.8647476652,0.2087020181,0.1300631066
5380812,K06570.01,0.3958353045,0.1497295355,0.0007735978
5388229,K06574.01,0.0126901423,0.0042974138,2.49738362656515E-07
8112013,K06969.01,0.0033509912,0.018,4.3088109934919E-05
8115647,K06970.01,0.8205731773,0.2689277444,0.0007607067
8881169,K07106.01,0.6085893687,0.3145457024,0.0123271384
8953278,K07111.01,0.0375510374,0.0013048909,0.0002446203
9821428,K07235.01,0.0712466451,0.0222113254,9.20048282493369E-06
10736489,K07368.01,0.0454028855,0.0008556666,0.0002667414
10751908,K07370.01,0.690616535,0.1155005785,0.0002648491
11129738,K01427.02,0.7196379068,0.2988786548,0.1792531298
4860678,K01602.02,0.5487642886,0.6142339294,0.8935888478
7765528,K01840.02,0.4028567746,0.1789779737,0.0151883488
5456979,K06579.01,0.4333457799,0.315666161,0.0103940064
8155654,K06980.01,0.5341316628,0.1495358749,0.0002513554
8953281,K07112.01,0.1958906978,0.1104558458,0.000129312
8958811,K07116.01,0.422323489,0.3133205182,0.0717898356
8958939,K07117.02,0.7451711698,0.1592096365,0.0004748908
10815677,K07376.01,0.3459929494,0.2458883976,0.0266685245
10843431,K07378.01,0.6138581571,0.4849510991,0.2310495657
10848097,K07380.01,0.8637846454,0.2097324397,0.0038688414
10866969,K07383.01,0.7625240314,0.1618901062,0.0022930287
6307083,K02050.02,0.4944682516,0.2345436052,0.1044075479
11705004,K02199.02,0.5927310501,0.3706872946,0.0908749342
5978559,K02321.02,0.6200945694,0.2418574779,0.0028150766
6867555,K02439.02,0.5776459315,0.2948952292,0.2584661553
12208631,K02449.02,0.1074092426,0.2048191434,0.0179161733
3346543,K06329.01,0.6459739942,0.2614006434,0.1646674717
8180290,K06985.01,0.7662022459,0.1911524956,0.0162890153
9025739,K07125.01,0.6923634544,0.175628113,0.0069210432
9909965,K07252.01,0.7497697185,0.1909266309,0.0004624599
9932197,K07255.01,0.0069167493,0.0155844007,0.0045161981
10932270,K07389.01,0.3494311974,0.0720603048,7.14099163136028E-05
12304728,K07520.01,0.1285569459,0.0677090313,0.000168071
7778767,K02523.02,0.3488834952,0.5304726028,0.6410490129
9026749,K02564.02,0.4372037686,0.3306793524,0.3841992625
6198182,K02636.02,0.5971700217,0.0938322009,3.57958056965701E-05
5695396,K00283.03,0.6869506326,0.4355105061,0.1926848106
3545626,K06341.01,0.0449828128,0.0011059713,0.000355607
3547178,K06342.01,0.5292896541,0.2813509265,0.1056717427
4939265,K06475.01,0.6355031851,0.4583737463,0.596284596
8308516,K07880.01,0.0015091589,0.02,0.0002485847
5552808,K06598.01,0.0470751677,0.0010415384,0.0002540006
5564082,K06600.01,0.280340303,0.1712029871,0.0067798173
6584278,K06733.01,0.0066949253,0.0044263566,3.97086355575782E-05
6590726,K06734.01,0.006079851,0.0480024769,0.0027629641
7345335,K06862.01,0.8020620748,0.2010382574,0.2696482741
8227086,K06993.01,0.8311991417,0.2619754037,0.0642364081
9098590,K07131.01,0.0038043703,0.0284615385,2.81620774247315E-05
9099773,K07133.01,0.5811095887,0.4000915783,0.0502391282
9943009,K07258.01,0.4221819847,0.3476707233,0.0044761754
9944201,K07259.01,0.060566076,0.1839243682,0.3042391807
11019739,K07400.01,0.7101901123,0.5508085441,0.336647205
8709688,K03019.02,0.4900682775,0.2945363175,0.0926250425
2716801,K03053.02,0.7626048873,0.3217673964,0.0080360769
11810124,K03344.03,0.395238937,0.1833277778,0.048468144
3219037,K03395.02,0.6170266857,0.1673063012,0.0135830593
9117416,K03425.03,0.408269848,0.419082962,0.2220162429
3634169,K06346.01,0.0715103768,0.0829988402,1.09180197427339E-06
3663494,K06352.01,0.5925039312,0.2506686454,0.06359712
5597361,K06601.01,0.6727756395,0.3992112671,0.0058549136
5617510,K06605.01,0.4381921356,0.134537059,0.0005275379
6603765,K06739.01,0.6783602956,0.2137269561,0.0017167135
7381580,K06872.01,0.8141896692,0.1634036447,0.002183206
8256882,K07003.01,0.3233744066,0.2694279193,0.0916650367
8283875,K07007.01,0.5791090576,0.3071244559,0.0381940074
9150870,K07136.01,0.0075637049,0.0043436784,0.005350021
10002049,K07270.01,0.7818929467,0.1240762796,0.0007968824
11068630,K07404.01,0.3880367892,0.150728325,0.0001337642
12454800,K07534.01,0.7216868365,0.141476344,0.0026535706
12458817,K07535.01,0.6676673628,0.3540647211,0.0022534519
12519942,K07539.01,0.8769714719,0.2745780992,0.0222149324
3937814,K04084.02,0.7962642563,0.4358218293,0.0158335234
3937814,K04084.03,0.6366258056,0.5469173414,0.701110633
3733638,K06353.01,0.6350309845,0.2828578408,0.0511208912
3748855,K06355.02,0.5879951294,0.1562490141,0.0005817088
5021432,K06489.01,0.041619578,0.0011059713,0.0002421015
5633259,K06610.01,0.0002783022,0.0141056421,0.0007625474
6614748,K06745.01,0.0175389152,0.0161258199,1.35560484282315E-06
6628926,K06746.01,0.3381150681,0.2749200112,0.0019722044
6670610,K06752.01,0.8889098622,0.2140124564,0.0010757927
7447895,K06878.01,0.4911437878,0.4016755473,0.4079936326
7461521,K06882.01,0.054976209,0.0943007881,0.0343437508
7537660,K06884.01,0.0369114917,0.001870665,0.0001666886
9203154,K07144.01,0.3385302789,0.2924404358,0.2078567597
9221627,K07148.01,0.2369553523,0.2025577906,0.0025238937
10070479,K07282.01,0.7055321209,0.3249609972,0.0179398614
11134079,K07410.01,1.38454500431262E-06,0.0066144267,2.89016077897886E-05
11137061,K07411.01,0.3859973038,0.0982213018,0.0005577423
7119481,K00566.02,0.752888075,0.2507052925,0.0205547625
8773015,K04301.02,0.4383737227,0.3185736515,0.0107227268
9883606,K04383.02,0.4138433182,0.2361569838,0.0132328667
9836563,K04421.02,0.5817825812,0.4007585556,0.1131471114
6508221,K00416.04,0.8561167964,0.1502766234,0.0008373274
3831523,K06361.01,0.0098361532,0.0244177109,0.0003759427
10079420,K07607.01,0.0166327678,0.0134109583,0.0076369917
4735826,K03184.03,0.4576315171,0.7556017829,0.8604789189
2861126,K04957.02,0.8800722112,0.3678241716,0.0797636256
4758350,K06447.02,0.5648984677,0.2179588216,3.34558357701908E-05
3965201,K07546.01,0.5206615781,0.096139792,0.0005390648
4862924,K07554.01,0.0057888896,0.0040232558,2.82884163238517E-06
5271090,K07558.01,0.8195133268,0.1673185155,0.1346568176
5444276,K07559.01,0.0263745689,0.002,0.0005668734
5878506,K07562.01,0.0481857838,0.0010415384,3.56413108089093E-05
6443274,K07567.01,0.0009947478,0.0393870233,0.0001281266
5602588,K02369.03,0.6932611286,0.2310268629,0.0668710415
6876575,K07572.01,0.0570593261,0.0700167888,0.0002895531
8096395,K07587.01,0.0108803089,0.1889697436,0.3201052963
8168509,K07589.01,0.0028053428,0.098775,1.4584291402886E-05
10397751,K02859.05,0.5527698108,0.3369781046,0.1768961458
8297319,K07591.01,0.047573522,0.040665071,0.0001183956
8423344,K07592.01,0.0185204585,0.0199851899,0.0002982186
8444868,K07593.01,0.5615863326,0.1545612026,0.0052950601
8682094,K07596.01,0.0002121415,0.0041510235,0.0001372427
9025662,K07599.01,0,0.0146899225,7.9404616052714E-05
8848104,K07100.01,0.0030380388,0.002,7.47438019121915E-05
9837013,K07236.01,0.8105225379,0.4197922572,0.6540757487
8652997,K05554.01,0.0280214995,0.0278530312,0.0022568471
10813078,K05831.01,0.8941701749,0.6008353385,0.2090377533
5184911,K02719.02,0.6940832535,0.2634037946,0.0023087135
8265520,K07005.01,0.4689887739,0.1853471265,0.000574799
8394475,K07032.01,0.6236578636,0.2089859314,0.0044651332
8973285,K04782.02,0.2746359325,0.1641394086,0.0005160733
5966732,K06641.01,0.2414506594,0.1469574171,4.83986050598961E-05
6265961,K06680.01,0.7201376967,0.4043285155,0.4368065299
8677057,K07903.01,0.4401995663,0.1566545924,0.0142978475
10471113,K07332.01,0.1641881082,0.0795324394,0.2063001326
10546063,K07339.01,0.7427481572,0.3368267157,0.099091484
3765692,K06358.01,0.6039803082,0.4024550654,0.0601817126
8702537,K07905.01,0.6751816875,0.3833398347,0.6155364642
6859546,K06777.01,0.7750488996,0.2148579805,0.0544314967
10665228,K07358.01,0.7803140807,0.2524959821,0.0151236597
6452742,K06715.01,0.0018137096,0.0086153882,4.7639328073501E-06
6423922,K06705.01,0.3449303105,0.0851022557,6.25568412804256E-06
10586619,K07345.01,0.0323511224,0.0128466195,0.0014026624
10680424,K07361.01,0.5925389511,0.3627449747,0.0033809258
8105398,K05475.02,0.4538594928,0.3969209972,0.0166250187
8216763,K04838.02,0.5627093163,0.0783614744,0.0001088068
7868967,K06925.01,0.8995820469,0.2700587796,0.0118150326
4274071,K06399.01,0.7151263313,0.6379804327,0.4736188086
8845552,K07099.01,0.7341910435,0.3572744356,0.0314217203
11904704,K07489.01,0.1946155267,0.2450409465,0.8684333213
6436505,K06707.01,0.7714409539,0.6584511469,0.5002977393
6763884,K06763.01,0.3606737508,0.1864738234,0.0019380431
4074736,K01328.01,0.7376252006,0.6951935822,0.9835851125
8814872,K05574.01,0.0629497623,0.0827392147,0.0013555981
10685764,K05822.01,0.8958649242,0.3423564668,0.0033241953
9958962,K00593.04,0.0758989823,0.1418010705,0.0095931462
4760959,K06449.01,0.7199091454,0.216693474,0.0008463895
8958939,K07117.01,0.5033785871,0.1932690074,0.0033743231
10028792,K01574.04,0.5763230161,0.5435462372,0.0605718706
6947623,K06793.01,0.6294554924,0.3706265679,0.7789698604
11244571,K07427.01,0.6267698008,0.21173456,0.0063753967
11288772,K07435.01,0.2792241977,0.2142415629,0.3632921089
9043947,K07920.01,0.0355334762,0.0062,0.000011607
8971044,K05592.01,0.0048737378,9.36783514916897E-05,0.0001040227
8105719,K05476.01,0.4872685452,0.5782623907,0.5406948139
4995716,K06484.01,0.7194507929,0.215522976,0.006811567
9340411,K07162.01,0.4499559385,0.2024318075,0.0407648028
9490342,K07180.01,0.0033727992,0.0568704225,7.37696800443555E-05
2854181,K02232.02,0.8006594594,0.5326849219,0.2020819562
7217088,K06849.01,0.8086630632,0.503036433,0.0335053876
11602794,K07460.01,0.6643314404,0.5142353399,0.293536048
10647452,K04366.01,0.2819273262,0.2239978515,0.0121128327
8278685,K04435.01,0.3925184731,0.5236342009,0.7446535019
7777818,K04380.01,0.3377795538,0.2075665337,0.016499176
5385410,K04323.01,0.6976425405,0.5068508797,0.2422393481
8352009,K05506.01,0.0002563976,0.0105260807,0.0001552475
9166700,K05632.01,0.1637611031,0.3341003444,0.7651432547
9640123,K07209.01,0.2672032639,0.2549471265,0.0386425966
3230805,K03068.02,0.7454690164,0.2405449196,0.0669833378
7592529,K06889.01,0.704029306,0.2064443089,0.0374788612
7755741,K06913.02,0.000016168,0.0164391771,1.38692611962865E-05
8937762,K04668.01,0.6392951546,0.5852640352,0.7202861034
8474892,K05520.01,0.0137994337,0.024,1.51126726456452E-05
5466109,K06582.01,0.4511424869,0.1948773125,0.0236154168
5702770,K06617.01,0.6315674307,0.2524247575,0.3816653623
9674320,K07223.01,0.0463140031,0.0088109589,0.0002951629
7100673,K04032.05,0.7549214965,0.9004301584,0.9962430777
3765917,K04526.02,0.734935819,0.6930723885,0.3810496262
10140122,K04545.01,0.2963000196,0.2459271411,0.5481542156
5289857,K05150.01,0.8930605831,0.3687088154,0.1089799793
11456256,K05901.01,0.4936756219,0.2989609041,0.7686171278
5809372,K06630.01,0.1710898903,0.2550011628,0.2065844491
10066755,K07281.01,0.0811492247,0.035647251,8.35247266538497E-05
2557350,K06276.01,0.845578495,0.325577466,0.1447642919
8120820,K06971.01,0.4017347654,0.3803478793,0.4126192302
8145958,K06978.01,0.6137490805,0.3023898742,0.1475132601
8227464,K06994.01,0.5618140304,0.653899939,0.9519787437
8248103,K07002.01,0.7406004857,0.5648048369,0.4356877445
8579684,K07594.01,0.0129197011,0.0255034013,1.02406008017919E-05
3849187,K04780.01,0.7138569816,0.3148868986,0.0139222507
8880317,K07915.01,0.0411037291,0.0241176471,0.0004272837
12170767,K05960.01,0.7342716967,0.3981778333,0.0446463685
6128245,K06666.01,0.2545309398,0.0934085252,0.0001944278
6187508,K06672.01,0.6485615872,0.3019760555,0.0166128929
6209225,K06676.01,0.0137087338,0.0133565892,3.87281325587851E-05
2716979,K06291.01,0.7420538106,0.2882442667,0.0221343604
8443812,K07041.01,0.8039260817,0.283342947,0.1220530544
11559304,K07617.01,0.8661375535,0.2670756768,0.0051825197
10118266,K04755.01,0.4604154433,0.515662352,0.8172076542
6426592,K03554.01,2.17688089776402E-11,0.0160615385,1.00105195272038E-05
10991389,K05850.01,0.1726301005,0.006513523,0.001946932
11080702,K05863.01,0.7735400157,0.6388038598,0.9541234507
6551106,K06731.01,0.5652825254,0.3094283544,0.0727442159
10812541,K07375.01,0.8507054046,0.5935856451,0.4968656192
12266636,K01522.02,0.8030467055,0.3952149702,0.167870921
3356193,K06331.01,0.6253621922,0.2640422247,0.0006385305
3748855,K06355.01,0.6414435317,0.214333583,0.0360552389
8479107,K07045.01,4.20139726564628E-07,0.0106144267,0.0001442945
8625408,K07073.01,0.0060748695,0.0877508807,0.0000672
6762188,K05323.01,0.0198639741,0.1069844962,0.0115087109
4813750,K05088.01,0.759259154,0.2940494805,0.27222039
11098704,K05868.01,0.753779348,0.1275719999,0.000008622
6842345,K06774.01,0.0245262314,0.016,0.0001307096
11092783,K07408.01,0.5143137503,0.0731679049,0.0004197017
11282568,K07430.01,1.02703086972689E-05,0.0275777778,0.0019081369
10916600,K02623.02,0.523207553,0.437516331,0.1047292075
3936061,K06372.01,0.7331327642,0.1512268128,0.0024823019
8760760,K07088.01,0.4722287232,0.1566371598,0.0013292401
4918303,K05104.01,0.5739589898,0.3981201231,0.0585378615
11340218,K05885.01,0.6877069727,0.0943562026,0.0021370085
11393248,K05892.01,0.7728936744,0.1411814083,0.0007301786
10055126,K01608.03,0.1321945212,0.1330042218,0.0092496636
6867219,K06783.01,0.6085814546,0.3809943545,0.029445278
11411639,K07445.01,0.7763420857,0.3027813729,0.0081595226
11551652,K07455.01,0.0268879338,0.0715009926,1.68352223899326E-05
7174617,K06156.01,0.0002630011,0.0200615385,0.0002244641
6606438,K02860.01,0.7007704276,0.6770015106,0.9975007104
9085039,K07129.01,0.789749509,0.1034472589,3.26707311905094E-05
3548645,K04991.01,0.3725612971,0.0404109589,0.0004935523
5110453,K05126.01,0.005227234,0.0298787879,0.000478133
9145861,K06194.01,0.0096897538,0.052,2.40182612383233E-05
3645438,K04385.03,0.8124310483,0.3006709296,0.0003308336
7335514,K06860.01,0.2779690629,0.0432183276,3.53664219078231E-05
11773625,K07479.01,0.6160498121,0.496620957,0.2484908064
4764969,K06450.01,0.01584826,0.0326380953,0.0019317698
7695445,K06906.01,0.0089832957,0.004,2.0032433476147E-05
12067960,K07510.01,0.6953607097,0.2715859034,0.0281776747
5115688,K06526.01,0.0059432547,0.0306666667,0.0049784839
10199984,K05776.01,0.4087485032,0.0454137931,0.0028123916
5816144,K06137.01,0.5769484618,0.4280408548,0.3092304559
9008737,K02768.03,0.61517218,0.4506345832,0.3846088566
12555616,K07540.01,0.7658969864,0.4136455229,0.2721233613
5003670,K04524.03,0.3255771293,0.4573899347,0.4183037811
5263167,K06546.01,0.5005488502,0.2964854894,0.0294280382
5295206,K06557.01,0.6118059078,0.2303625254,0.3142500021
10053138,K07279.01,0.7529721688,0.4783418305,0.6335840399
9391817,K05663.01,0.5694975731,0.498791266,0.8618679412
9456887,K05677.01,0.8359351611,0.2489383584,0.0333320243
11856178,K06246.01,0.6926782877,0.6954386192,0.6608937232
8098960,K06966.01,0.5544794795,0.3634346007,0.469405788
7103300,K06819.01,0.4221309593,0.1572354864,8.46014073605517E-05
11672354,K07471.01,0.4871790602,0.2983934097,0.0277428014
10253977,K08201.01,0.0261477768,0.0334109589,0.0001157835
10351947,K08205.01,0.0206060314,0.0519454546,0.0007939329
2834463,K06293.01,0.6317159129,0.1851776728,2.1556069801032E-05
12600735,K00548.02,0.6804096856,0.3571986397,0.0155631606
2299738,K07628.01,0.3862445075,0.0502560017,1.06126371441917E-05
7137213,K03907.01,0.5730346366,0.3893706496,0.0907943601
10352333,K03991.01,0.5221718588,0.4294045272,0.0969323328
10160922,K07990.01,0.6937308078,0.2187333938,0.0014229228
10198225,K07991.01,0.4569724715,0.3001507301,0.3242936029
10214341,K07992.01,0.0696716277,0.0326899225,9.41991580272195E-06
2834805,K07638.01,0.5969539664,0.7890338832,0.9532427063
2984990,K07641.01,0.6848383012,0.3537889769,0.0086946883
9142714,K07928.01,0.0460539062,0.0008772373,0.0001913241
9278575,K07932.01,0.0044854018,0.0182407799,5.05905162423437E-05
8396405,K01733.01,0.8651086311,0.793105655,0.9208167366
10321972,K07998.01,0.4392423639,0.3189043292,0.057663866
10331279,K08000.01,0.0483522988,0.0500704225,0.0022673273
5802205,K08107.01,0.001106689,0.0341666667,0.003349506
5858919,K08109.01,0,0.0764074075,1.14812148355181E-06
3848083,K07670.01,0.6810861754,0.2592467635,0.0061999531
5125347,K02241.01,0.6821923418,0.5838304736,0.5457375287
10403228,K08007.01,0.464874551,0.0891687276,0.0001805319
10407191,K08011.01,0.0465860443,0.0008772373,8.97447048940903E-05
5955197,K08111.01,0.0200246459,0.0347561368,0.0057663691
11446424,K08223.01,0.6858183699,0.2960384006,0.0058822238
4072271,K07680.01,0.1144198222,0.1407214286,0.0010664768
4252671,K07687.01,0.6193647046,0.3303004314,0.0985477112
10452252,K08012.01,0.8409064637,0.2141339244,0.0127369753
6507334,K08122.01,0.8221606696,0.1647120625,9.58103287550527E-05
6664842,K06750.01,0.684548281,0.4483107972,0.0740098261
6878408,K06786.01,0.0081705522,0.0722629091,0.0007534145
4742188,K07703.01,0.0258300293,0.010376197,1.72606401074304E-05
4742452,K07704.01,0.6184383017,0.2171729068,0.0020144005
9521317,K07940.01,0.3716716981,0.0731115385,0.0013210396
5775129,K02802.01,0.5072692962,0.8313096626,0.9838660911
2985587,K02807.01,0.2209051078,0.342075838,0.0153124874
10790401,K08031.01,0.0390166756,0.028,8.36372405055297E-05
12647757,K08241.01,0.0079418145,0.0431666667,0.0002338609
3629119,K08242.01,0.0980754246,0.0042352941,2.01076668950861E-05
8167504,K06983.01,0.6296472319,0.3092961155,0.4334721275
5894182,K07750.01,0.0212365598,0.046,0.0065241335
10536241,K08026.01,0.5986903435,0.3736708743,0.5050874894
11182706,K08046.01,0.000350153,0.0610000001,0.0007930425
7463685,K02890.01,0.4342964566,0.652124025,0.8989596848
6837283,K02914.01,0.3993690235,0.5533444151,0.5284136698
9084569,K07923.01,0.0075780987,0.0337565149,0.0009924351
9087580,K07924.01,0.2690952942,0.1792737019,0.3046543375
9099607,K07925.01,0.5268277831,0.1878579863,0.0033890959
10844823,K08033.01,0.0489126793,0.0064109589,0.0002809728
10862759,K08035.01,0.7420400495,0.176469349,0.0315453871
10920281,K08037.01,0.8286049503,0.249042082,0.0024009858
11032748,K08039.01,0.6611222394,0.2935671688,0.1201238222
4572728,K08249.01,0.1124486197,0.0465714286,0.0028886955
5098334,K08253.01,0.0242263804,9.36783514916897E-05,6.34576369701323E-05
8693536,K07076.01,0.7496814232,0.4462504888,0.8876136183
6106046,K07762.01,0.7182478822,0.3259352701,0.0668546872
11709006,K08061.01,0.0996257771,0.0030515492,1.25036571700932E-05
12602999,K08082.01,0.2260469379,0.1230932803,0.0028659124
11294822,K08047.01,0.1190315647,0.0249366506,0.0001288439
11443757,K08054.01,0.6649465194,0.3106191728,0.3509082409
12120307,K02597.03,0.5961609331,0.5537713408,0.4060068966
10350571,K01175.02,0.6927048322,0.6122729963,0.8789377188
9210820,K07930.01,0.0219794969,0.0411137613,0.0007657615
9227215,K07931.01,0.1084286542,0.0575381597,0.042712943
11139682,K08043.01,0.7424216551,0.2504014926,0.004329196
5683219,K08257.01,0.7765591937,0.2698197558,0.0542351208
5956171,K08259.01,0.0073018877,2.32558138668537E-05,9.73547319293999E-06
9458266,K07174.01,0.6530681009,0.1494513511,0.0009633063
6451368,K07780.01,0.4314467248,0.3010942673,0.014125438
7841925,K01499.02,0.3273520098,0.2453364721,0.7588148702
7202957,K02687.02,0.5166081274,0.6932794945,0.9322212057
9092504,K02716.02,0.50911931,0.7199335591,0.926969982
4831728,K02739.02,0.7843717719,0.5915507807,0.7465614396
9390228,K07934.01,0.8348800991,0.221164027,1.77246307445644E-05
9469494,K07938.01,0.1465640766,0.06025,0.0099587388
11296205,K08048.01,0.0286643251,0.0130232558,6.56654354691533E-06
11350634,K08050.01,0.1651225103,0.027,0.0011027641
11358305,K08052.01,0.3355126134,0.1721846983,0.0006836496
11392362,K08053.01,0.4258451049,0.3144587731,0.0804618658
8527297,K08157.01,0.057616901,0.0008021311,9.90872536019705E-05
6356506,K08263.01,0.1138539501,0.0060232558,0.0008249206
10019854,K07272.01,0.7159976592,0.2785028989,0.0100234588
6531617,K07785.01,0.0293742784,0.0024109589,0.0007744739
6887030,K07795.01,0.5430417339,0.1957209797,0.0158566152
8439949,K08156.01,0.0092925,0.0386084722,0.0028513741
11453349,K08055.01,0.5053989127,0.1477493349,0.0001086456
8608544,K08159.02,0.0346134843,0.0104232558,0.0003139177
8708961,K08163.01,0.0038300738,0.0428204225,0.0003483191
7832787,K08270.01,0.032523494,0.0024936784,0.0011693246
8022520,K08272.01,0.0032634549,0.0083565892,3.51588479847731E-05
7134626,K07818.01,0.1701228513,0.1026609912,0.0033054821
9268159,K08180.01,0.1761658184,0.026,3.27782368628737E-05
10515564,K08211.01,0.6921238931,0.1710190931,0.0002827509
8581240,K03111.01,0.6444844931,0.8680573249,0.9806076422
9604563,K07949.01,0.3746832263,0.0921448798,5.8886348742071E-05
9640649,K07951.01,0.1607132898,0.0439922203,0.0003057649
9650579,K07953.01,0.003957419,0.0067631699,1.54316680082145E-05
9650762,K07954.01,0.0144302407,0.0191482624,0.0001078289
11714107,K08063.01,0.0191237768,0.0160232558,0.0054838239
11904835,K08068.01,0.6985910289,0.3518942254,0.1043482741
8329346,K08275.01,0.0227987664,0.026513523,0.0020518276
8637903,K08276.01,0.0090150885,0.1347046079,0.0230712708
8673511,K08277.01,0.1666953161,0.1506334614,0.003207492
9011955,K08279.01,0.0014048568,0.0364232558,2.87035026322879E-05
7300182,K07833.01,0.3888801312,0.0974109589,0.0120089847
7366501,K07834.01,0.5153182868,0.1548261883,0.0001454851
12554485,K08238.01,0.0046025114,0.0590589776,0.0198455796
8873873,K08174.01,0.0919104819,0.0083561368,0.0022153358
11187972,K07416.01,0.7821930311,0.2873184218,0.1513685444
7367164,K07835.01,0.494568827,0.1757125233,0.0036987423
9592621,K08286.01,0.4436577558,0.1655971949,0.0200007405
11872364,K08232.01,0.245865223,0.2886383838,0.0472781518
10397751,K02859.04,0.5735774094,0.4247939875,0.271303721
5544450,K03226.01,0.3630467275,0.3600168141,0.4043509392
12156930,K08076.01,0.6177891402,0.2738212796,0.0930822604
12266099,K08077.01,0.8491538911,0.1596510778,0.0012676128
12307496,K08078.01,0.090963589,0.0588386025,0.0025930619
9468848,K08183.01,0.6237479343,0.1977335166,0.0080104358
12016243,K07506.01,0.7208074049,0.3821149196,0.1439625251
7954278,K07859.01,0.0819122113,0.0782304335,0.00086577
4446859,K08246.01,0.0165823833,0.0087370892,5.81039341607248E-06
3529290,K03340.02,0.5451150474,0.7247890207,0.8679905246
9873004,K07970.01,0.5154212002,0.3373405072,0.0060829766
9906688,K07976.01,0.4941258555,0.254558285,0.0230928409
2284957,K08085.01,0.0048074619,0.0174298366,0.0001200272
3663850,K08089.01,0.0043251769,0.03,0.0080251601
6869373,K05331.01,0.8565843994,0.2016352025,0.0012774747
9141746,K00929.02,0.3117779213,0.123631133,0.000688447
8226050,K01910.02,0.7254548598,0.3697690832,0.0241448548
4770617,K02243.03,0.5892198443,0.5561281986,0.2584668339
8613535,K02263.03,0.5740518059,0.42185489,0.4005712187
8182107,K07870.01,0.6928094253,0.2033347025,0.0019832027
8242769,K07875.01,0.8022442279,0.241827975,0.003716144
9159288,K08280.01,0.6060601259,0.3477967454,0.185144052
9938836,K07978.01,0.2931384629,0.1842446585,0.0496456804
