rowid,kepid,kepoi_name,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad
3773,5129453,K04208.01,3.05772668,133.06692,0.007,1.819,311,1.23,878,141.1,13.7,4483,4.57,0.731
3774,7918478,K04209.01,9.9092109,133.092,0.755,2.552,942,2.35,693,54.54,6.4,5396,4.632,0.702
3781,9509343,K04346.01,6.39269778,135.6101,0.011,2.138,174.3,1.21,890,148.31,11.3,5248,4.416,0.943
3785,7673841,K02585.03,7.87845756,138.58644,0.562,3.912,44.1,0.78,989,226.11,10.5,5767,4.287,1.135
3796,11968463,K02433.04,27.9040511,154.9434,0.854,5.346,300.2,2.19,677,49.53,12.8,6325,4.409,1.112
3803,5436161,K04351.01,0.644322147,131.954907,1.3275,0.893,1076.6,24.39,1592,1516.94,79.6,5136,4.648,0.612
3805,4571844,K04353.01,17.8075656,146.88323,0.474,1.643,1511,3.92,742,71.56,11.8,6194,4.45,0.981
3808,2859893,K04418.01,333.03842,220.9235,0.2184,5.948,1260,3.19,247,0.89,7,5743,4.534,0.903
3809,6026737,K02949.02,3.75030469,134.80628,0.77,3.246,35.5,0.87,1374,842.07,10.3,5866,4.191,1.339
3810,7582691,K04419.01,0.259819659,131.85061,0.972,0.6513,231.5,1.22,1559,1410.9,24.1,3939,4.736,0.526
3812,9836563,K04421.01,4.72693131,135.2927,0.065,4.036,26.2,0.61,1203,495.58,11.5,5950,4.323,1.196
3813,1724719,K04212.02,10.0989634,132.3351,0.529,6.428,57,1.03,1016,251.36,8.9,6174,4.244,1.318
3817,6187341,K04216.01,0.492291661,132.393012,0.957,0.894,1107.6,3.42,1788,2415.37,62,4971,4.566,0.718
3822,11081504,K04287.01,13.12297275,136.08882,0.885,2.234,43.7,1.29,1030,266.05,12.9,6134,4.065,1.665
3827,12016267,K02590.02,22.7909233,134.4333,0.871,9.565,53.6,1.38,862,130.75,19.4,6311,4.116,1.642
3830,3550372,K04357.01,0.681180633,131.63459,0.31,0.8844,156.4,2.97,2782,14116.16,16.6,4939,3.635,2.377
3835,8240790,K04426.01,369.13236,235.5195,0.0824,10.34,215.9,2.14,328,2.73,11.9,6282,4.151,1.449
3841,4548011,K04288.02,9.08745206,139.99222,0.341,3.786,35.1,0.73,980,217.95,11.7,5888,4.275,1.227
3848,7191646,K04358.01,106.957467,224.9874,0.705,7.006,539.6,2.4,394,5.7,11.7,6075,4.486,0.969
3849,1575873,K04359.01,0.629001455,131.55662,0.365,1.263,14.7,0.81,3375,30567.67,9.4,6739,3.948,2.059
3851,7801070,K04361.01,75.8781344,194.67762,0.705,1.383,1054,3.39,417,7.18,11.9,5579,4.413,0.972
3853,4172805,K04427.01,147.661729,243.95262,0.002,6.207,1087.8,1.59,176,0.23,13.2,3788,4.774,0.49
3854,5126182,K04428.01,13.00291716,132.02306,0.701,3.058,225.3,1.28,710,60.11,14,5796,4.575,0.8
3865,7661893,K04296.01,2.49385348,133.15177,0.331,1.414,46.9,0.59,1251,579.64,12.3,5615,4.477,0.85
3867,9776794,K04363.01,18.22211768,553.06646,0.973,2.044,2318,7.45,620,34.99,15.2,5162,4.411,0.958
3869,7673192,K02722.05,16.5340022,135.409,0.525,4.063,89.2,1.17,819,106.21,9.3,6052,4.285,1.202
3875,11124436,K04442.01,13.9482197,132.7505,0.197,7.686,119.4,2.53,1063,301.8,14.5,5529,3.808,2.346
3876,5780855,K04443.01,5.67577999,134.91027,0.91,3.554,51.2,1.22,1357,802.11,11.2,6681,4.233,1.438
3878,9491832,K04226.01,49.564693,170.6973,0.685,8.54,113.5,1.63,588,28.19,15,5907,4.212,1.442
3883,2852941,K04298.01,2.89494709,132.62547,0.191,3.254,45.8,1.16,1919,3204.25,14.3,7087,4.137,1.684
3890,4773392,K04367.01,170.995748,163.95737,0.839,3.88,477.1,4.9,463,10.86,15.5,6127,3.991,1.983
3892,5471489,K04368.02,39.2820405,139.9224,1.241,3.344,157.5,58.67,823,108.22,6.9,6143,3.81,2.136
3894,9936080,K04431.01,19.5650801,136.28555,0.025,4.242,61.7,0.97,791,92.77,13.8,6180,4.294,1.235
3904,6290935,K04302.01,5.53312006,132.1648,0.299,3.486,53.1,1.05,1303,680.77,13.4,6170,4.15,1.425
3912,9349757,K03348.02,17.7189786,138.8021,0.05,4.102,176.8,1.44,713,61.01,9.7,5566,4.329,1.099
3913,9702006,K04372.01,6.24564633,137.16241,0.594,2.459,212,1.06,731,67.62,11.9,4858,4.622,0.707
3917,6103377,K03004.02,7.03965141,137.41892,0.778,3.141,268.7,2.72,1171,445.49,9.8,5902,4.128,1.513
3918,3660581,K07662.01,4.72519164,131.9997,0.6,3.751,98.8,3.98,2250,6060.79,10,6655,3.49,3.831
3920,10794974,K04235.01,66.6434565,170.08058,0.985,2.385,277.3,2.99,476,12.17,14.8,5751,4.339,1.164
3925,3558849,K04307.01,160.850075,144.5039,0.769,9.427,428.1,3.41,413,6.87,16.1,5999,4.168,1.507
3928,6587002,K00612.03,122.0804953,155.02532,0.957,4.054,799.9,2.92,297,1.83,23.3,5132,4.571,0.77
3929,5175024,K02563.02,6.2614227,133.2299,0.069,4.779,51.4,0.81,1146,407.58,10.6,6384,4.361,1.121
3930,9100953,K04500.03,14.7510068,141.1622,0.75,2.25,381.1,1.7,629,36.94,9.5,5295,4.548,0.8
3931,10991114,K04374.01,3.70386741,132.69596,0.033,1.41,125.7,0.86,1012,247.2,13.1,5496,4.592,0.776
3934,4945764,K04377.01,19.8751355,148.3935,0.919,8.041,109,2.49,1061,299.47,15.2,6918,4.021,2.004
3937,11718389,K04444.01,5.94373492,135.25897,0.197,1.847,301,1.14,674,48.82,13.2,4391,4.598,0.682
3940,10604592,K04447.01,2.18660188,131.94832,0.828,1.585,122.3,0.98,1099,345.07,14.2,4904,4.535,0.772
3941,9834731,K03043.02,7.2929891,135.6364,0.022,4.053,72.5,0.73,904,158.19,7.1,5959,4.549,0.856
3945,9514372,K04242.01,145.786556,215.0441,0.133,4.891,378,1.82,331,2.84,13.9,5578,4.44,0.95
3947,7103919,K04310.01,10.7769944,140.2902,0.069,2.616,185.6,1.15,752,75.83,11.3,5455,4.457,0.852
3948,3762750,K07668.01,2.5093344,133.1123,0.019,1.833,184.3,1.47,1483,1143.04,8.4,6278,4.425,1.081
3955,9886361,K02732.04,24.5607107,146.7938,0.374,8.679,55.2,1.13,787,90.55,14.9,6170,4.192,1.499
3963,12737015,K04245.01,24.6683831,136.633,0.751,8.556,109.2,1.76,788,91.32,15.3,6059,4.151,1.554
3971,9286088,K04318.01,14.8162925,138.3761,0.857,4.973,108.2,1.57,912,163.33,12.5,6356,4.27,1.325
3973,6937529,K04382.02,3.98167088,134.9767,0.2076,3.609,44.7,0.79,1356,798.79,10.3,6484,4.377,1.173
3976,3645438,K04385.01,7.298142,137.85674,0.411,3.024,370.5,1.6,786,90.04,13.6,5119,4.508,0.834
3977,8480582,K04386.01,18.5010898,149.17569,0.719,3.179,421.1,1.62,555,22.4,14.7,5242,4.613,0.734
3978,5197233,K04178.01,7.016016,133.9561,0.89,3.8,169,1.72,1138,396.43,6.3,6642,4.39,1.136
3980,7119481,K00566.03,42.068554,165.0211,0.022,5.723,186.3,1.32,541,20.28,9.8,6122,4.487,0.964
3981,6938264,K04180.01,1.121634781,132.31311,0.409,1.155,71.5,0.6,1225,529.9,14.8,4518,4.589,0.72
3985,8741470,K04251.01,6.23968392,133.72124,0.679,0.668,155.9,1.55,1060,299.03,9,5751,4.303,1.143
3987,10525049,K04252.01,15.5714121,136.58529,0.312,2.294,173.5,0.72,399,5.98,13,3872,4.714,0.557
3988,9896018,K02579.02,3.59645081,132.77209,0.781,2.661,149.6,1.66,1327,732.82,16.2,5887,4.292,1.235
3989,5095082,K04320.01,20.6579443,145.6348,0.188,8.798,98.2,1.27,728,66.27,14.1,5468,4.171,1.306
3996,2997459,K04389.01,16.3368863,132.20816,0.066,3.597,225.9,1.27,642,40.22,12.1,5410,4.49,0.859
3997,8330207,K04390.01,1.63668262,131.64586,1.22,1.907,921.7,103.99,2562,10160.3,12.9,5234,3.436,3.739
3998,5881813,K02744.02,11.615625,131.96843,0.977,2.233,191.2,2.84,905,158.69,8.8,5332,4.083,1.453
4001,6752002,K04184.01,6.08003714,136.88262,0.254,1.308,184,1.07,808,100.72,17.7,4991,4.513,0.804
4002,7257966,K04185.01,3.035206175,132.3291,0.965,0.6182,696.9,3.59,1143,403.53,19.1,5505,4.503,0.873
4004,9202434,K04253.01,173.2578372,194.4584,1.9038,2.027,687,117.29,376,4.73,13.5,6392,4.399,1.162
4007,7901016,K04257.01,41.6757509,169.791,0.256,10.848,142,2.1,690,53.72,22.6,5745,3.957,1.763
4009,7749002,K04325.01,0.609926502,131.80347,0.24,1.2529,133.8,1.12,2141,4990.14,15.3,5936,4.501,0.965
4012,6359926,K04391.01,49.4746966,166.142,0.491,10.46,291,1.62,498,14.5,17.2,5952,4.475,0.928
4014,8324518,K04393.01,1.62888267,132.33899,0.147,1.72,130.9,0.92,1327,733.67,12.5,5398,4.571,0.811
4016,3103473,K04395.01,1.920062587,131.72678,0.387,1.437,226.8,1.12,1189,471.84,12.6,5266,4.611,0.741
4019,6879171,K04188.01,6.96352699,133.01717,0.09,3.192,68.1,1.4,1298,669.78,17.4,6040,3.978,1.686
4024,5785279,K04259.01,0.909127736,132.40471,0.098,1.431,98.7,0.98,1818,2566.87,13.9,5486,4.389,0.996
4029,9896018,K02579.03,10.30148508,134.88185,0.445,3.903,162.7,1.6,934,180.14,12.6,5887,4.292,1.235
4030,12456063,K04329.01,17.8007815,134.3839,0.928,6.547,44.5,1.02,816,105.04,14.2,6240,4.326,1.252
4032,5096053,K04331.01,1.717859841,132.92612,0.35,0.908,66.3,1.45,2212,5645.85,9.5,6694,4.084,1.732
4036,5802637,K04398.01,7.3422467,131.55382,0.253,2.029,366.8,1.6,837,115.93,11.8,5573,4.562,0.839
4037,5531694,K00647.02,8.1134681,132.8253,0.454,4.961,40.5,0.92,1127,381.27,10.5,6011,4.123,1.409
4040,7107802,K02420.02,5.4675514,133.42478,0.27,3.283,87.2,1.07,1078,319.36,10.4,5557,4.288,1.151
4042,9092496,K04193.01,94.180473,200.2662,0.955,7.345,1104.4,4.17,478,12.34,15.6,6997,4.475,1
4051,2576962,K04333.01,309.25581,136.2248,0.2875,10.72,421.4,2.18,287,1.61,9.9,6060,4.419,1.057
4052,10140274,K04334.01,2.44232399,133.53724,0.303,1.921,229,1.1,1029,264.82,14.1,4849,4.561,0.738
4055,8345384,K04399.01,42.1003351,143.02827,0.88,1.0834,214,1.42,466,11.17,13.9,5595,4.57,0.82
4059,7703882,K04403.01,5.88350251,136.9451,0.362,2.556,217.7,1.27,949,192.09,11.9,5840,4.553,0.849
4065,7450747,K04267.01,2.20829637,131.63091,0.205,2.841,87.9,1.36,1709,2016.25,12,6028,4.189,1.454
4067,8890924,K04269.01,26.6565737,131.59433,0.686,4.954,163.4,4.15,903,157.45,18.8,5159,3.604,3.062
4076,4054784,K07679.01,1.8679943,133.22986,0.173,1.087,73.4,0.7,1291,658.77,10,5487,4.568,0.815
4077,10745365,K04405.01,8.9172863,139.6051,0.062,4.468,196.3,1.39,931,177.84,7.2,6210,4.467,0.986
4079,8396660,K04407.01,1.33807075,132.34756,0.003,1.425,20.2,0.6,2008,3844.97,8.5,6355,4.299,1.319
4083,11968463,K02433.03,56.4148314,163.128,0.908,8.075,480.1,2.9,535,19.37,16.4,6325,4.409,1.112
4090,9716028,K04273.01,17.3731821,138.28747,0.227,3.36,71.7,1.31,901,155.73,14,6180,4.155,1.54
4091,6223324,K04274.01,1.97507424,132.3567,0.152,2.61,130.5,1.08,1477,1122.82,15,6065,4.495,0.947
4099,9773980,K04691.01,3.3879165,133.93645,0.117,1.818,78.6,1.09,1336,750.6,10.4,5702,4.247,1.245
4102,12004971,K03194.01,10.81315417,131.65931,0.804,1.275,80.3,1.46,1045,281.84,16.6,6380,4.24,1.46
4104,10467714,K04480.01,58.7488629,172.65025,0.186,3.191,473.6,1.75,425,7.7,13.6,5574,4.505,0.805
4106,4141593,K07685.01,64.740274,149.9922,0.74,15.082,113.1,1.35,518,16.96,16.4,5999,4.263,1.177
4107,7778427,K04482.01,5.38299284,136.239,0.417,3.336,35.1,0.78,1253,582.98,10.7,6256,4.27,1.293
4109,6523058,K04549.01,2.0481582,132.17679,0.179,1.899,183.3,1.16,1346,773.92,11.7,5799,4.548,0.86
4110,5977470,K04550.01,140.251943,175.137,0.323,6.576,567.7,1.84,271,1.28,11.9,4821,4.529,0.788
4111,11769689,K04551.01,14.7179342,135.6498,0.704,5.844,132.3,1.25,784,89.3,12.7,6102,4.449,1.018
4117,6153407,K03179.01,5.99078221,134.53899,0.944,1.699,69.9,1.03,987,223.93,8.6,5721,4.442,0.972
4120,9457948,K04694.01,19.2527652,144.2659,0.028,4.862,138.5,1.24,740,71.04,10.8,6258,4.442,1.046
4124,9898017,K04484.01,2.29794819,131.49826,0.108,2.84,83.2,0.98,1547,1352.14,12.2,6371,4.426,1.072
4128,8098212,K04487.01,3.48754109,134.16018,0.32,1.811,85.1,0.72,988,224.74,7.3,5252,4.593,0.783
4130,6369131,K04554.01,8.0772455,132.649,0.984,7.272,79.2,2.61,1228,537.66,12.5,5684,3.915,2.032
4133,10257229,K04557.01,5.75651958,136.97726,0.247,2.309,65.3,0.83,1089,332.97,11.2,6208,4.454,1.024
4134,3539231,K04626.01,91.95723,183.0248,0.015,10.471,308.4,2.66,497,14.41,12.3,5854,4.114,1.528
4135,6311891,K04627.01,7.51731745,137.59704,0.256,2.484,170.7,1.19,861,129.74,10.7,5525,4.488,0.923
4138,7834045,K04630.01,44.6966177,155.6611,0.373,10.532,257.3,2.46,637,38.95,15.3,5929,4.123,1.518
4139,10663738,K04698.01,8.5275894,137.2755,0.311,2.959,112.5,1.28,1049,286.1,10.4,6469,4.385,1.193
4140,7891294,K04699.01,3.07714195,133.4849,0.983,3.571,34.2,1.08,1493,1175,9.9,6108,4.251,1.336
4141,9413156,K04700.01,3.83488354,135.08701,0.242,2.026,243,1.2,1003,239.15,10.9,5515,4.592,0.775
4148,5431027,K04558.01,8.8233996,136.8921,0.022,6.735,104.6,1.13,929,176.13,13.3,5602,4.269,1.121
4154,6070337,K04632.01,40.0691482,143.73713,1.125,2.928,784.1,13.25,458,10.42,10.5,5485,4.575,0.762
4155,5954001,K04633.01,11.6933447,142.6574,0.353,6.551,66.9,1.12,950,192.95,12.7,6049,4.248,1.354
4158,8196226,K04634.01,4.02745396,133.12194,0.304,1.33,85.2,0.98,1250,577.46,10.8,6174,4.398,1.041
4159,9002538,K03196.01,4.96061094,135.32139,0.058,2.864,20.4,0.59,1272,618.99,12.5,6117,4.244,1.298
4162,5642688,K04705.01,1.4733245,132.85599,0.197,1.406,124,1.03,1576,1453.8,11.9,5751,4.431,0.921
4166,5552562,K04495.01,5.93218209,135.63378,0.097,4.507,205.3,1.39,1000,235.68,14.9,5843,4.474,0.977
4167,6186182,K04496.01,96.384483,144.86825,0.095,5.253,591,2.41,400,6.03,10.4,5919,4.485,1
4168,4073017,K07681.01,6.05552018,131.59851,0.19,2.818,134.6,0.92,844,119.89,9.8,5352,4.585,0.805
4170,10585749,K04563.01,54.333582,144.7536,0.823,10.545,152,1.7,513,16.37,10.5,5500,4.228,1.221
4171,9579208,K03165.01,4.11754421,132.79189,0.312,4.362,34.3,1.02,1581,1477.06,22.1,6263,4.024,1.726
4176,9773270,K04636.01,122.749053,170.9953,0.997,8.342,1041.2,6.13,348,3.48,15,5619,4.488,0.976
4177,9457728,K04637.01,4.37992345,133.99121,0.728,4.949,15.5,0.81,1608,1579.65,13.9,6311,3.993,1.918
4182,2303903,K04709.01,3.70858595,134.47308,0.115,1.94,305.4,1.33,995,231.84,11.3,5420,4.596,0.771
4183,9278216,K04710.01,9.4527721,135.7805,0.746,3.817,197.3,1.3,832,113.38,11.3,5973,4.547,0.857
4184,8355131,K04711.01,4.3638313,135.33772,0.39,1.457,194.1,1.08,976,214.31,10.3,5623,4.596,0.763
4186,12645057,K04497.01,6.83006228,135.76099,0.006,3.315,187.4,1.09,882,142.95,12.1,5807,4.576,0.8
4187,4844367,K04498.01,17.1622587,148.6441,1.201,4.668,312.2,22.42,674,48.86,11.7,5729,4.509,0.939
4188,10937749,K04499.01,5.19898615,133.05317,0.428,2.359,136.8,1.04,1035,271.21,11.5,6058,4.54,0.867
4190,8332521,K04567.01,14.74426,135.04,1.063,8.168,113.6,8.1,784,89.04,11.9,6146,4.454,0.987
4193,4060229,K04570.01,35.0175053,139.8496,0.809,3.608,292,2.13,617,34.32,12.8,5944,4.293,1.123
4199,4735826,K03184.01,7.545922037,134.4902954,0.625,4.0329,22.2,0.68,1084,326.67,13.4,5788,4.178,1.376
4201,8443527,K03197.01,22.599501,152.9112,0.12,4.38,76.9,0.96,734,68.48,2.9,6335,4.375,1.087
4203,8395860,K04724.01,20.8822079,151.6953,0.1364,4.556,1107,3.63,661,45.17,11,5780,4.438,1
4204,7778621,K04725.01,7.28171395,137.30085,0.956,1.723,111.6,2.59,1086,329.68,14.4,4970,3.924,1.806
4206,9100953,K04500.02,44.9851885,150.5703,0.664,4.164,617.8,2.09,433,8.34,12.7,5295,4.548,0.8
4209,10907132,K04503.01,5.89089509,132.43645,0.282,2.402,267.7,1.54,985,223.02,11.7,5869,4.513,0.942
4210,6520753,K04504.01,4.13029832,133.5272,0.041,2.461,325.3,1.44,995,231.52,8.7,5490,4.557,0.81
4215,9893468,K04575.01,201.325036,174.7724,0.597,14.4,125.4,1.98,410,6.71,14.2,6120,4.093,1.699
4216,11655826,K04643.01,5.59346375,131.50752,0.079,1.668,236.5,1.43,1008,243.63,9.5,5874,4.498,0.933
4217,1721157,K04644.01,3.44928111,133.38221,0.534,1.424,237,1.23,966,206.55,9.7,5119,4.591,0.781
4220,9947653,K04647.01,37.9043889,163.7386,0.473,11.638,98.2,1.97,693,54.36,13.9,5303,3.87,1.964
4222,9002538,K03196.02,6.88297756,134.16424,0.707,2.065,30.4,0.77,1141,400.53,13.2,6117,4.244,1.298
4223,5253802,K04713.01,8.7963166,134.3262,0.979,4.696,96.5,1.36,882,142.92,11.9,5780,4.438,1
4224,12554634,K04714.01,2.049602348,132.32639,0.435,1.061,186.1,1.08,1203,494.57,11.3,5356,4.589,0.78
4225,6264750,K04715.01,53.285584,172.297,0.754,6.492,158.6,1.44,537,19.63,11,6015,4.297,1.057
4226,11290515,K04716.01,5.8943338,134.10692,0.003,3.475,28.9,0.61,1092,335.9,10.7,5929,4.357,1.145
4227,6520753,K04504.02,8.119343,135.1862,0.032,3.558,350.4,1.5,794,94.08,8.2,5490,4.557,0.81
4229,8493354,K04505.01,18.0071438,138.31266,0.081,5.401,80.8,1.05,799,96.25,13.1,6173,4.314,1.167
4230,4545570,K04506.01,5.60473115,131.62861,0.221,2.885,210,1.11,866,132.98,11.9,5401,4.593,0.777
4232,5457326,K04508.01,2.49915311,133.08978,0.666,1.803,179.2,1.02,983,220.65,13.4,4705,4.572,0.72
4234,10610039,K04577.01,105.997107,144.41965,0.667,3.751,430.8,1.83,373,4.59,10.9,6068,4.565,0.831
4237,8628761,K04580.01,6.30432354,137.29688,0.665,2.508,40,1.23,1510,1229.72,10.7,6728,3.987,1.836
4240,4750669,K04649.01,3.38419892,131.9355,0.176,1.485,228.2,1.2,1074,313.79,11.5,5613,4.581,0.795
4241,9824928,K04650.01,1.69999106,131.6296,0.388,3.289,95.6,0.55,934,180.38,10.6,4289,4.684,0.554
4242,6717252,K04651.01,1.19260017,132.66994,0.015,1.502,58,0.77,1726,2107.84,11.7,5600,4.349,1.013
4249,11350118,K04509.01,12.003678,134.71007,0.076,2.799,281.7,0.97,503,15.12,12,4328,4.654,0.594
4254,2572029,K04581.01,6.0059966,133.404,0.135,3.096,39.2,0.73,1130,385.87,7.8,6103,4.331,1.16
4255,7905106,K04582.01,4.22426989,132.3611,0.716,4.22,13.6,0.35,1069,309.32,11,5735,4.501,0.883
4256,9007151,K04583.01,330.906041,253.8224,0.005,3.846,740,2.05,225,0.6,7.3,5461,4.589,0.769
4257,4450844,K03168.01,56.3479517,163.3795,0.768,8.789,43.6,1.06,586,27.97,15.1,5843,4.086,1.471
4260,11181260,K04653.01,19.9778599,135.165,0.172,5.96,83.4,1.07,773,84.29,12.8,6392,4.399,1.162
4262,2558163,K04655.01,17.543847,138.9151,0.579,5.948,196.3,1.15,658,44.42,9.9,5957,4.579,0.791
4263,8107611,K04656.01,3.8183717,133.90812,0.878,2.687,50.8,1.39,1683,1894.37,11.8,6738,4.109,1.692
4266,8752940,K04730.01,9.07829171,138.25933,0.164,0.783,530.9,3.69,984,221.32,7,5086,4.002,1.611
4273,4384909,K07693.01,6.41097179,132.9844,0.261,2.582,233.5,1.4,886,146.16,8.5,5383,4.486,0.933
4275,11506654,K04586.01,75.2116373,202.30222,0.058,3.203,362.6,2.83,516,16.78,13.1,5818,4.165,1.5
4276,5687700,K04587.01,6.36283414,131.8069,0.141,3.752,159.4,1.12,956,197.84,9.9,5955,4.534,0.883
4277,8806985,K04588.01,7.53737498,135.80956,0.225,3.966,41.1,0.93,1210,506.84,11.3,6483,4.206,1.436
4280,6527078,K04657.01,7.57600886,135.6293,0.267,3.361,49,0.54,778,86.87,12.5,5361,4.588,0.774
4282,2857607,K04659.01,41.8681996,146.9767,0.923,5.783,150.7,1.25,492,13.89,12.5,5852,4.559,0.837
4284,5962262,K04661.01,8.61742738,133.50863,0.059,2.713,154.9,1.01,733,68.28,11.3,5009,4.491,0.84
4288,10120548,K04451.01,8.8303681,134.80059,0.746,3.426,296.2,1.32,676,49.36,10.9,5051,4.628,0.706
4289,4474462,K04452.01,12.85755895,141.85597,0.55,4.831,106.5,1.23,860,129.15,14.2,5860,4.276,1.156
4291,4141593,K07685.02,33.502923,158.6469,0.756,11.947,70.9,1.08,645,40.79,12.5,5999,4.263,1.177
4292,10003058,K04519.01,148.568877,139.60402,0.243,4.399,404.4,5.97,555,22.49,11.6,5814,3.68,2.985
4293,9031703,K04520.01,9.3335486,137.6177,0.725,6.643,71.2,1.69,1082,323.68,11.7,5354,3.927,1.863
4296,12204137,K04590.01,9.54060855,131.91276,0.031,1.869,462,1.75,735,69.25,11.2,5271,4.522,0.831
4298,5389956,K04591.01,1.80926734,132.6883,0.385,2.469,98,0.89,1444,1028.71,10.9,5897,4.531,0.891
4300,10662202,K00750.02,5.04413987,132.51986,0.727,1.623,172,1.18,862,130.09,10.2,4954,4.5,0.828
4303,3934657,K07676.01,5.3694084,133.8117,0.837,3.949,40,0.62,974,212.68,8,5753,4.538,0.869
4304,7515336,K04663.01,5.65690281,131.5761,0.014,3.583,32.2,0.74,1159,425.7,10.4,5687,4.191,1.32
4310,3557560,K04456.01,7.4299322,138.7701,0.826,4.013,164.9,1.81,1024,259.7,9.8,5635,4.23,1.252
4311,12109267,K04457.01,79.334347,144.0233,0.652,10.886,164.9,1.56,500,14.73,14.6,6384,4.33,1.15
4312,8700895,K04523.01,5.68251605,131.6745,0,3.479,81.2,1.03,1090,333.82,9.4,5753,4.319,1.157
4313,5003670,K04524.01,7.99144696,136.25855,0.94,3.639,145,1.53,901,155.95,12.8,5700,4.434,1.006
4316,5003670,K04524.02,4.52628739,134.32065,0.5,3.736,99.6,1.02,1089,332.79,12.5,5700,4.434,1.006
4320,12265786,K04595.01,0.597018404,131.71277,0.44,0.4778,245.4,1.09,1578,1473.77,16.5,4985,4.675,0.63
4321,10873178,K04597.01,4.82025124,134.81355,0.538,2.129,94.1,0.78,1018,254.2,8.5,6035,4.591,0.777
4322,11337012,K04666.01,12.4019263,141.1769,0.924,4.043,211.1,1.49,713,60.93,9.5,5555,4.514,0.832
4323,8359569,K04667.01,152.823896,147.5443,0.119,7.734,456.2,2.45,395,5.77,9.9,6452,4.394,1.137
4325,9837828,K04670.01,6.80899076,132.19078,1.9253,2.077,1192,89.29,795,94.48,11.5,4992,4.483,0.854
4327,8652577,K04458.01,358.818895,416.5775,0.825,2.503,666.1,2.66,262,1.11,11.5,6056,4.47,0.918
4329,9947389,K04460.01,284.727213,142.0923,0.316,10.299,355.3,2.02,278,1.41,12.7,5497,4.332,1.08
4331,3765917,K04526.01,30.5392931,156.7026,0.045,6.887,428.2,2.72,669,47.46,15,5803,4.211,1.328
4333,7833305,K04528.01,8.31224474,139.67706,1.111,2.663,70.8,10.63,801,97.64,12.2,5421,4.483,0.816
4335,12647577,K04530.01,12.6362048,134.4588,0.174,3.961,124,1.1,774,85.06,11.5,5772,4.457,0.992
4339,11153476,K04601.01,7.94004281,135.4315,0.004,3.282,81.9,0.98,1010,245.79,10.7,6278,4.425,1.081
4340,6144039,K04602.01,2.85855049,132.28415,0.972,2.341,85.4,1.23,1212,510.14,11.4,5441,4.415,0.964
4343,5985713,K03190.01,8.95294046,134.33731,0.718,2.995,44,0.86,1012,247.66,13,6047,4.266,1.207
4345,6839010,K04674.01,4.84350003,134.81488,0.906,3.045,50.2,0.9,1121,373.1,10.4,5762,4.348,1.056
4346,9775385,K04462.01,45.163025,159.8536,0.2057,7.03,130.3,2.35,886,145.48,8.7,7675,4.051,2.015
4347,6197344,K04463.01,36.7614011,137.7551,0.984,15.982,160.9,1.52,475,12,16.2,5305,4.504,0.823
4348,11357664,K04464.01,4.373570433,133.82814,0.1,0.623,366,1.23,727,66.12,14.5,4362,4.623,0.64
4350,7272132,K04466.01,154.674369,177.3621,0.777,9.35,435.8,2.29,371,4.47,13.5,6338,4.449,1.002
4356,8430053,K04603.01,15.9513866,146.45425,0.197,2.285,99.2,1.17,849,123.03,9.2,6451,4.375,1.168
4359,12458605,K04605.01,7.7859111,137.8734,0.675,7.788,45.5,0.68,939,183.92,12,6045,4.479,0.954
4362,4953173,K04676.01,31.183688,155.9588,0.8319,6.14,139.8,3.21,876,139.27,7.9,5947,3.814,2.407
4366,5352640,K04467.01,2.94242323,133.86084,0.447,1.519,293.3,1.42,1098,344.64,14.7,5436,4.573,0.819
4371,3547760,K04535.01,9.8480917,136.80247,0.127,3.079,141.9,0.88,711,60.47,9.7,5289,4.546,0.748
4373,4048898,K07678.01,13.0914878,143.75198,0.145,2.037,37.5,0.79,892,149.52,8,5919,4.238,1.288
4381,4587135,K04680.01,54.0812235,145.2689,0.182,6.279,411.1,1.54,431,8.19,11.6,5757,4.597,0.762
4391,5511659,K04541.01,8.5291223,135.74043,0.606,3.241,325.4,2.08,911,162.94,12.8,5543,4.318,1.111
4396,10220837,K04613.01,1.962282625,131.53585,0.169,1.45,68.3,0.81,1448,1038.36,12.9,5726,4.418,0.979
4398,7583650,K04614.01,6.4546845,135.5436,0.93,3.071,69.9,1.38,1244,565.72,10.8,6474,4.243,1.362
4401,3867794,K04685.01,0.494247662,131.84441,0.366,1.2443,224.9,1.51,2257,6096.15,18.1,5763,4.484,0.998
4402,5819801,K04686.01,11.8299383,138.3039,0.502,5.168,41.4,1.6,1177,453.44,11.7,5747,3.802,2.431
4407,6276791,K04477.01,5.30179786,135.9927,0.357,2.24,197.2,1.22,973,211.8,11.5,5749,4.547,0.864
4409,6276791,K04477.02,9.32867952,135.87513,0.035,1.572,354.4,1.62,806,99.6,12.7,5749,4.547,0.864
4410,8636600,K04478.01,6.38671206,131.52991,0.015,1.201,223.7,1.19,811,102.25,11.6,5071,4.505,0.811
4412,5033823,K04546.01,0.741768294,131.57747,1.201,0.4164,60.3,72.36,3380,30981.32,14,5897,3.637,3.147
4414,3223433,K04548.01,61.083322,132.494,0.649,10.396,227.5,1.61,465,11.01,11.5,5803,4.444,1.015
