"rowid","kepid","koi_disposition","koi_period","koi_time0bk","koi_impact","koi_duration","koi_depth","koi_prad","koi_teq","koi_insol","koi_model_snr","koi_tce_plnt_num","koi_tce_delivname","koi_steff","koi_slogg","koi_srad","ra","dec","koi_kepmag","predict","p0","p1"
5072,9845909,"CANDIDATE",11.5706005,136.28576999999999,0.41600000000000004,3.0730000000000004,211.9,1.33,771,83.39,9.600000000000001,1,"q1_q17_dr25_tce",5718,4.479,0.9,297.37747,46.661652,15.089,"1",0.315025086368103,0.684974913631897
5073,9221528,"CANDIDATE",16.2953228,144.79819999999998,0.5870000000000001,4.882000000000001,229.10000000000002,1.6,773,84.23,12.9,1,"q1_q17_dr25_tce",6187,4.432,1.0130000000000001,293.13409,45.626869,15.11,"1",0.36465683276027194,0.6353431672397281
5078,9230021,"CANDIDATE",15.828383299999999,144.3927,0.623,3.6430000000000002,227.5,1.8,758,78.2,9.8,2,"q1_q17_dr25_tce",5596,4.298,1.145,296.19614,45.634330999999996,15.364,"1",0.21833401069602276,0.7816659893039772
5086,6058816,"CANDIDATE",73.7502765,188.52221,0.127,13.309000000000001,233.10000000000002,3.7800000000000002,677,49.76,33.9,1,"q1_q17_dr25_tce",6056,3.797,2.481,296.35461000000004,41.33556,13.214,"1",0.4365373006705958,0.5634626993294042
5087,6058816,"CANDIDATE",4.7482669,135.8003,0.673,4.947,35.6,1.57,1690,1927.6200000000001,12.100000000000001,2,"q1_q17_dr25_tce",6056,3.797,2.481,296.35461000000004,41.33556,13.214,"0",0.7700452353368075,0.22995476466319253
5093,4263529,"CANDIDATE",10.10404351,132.892841,0.9510000000000001,1.0022,1322.4,4.05,752,75.32000000000001,39.5,1,"q1_q17_dr25_tce",5530,4.541,0.8310000000000001,291.88907,39.361771,14.031,"1",0.5148934992000769,0.48510650079992307
5095,6619815,"CANDIDATE",65.94078689999999,231.97154999999998,0.332,7.776000000000001,580.4,2.33,454,10.040000000000001,19.8,1,"q1_q17_dr25_tce",5982,4.493,0.96,295.57608000000005,42.023361,15.502,"1",0.4047122586033115,0.5952877413966885
5099,7697103,"CANDIDATE",13.9248005,142.04731999999998,0.021,5.016,195.20000000000002,0.9,588,28.27,11.200000000000001,1,"q1_q17_dr25_tce",5271,4.6690000000000005,0.648,296.38269,43.386589,15.712,"1",0.2333855903251637,0.7666144096748363
5103,7093401,"CANDIDATE",34.08429351,152.06766,1.28,1.3521,3746.0,36.050000000000004,506,15.46,28.700000000000003,1,"q1_q17_dr25_tce",5252,4.428,0.922,282.34613,42.60891,15.417,"1",0.37094487412192767,0.6290551258780723
5130,4820550,"CANDIDATE",202.11681729999998,292.05064,0.906,4.683000000000001,2701.2000000000003,5.8,286,1.59,56.300000000000004,1,"q1_q17_dr25_tce",5536,4.498,0.917,286.77145,39.983821999999996,13.922,"0",0.7373777129691469,0.2626222870308531
5156,6525946,"CANDIDATE",2.508116,133.98497,0.47200000000000003,2.504,188.10000000000002,12.280000000000001,3662,42618.46,18.3,2,"q1_q17_dr25_tce",5096,2.435,8.769,292.95416,41.934799,15.357000000000001,"0",0.9988331184254311,0.0011668815745689211
5165,9025971,"CANDIDATE",141.24154049999999,256.20534699999996,0.12000000000000001,6.764500000000001,12990.0,11.49,352,3.62,380.90000000000003,1,"q1_q17_dr25_tce",5705,4.397,1.0170000000000001,293.28156,45.309669,14.524000000000001,"1",0.5869201811535081,0.41307981884649186
5167,9973109,"CANDIDATE",16.0988294,131.8764,0.017,5.686000000000001,160.20000000000002,1.1400000000000001,705,58.53,10.9,2,"q1_q17_dr25_tce",5657,4.401,0.911,299.526,46.899260999999996,14.55,"1",0.12137455674220443,0.8786254432577956
5178,3128552,"CANDIDATE",2.50475282,133.63645,0.13,2.3760000000000003,181.10000000000002,1.48,1369,828.59,18.900000000000002,3,"q1_q17_dr25_tce",5509,4.308,1.116,294.15271,38.233039999999995,14.523,"1",0.2767326737157949,0.7232673262842051
5179,10363115,"CANDIDATE",59.3627946,184.14711,0.001,13.972000000000001,233.60000000000002,2.23,566,24.330000000000002,51.5,1,"q1_q17_dr25_tce",5786,4.106,1.471,299.58337,47.448077999999995,12.07,"1",0.26132897568378277,0.7386710243162172
5180,5966810,"CANDIDATE",247.891041,133.92838,0.002,18.363000000000003,956.6,4.74,367,4.2700000000000005,34.6,1,"q1_q17_dr25_tce",6121,4.163,1.536,293.8183,41.211459999999995,14.948,"0",0.8874356592627597,0.11256434073724035
5184,6863158,"CANDIDATE",1.99469354,131.5639,0.643,5.297000000000001,75.10000000000001,0.46,758,78.2,8.9,1,"q1_q17_dr25_tce",3799,4.738,0.51,291.85205,42.343361,15.846,"1",0.518219321337166,0.48178067866283397
5185,2581316,"CANDIDATE",10.514211620000001,134.56737999999999,0.877,3.8770000000000002,85.4,1.25,943,187.06,21.6,2,"q1_q17_dr25_tce",6259,4.385,1.167,292.62747,37.860141999999996,11.69,"1",0.4620567680656388,0.5379432319343612
5202,10281221,"CANDIDATE",0.5828954120000001,131.621083,1.0110000000000001,1.0528000000000002,587.5,5.87,2347,7152.6,87.0,1,"q1_q17_dr25_tce",6263,4.46,1.0090000000000001,294.61252,47.343261999999996,14.972,"0",0.9846765338215246,0.015323466178475322
5203,6525946,"CANDIDATE",0.496069986,132.28137999999998,0.269,1.5568000000000002,128.8,10.0,6285,369989.68,22.1,3,"q1_q17_dr25_tce",5096,2.435,8.769,292.95416,41.934799,15.357000000000001,"0",0.9999978569476525,2.143052347504511E-6
5211,7017372,"CANDIDATE",5.2408836700000005,136.02876999999998,0.65,3.3656,8531.2,12.74,1320,716.85,385.70000000000005,1,"q1_q17_dr25_tce",6452,4.241,1.305,285.97180000000003,42.545711999999995,14.014000000000001,"0",0.6790820452281809,0.320917954771819
5221,3128552,"CANDIDATE",6.13074243,131.85782,0.9407000000000001,2.8400000000000003,146.1,1.26,916,166.78,9.9,,,5741,4.556,0.833,294.15271,38.233039999999995,14.523,"0",0.6834328996721514,0.3165671003278486
5222,10788461,"CANDIDATE",9.2075634,135.801,0.898,3.365,1243.1000000000001,5.5,972,211.08,43.400000000000006,1,"q1_q17_dr25_tce",5678,4.215,1.303,288.16251,48.16515,14.026,"1",0.3401579450108496,0.6598420549891504
5230,5903301,"CANDIDATE",1.160153553,132.145331,1.258,2.16452,12302.0,60.47,2183,5363.78,552.8000000000001,1,"q1_q17_dr25_tce",6200,4.1610000000000005,1.3820000000000001,298.65833000000003,41.138881999999995,15.149000000000001,"0",0.9963730858077964,0.0036269141922036555
5236,5008245,"CANDIDATE",2.60720833,131.84843999999998,0.644,2.6452,3149.7000000000003,7.3100000000000005,1561,1403.43,185.3,1,"q1_q17_dr25_tce",6366,4.352,1.236,290.93671,40.124919999999996,14.103,"0",0.8439585183830882,0.1560414816169118
5237,10555365,"CANDIDATE",5.80184753,131.77347,0.47800000000000004,3.9551000000000003,22143.0,14.0,989,225.81,118.10000000000001,1,"q1_q17_dr25_tce",5687,4.426,0.921,298.77109,47.785412,16.605,"0",0.9447157276053328,0.05528427239466712
5242,8949316,"CANDIDATE",0.604358764,131.68577,1.197,1.0423,38731.0,23.28,997,235.63,236.8,1,"q1_q17_dr25_tce",3569,4.82,0.427,290.51895,45.235371,16.182,"0",0.9975349945191184,0.002465005480881582
5255,9489524,"CANDIDATE",6.8873112999999995,132.0711,0.48900000000000005,2.214,85.30000000000001,0.72,788,90.91,8.1,3,"q1_q17_dr25_tce",5208,4.563,0.772,299.89651000000003,46.051970999999995,12.957,"1",0.1481491889203902,0.8518508110796098
5265,12301181,"CANDIDATE",2.18565886,132.45418,0.394,1.9660000000000002,35.6,0.44,1087,329.49,11.100000000000001,2,"q1_q17_dr25_tce",4997,4.598,0.746,287.59009000000003,51.06057,12.906,"1",0.13533659114796226,0.8646634088520377
5266,5397166,"CANDIDATE",1.811966339,132.27828,1.24,3.7920000000000003,408.1,95.19,2573,10360.380000000001,36.300000000000004,1,"q1_q17_dr25_tce",5904,3.602,3.348,299.85965000000004,40.56395,13.493,"0",0.9970384988571693,0.002961501142830666
5283,9533489,"CANDIDATE",197.1455327,300.17697799999996,1.2510000000000001,2.1145,5664.0,72.16,498,14.530000000000001,56.800000000000004,1,"q1_q17_dr25_tce",7214,4.093,1.935,294.67377000000005,46.122673,12.962,"0",0.889152376283193,0.11084762371680697
5296,8257205,"CANDIDATE",7.12766417,136.00585999999998,0.125,2.491,229.20000000000002,1.21,784,89.24,16.0,2,"q1_q17_dr25_tce",5159,4.548,0.8210000000000001,298.97217,44.132380999999995,14.839,"1",0.17729137600869205,0.822708623991308
5298,6891124,"CANDIDATE",3.52364689,134.1864,0.004,3.439,74.2,0.9400000000000001,1330,739.8000000000001,8.5,1,"q1_q17_dr25_tce",6269,4.412,1.085,298.72821000000005,42.372631,14.46,"1",0.5928661965759875,0.4071338034240125
5303,9489524,"CANDIDATE",4.78850084,135.4574,0.343,2.099,66.5,0.63,889,147.95000000000002,7.2,4,"q1_q17_dr25_tce",5208,4.563,0.772,299.89651000000003,46.051970999999995,12.957,"1",0.08649009279512876,0.9135099072048712
5310,4164922,"CANDIDATE",1.210693626,132.39306,0.597,1.4340000000000002,159.10000000000002,0.99,1351,784.51,41.6,1,"q1_q17_dr25_tce",5014,4.559,0.756,293.34497000000005,39.257809,12.914,"0",0.7339390144476223,0.26606098555237767
5311,12061969,"CANDIDATE",1.090011003,131.58066,0.531,1.5,174.8,1.04,1402,911.28,12.600000000000001,2,"q1_q17_dr25_tce",5081,4.596,0.77,291.65952000000004,50.583881,15.753,"1",0.4664815423582235,0.5335184576417765
5312,4164922,"CANDIDATE",18.2572722,134.44527,0.41200000000000003,3.434,157.5,0.9400000000000001,547,21.16,17.3,2,"q1_q17_dr25_tce",5014,4.559,0.756,293.34497000000005,39.257809,12.914,"1",0.14586597584268368,0.8541340241573163
5374,8827930,"CANDIDATE",288.3128666,374.79958,0.525,5.4190000000000005,11181.0,13.21,300,1.93,96.80000000000001,1,"q1_q17_dr25_tce",5672,4.252,1.22,295.20694000000003,45.098189999999995,15.999,"0",0.9355957719609284,0.06440422803907161
5378,3440118,"CANDIDATE",19.57783279,131.71420999999998,0.6940000000000001,1.9857,432.6,1.96,621,35.14,37.2,1,"q1_q17_dr25_tce",5620,4.533,0.884,290.44067,38.523559999999996,12.624,"1",0.310108147214989,0.689891852785011
5383,6790592,"CANDIDATE",106.18732000000001,180.796,0.027,10.290000000000001,266.1,231.85,2660,11829.18,8.6,1,"q1_q17_dr25_tce",3287,0.114,152.969,295.43973,42.209061,10.028,"0",1.0,2.857132369728544E-43
5387,6508221,"CANDIDATE",9.74765878,139.16424,0.658,2.62,102.0,0.78,679,50.300000000000004,11.600000000000001,3,"q1_q17_dr25_tce",5176,4.612,0.738,286.86548000000005,41.989079,14.290000000000001,"1",0.09263141115638063,0.9073685888436194
5389,6952971,"CANDIDATE",309.89103,259.05879999999996,0.5690000000000001,16.400000000000002,321.3,2.15,314,2.3000000000000003,10.700000000000001,1,"q1_q17_dr25_tce",6450,4.386,1.155,293.17212,42.483238,14.706,"0",0.9679870254303186,0.03201297456968145
5419,2994092,"CANDIDATE",50.271927,160.46599999999998,0.20500000000000002,6.073,574.5,2.94,589,28.51,9.3,1,"q1_q17_dr25_tce",6520,4.375,1.215,292.40063000000004,38.134578999999995,15.923,"1",0.35541030800945494,0.644589691990545
5420,4638237,"CANDIDATE",290.1401717,307.250618,0.935,2.1583,4836.0,11.58,304,2.02,69.10000000000001,1,"q1_q17_dr25_tce",5631,4.212,1.2630000000000001,286.15311,39.714901,13.906,"0",0.8483287352922637,0.1516712647077363
5435,12154526,"CANDIDATE",1.72110057,132.76068,0.767,1.9220000000000002,29.700000000000003,0.7000000000000001,1607,1575.2,9.3,3,"q1_q17_dr25_tce",5700,4.327,1.176,288.64627,50.788979,13.351,"1",0.34948919338465756,0.6505108066153424
5441,5386904,"CANDIDATE",4.8591441,132.6666,0.932,3.8588,2183.6,6.9,1303,681.41,81.60000000000001,1,"q1_q17_dr25_tce",6586,4.361,1.207,297.94922,40.530708,14.113,"0",0.8953223927922694,0.1046776072077306
5444,6507433,"CANDIDATE",4.7425521,133.13755,0.8510000000000001,1.11,3583.0,7.2700000000000005,1159,426.49,10.9,1,"q1_q17_dr25_tce",6161,4.454,1.053,286.50876,41.922740999999995,15.432,"0",0.6762509729683652,0.3237490270316347
5447,8564976,"CANDIDATE",152.8255989,197.41339,0.40900000000000003,22.688000000000002,2173.5,34.85,734,68.47,98.9,1,"q1_q17_dr25_tce",4991,2.9330000000000003,7.506,293.77213,44.63847,13.226,"0",0.9683225479936194,0.03167745200638064
5482,5195172,"CANDIDATE",1.480283464,134.37254,0.058,2.486,60.5,0.97,1822,2597.27,21.3,1,"q1_q17_dr25_tce",5897,4.25,1.2590000000000001,294.11307000000005,40.362967999999995,13.522,"0",0.7535965816241292,0.24640341837587074
5486,7778664,"CANDIDATE",5.026381499999999,135.55949999999999,0.185,4.384,77.2,0.84,1065,305.12,8.5,1,"q1_q17_dr25_tce",5783,4.418,0.962,299.14664000000005,43.459831,14.877,"1",0.4925980398615576,0.5074019601384424
5496,5211199,"CANDIDATE",6.68231249,132.18853,0.892,3.2510000000000003,48.7,2.09,1350,784.74,12.3,2,"q1_q17_dr25_tce",5343,3.7640000000000002,2.5060000000000002,297.65143,40.352551,13.052,"1",0.6307118802169314,0.3692881197830687
5509,7834712,"CANDIDATE",66.119119,145.2356,0.256,3.0860000000000003,862.0,3.0,452,9.89,9.8,1,"q1_q17_dr25_tce",5828,4.462,1.028,295.79788,43.570389,15.978,"1",0.2769403327896348,0.7230596672103652
5518,8189801,"CANDIDATE",0.66682654,133.041202,0.8560000000000001,0.7847000000000001,511.6,1.49,1183,461.55,33.4,1,"q1_q17_dr25_tce",3993,4.696,0.554,298.92639,44.00219,15.745000000000001,"0",0.8241878662640916,0.17581213373590848
5529,6699368,"CANDIDATE",3.690317047,131.542094,1.151,1.3784,465.5,20.23,1280,634.09,43.0,1,"q1_q17_dr25_tce",6120,4.3950000000000005,1.054,294.01492,42.139191,14.336,"0",0.8266354438117504,0.1733645561882496
5534,10028352,"CANDIDATE",1.38680229,132.532038,1.115,1.7065000000000001,242.3,29.330000000000002,2530,9703.01,84.4,1,"q1_q17_dr25_tce",6823,4.04,2.037,297.79224000000005,46.935829,12.655000000000001,"0",0.9902026115311301,0.00979738846886995
5545,9205938,"CANDIDATE",199.66876000000002,131.60899999999998,0.046,8.996,251.9,1.45,305,2.06,13.9,2,"q1_q17_dr25_tce",5678,4.409,0.921,285.69199000000003,45.689388,14.033,"1",0.21742583650861325,0.7825741634913868
5548,6750902,"CANDIDATE",0.46933463400000003,131.736456,0.9500000000000001,0.8864000000000001,340.40000000000003,2.4,2432,8264.27,49.1,1,"q1_q17_dr25_tce",5888,4.394,1.008,281.24307000000005,42.254929,14.67,"0",0.9658051547690962,0.034194845230903735
5559,10614012,"CANDIDATE",132.1331011,149.17288,0.606,26.715,7956.200000000001,75.08,809,101.41,284.3,1,"q1_q17_dr25_tce",5067,2.8770000000000002,8.121,296.92874,47.88295,9.715,"0",0.9924781895962277,0.007521810403772267
5564,7762723,"CANDIDATE",9.88736642,139.52781,0.383,4.23,68.0,0.68,768,82.32000000000001,14.600000000000001,1,"q1_q17_dr25_tce",5693,4.57,0.8160000000000001,294.99725,43.435921,13.461,"1",0.3388581334691444,0.6611418665308556
5578,9655129,"CANDIDATE",2.743978797,133.76412,1.1380000000000001,6.442,39994.0,38.11,1136,392.49,56.5,1,"q1_q17_dr25_tce",5334,4.492,0.81,294.24811,46.374007999999996,13.805,"0",0.9988139007374541,0.0011860992625458474
5580,10917681,"CANDIDATE",12.896235540000001,136.82697,0.9730000000000001,2.625,426.6,2.5500000000000003,783,89.02,32.9,1,"q1_q17_dr25_tce",6072,4.51,0.923,290.60745000000003,48.357181999999995,14.107000000000001,"1",0.3797744672083311,0.6202255327916689
5588,11246161,"CANDIDATE",0.5374093999999999,131.49675,0.17,1.2039,94.2,0.96,2208,5646.82,21.900000000000002,1,"q1_q17_dr25_tce",5749,4.457,0.988,292.87418,48.936569,14.832,"0",0.885426201071526,0.11457379892847397
5603,12253474,"CANDIDATE",6.422943288000001,135.55302,0.198,1.0815000000000001,261.40000000000003,1.6600000000000001,1034,269.8,30.6,1,"q1_q17_dr25_tce",6102,4.447,1.016,288.63483,50.912231,12.335,"1",0.12186645843336263,0.8781335415666374
5610,9602613,"CANDIDATE",4.6122504300000005,133.86133999999998,0.012,2.6950000000000003,29.1,0.51,1032,268.27,13.700000000000001,1,"q1_q17_dr25_tce",5495,4.442,0.961,297.14883000000003,46.296951,11.83,"1",0.23433050718096826,0.7656694928190317
5623,6603756,"CANDIDATE",5.204286663,135.885314,0.272,6.2598,35221.0,16.0,934,180.12,153.0,1,"q1_q17_dr25_tce",5332,4.471,0.86,291.09161,42.058479,15.424,"0",0.9827268701060301,0.01727312989396985
5633,5709889,"CANDIDATE",0.526887517,131.86561,0.29200000000000004,0.8971,119.9,0.58,1238,550.37,20.6,1,"q1_q17_dr25_tce",3945,4.721,0.519,293.17096000000004,40.99559,14.694,"1",0.6007311936078814,0.39926880639211865
5640,7601665,"CANDIDATE",3.11141514,132.4992,0.46,3.0740000000000003,28.400000000000002,0.7000000000000001,1530,1296.58,8.3,1,"q1_q17_dr25_tce",6450,4.297,1.2730000000000001,289.88666,43.233878999999995,13.396,"0",0.6491506637386617,0.3508493362613383
5653,9149789,"CANDIDATE",0.352515897,132.01659,0.26,1.0525,168.20000000000002,1.0,2194,5534.14,38.0,1,"q1_q17_dr25_tce",5465,4.598,0.766,289.85889000000003,45.503841,14.867,"0",0.9141844442646365,0.08581555573536344
5657,5773121,"CANDIDATE",0.524175803,131.60105,0.318,0.7648,236.8,1.27,1891,3049.23,22.400000000000002,1,"q1_q17_dr25_tce",5278,4.5760000000000005,0.8150000000000001,285.33154,41.063911,15.040000000000001,"0",0.8194285762621115,0.18057142373788845
5659,4814502,"CANDIDATE",4.94330596,135.57568,0.928,2.9334000000000002,126.2,1.41,1058,296.74,27.700000000000003,1,"q1_q17_dr25_tce",5661,4.415,1.008,283.99509,39.917,12.697000000000001,"1",0.47006020590503395,0.529939794094966
5661,7613620,"CANDIDATE",0.619023176,131.92817,0.387,1.496,77.9,0.79,1885,2985.06,8.9,1,"q1_q17_dr25_tce",5395,4.5360000000000005,0.891,293.67114000000004,43.217608999999996,15.775,"0",0.9032509031349438,0.09674909686505614
5672,11705004,"CANDIDATE",9.03326435,137.17738,0.455,2.857,610.7,1.96,729,66.89,18.3,1,"q1_q17_dr25_tce",5311,4.588,0.788,287.53503,49.801659,15.901,"1",0.16689737741476796,0.833102622585232
5674,11244682,"CANDIDATE",3.490785878,133.10269,0.116,1.4513,336.8,1.32,1010,245.65,32.7,1,"q1_q17_dr25_tce",5496,4.618,0.725,292.13733,48.917190999999995,14.678,"1",0.21961135878992621,0.7803886412100738
5678,7287028,"CANDIDATE",3.6092231,132.463,0.364,2.8000000000000003,52.400000000000006,0.68,1192,477.0,4.4,1,"q1_q17_dr25_tce",6032,4.508,0.929,293.35861,42.80666,13.534,"1",0.5312473630678168,0.46875263693218316
5680,8376848,"CANDIDATE",11.492711199999999,133.30859999999998,1.212,7.764,291.5,25.01,858,127.97,18.7,1,"q1_q17_dr25_tce",6198,4.464,1.0050000000000001,295.74899000000005,44.374759999999995,15.472,"0",0.8202251631124586,0.1797748368875414
5682,4173026,"CANDIDATE",116.58318299999999,246.6275,0.5860000000000001,5.800000000000001,819.0,2.91,371,4.47,8.700000000000001,2,"q1_q17_dr25_tce",5738,4.426,0.981,295.16400000000004,39.201408,15.104000000000001,"1",0.41625448811713195,0.583745511882868
5688,4945877,"CANDIDATE",1.339670241,132.16786,0.602,1.895,28.6,1.27,3448,33385.020000000004,21.700000000000003,1,"q1_q17_dr25_tce",8867,3.988,2.245,297.19012000000004,40.027969,10.455,"0",0.9987109961037481,0.0012890038962518544
5695,4947556,"CANDIDATE",13.0267964,139.14776999999998,0.93,0.785,356.6,2.08,643,40.51,11.4,2,"q1_q17_dr25_tce",5083,4.5120000000000005,0.844,297.57712000000004,40.02771,13.336,"1",0.334997554647266,0.665002445352734
5698,9593528,"CANDIDATE",1.88665445,132.35309999999998,1.2690000000000001,1.343,2098.0,43.81,1794,2453.86,15.8,1,"q1_q17_dr25_tce",6296,4.247,1.249,294.0282,46.201771,15.21,"0",0.953946744289217,0.04605325571078304
5701,11969988,"CANDIDATE",2.19068738,132.01727,0.5940000000000001,4.41,66.3,1.68,2017,3913.33,44.1,1,"q1_q17_dr25_tce",6208,3.973,1.975,295.05322,50.347739999999995,12.521,"0",0.8607532852854787,0.13924671471452132
5704,9009953,"CANDIDATE",234.240739,210.8122,0.9440000000000001,12.925,464.1,3.41,329,2.77,27.700000000000003,1,"q1_q17_dr25_tce",5814,4.269,1.248,286.94971000000004,45.353828,13.685,"0",0.8437859981722196,0.15621400182778045
5717,9904006,"CANDIDATE",20.189039599999997,142.19429,0.541,6.251,112.10000000000001,1.3900000000000001,794,93.89,15.0,3,"q1_q17_dr25_tce",6178,4.269,1.2670000000000001,296.80344,46.74115,13.573,"1",0.14797618189951867,0.8520238181004813
5720,7679812,"CANDIDATE",38.5763483,167.85725,0.015000000000000001,19.861,282.1,2.05,619,34.77,76.3,1,"q1_q17_dr25_tce",6167,4.333,1.221,290.87228000000005,43.333,12.626,"1",0.40107973623800763,0.5989202637619924
5733,5942093,"CANDIDATE",14.38724729,131.85133,1.262,1.9078000000000002,1914.1000000000001,29.240000000000002,725,65.41,43.5,1,"q1_q17_dr25_tce",5830,4.479,0.859,284.87454,41.203651,15.264000000000001,"1",0.5061989439265737,0.49380105607342634
5734,5992270,"CANDIDATE",58.430264799999996,168.30178999999998,0.9480000000000001,7.180000000000001,1849.5,3.45,300,1.9100000000000001,34.1,1,"q1_q17_dr25_tce",4338,4.643,0.609,299.62198,41.212509,14.782,"0",0.6993478152368203,0.3006521847631797
5747,7296438,"CANDIDATE",173.92851338,223.7546088,,2.64,,,,,,,,,,,295.87231,42.881149,10.087,"0",0.998762758626878,0.0012372413731219765
5756,8435247,"CANDIDATE",0.696125302,354.767068,1.219,2.0054000000000003,14966.0,28.44,1645,1739.43,177.20000000000002,1,"q1_q17_dr25_tce",5245,4.594,0.674,293.53900000000004,44.494918999999996,15.464,"0",0.9875297704248686,0.012470229575131414
5758,9425139,"CANDIDATE",305.0762469,294.06793999999996,0.6950000000000001,6.255,4042.8,7.82,284,1.53,113.4,1,"q1_q17_dr25_tce",5716,4.348,1.155,298.99509,45.909512,13.377,"0",0.9350129051106294,0.06498709488937064
5763,7810483,"CANDIDATE",29.922081040000002,146.00807,0.38,2.7716000000000003,345.3,3.09,782,88.52,37.6,1,"q1_q17_dr25_tce",6127,4.055,1.637,287.23676,43.567211,13.377,"1",0.11524636682225253,0.8847536331777475
5781,7671950,"CANDIDATE",10.599460599999999,134.8329,0.671,9.484,128.8,1.28,896,152.67000000000002,11.200000000000001,1,"q1_q17_dr25_tce",6194,4.445,1.069,287.81284000000005,43.362549,15.284,"1",0.5534846941040501,0.4465153058959499
5806,7747103,"CANDIDATE",399.37587,300.0792,0.556,21.25,552.2,3.93,326,2.66,11.9,1,"q1_q17_dr25_tce",6098,4.069,1.618,289.73080000000004,43.497367999999994,13.281,"0",0.9845170147684128,0.015482985231587254
5812,6342333,"CANDIDATE",80.2321467,162.39301,0.911,4.656000000000001,888.7,3.24,380,4.91,24.900000000000002,1,"q1_q17_dr25_tce",5436,4.505,0.888,282.86319000000003,41.796679999999995,14.32,"1",0.31598054273472465,0.6840194572652754
5813,10674871,"CANDIDATE",41.88970036,172.00101999999998,1.2850000000000001,1.35,1304.4,32.160000000000004,515,16.66,20.900000000000002,1,"q1_q17_dr25_tce",5952,4.519,0.907,295.46463,47.908069999999995,14.74,"1",0.5353707523282685,0.4646292476717315
5828,11518201,"CANDIDATE",1.236866732,132.17759999999998,0.9820000000000001,1.242,187.20000000000002,1.75,1569,1439.3,14.200000000000001,1,"q1_q17_dr25_tce",5621,4.514,0.879,296.68945,49.44677,15.388,"0",0.8827835562779537,0.11721644372204627
5834,9758032,"CANDIDATE",1.332035996,131.58386,0.137,1.391,136.8,0.85,1365,823.09,12.600000000000001,1,"q1_q17_dr25_tce",5376,4.616,0.73,285.20944000000003,46.540909,15.682,"1",0.363716635958378,0.636283364041622
5846,6974658,"CANDIDATE",0.716531851,131.72129999999999,0.887,0.655,78.9,1.11,2034,4063.57,17.900000000000002,1,"q1_q17_dr25_tce",5552,4.349,1.03,298.29819000000003,42.434368,13.458,"0",0.9630695185148572,0.036930481485142726
5851,9634821,"CANDIDATE",5.47715718,352.84857,0.24400000000000002,1.3849,568.4,2.17,892,149.23,16.7,2,"q1_q17_dr25_tce",5029,4.429,0.93,284.34274000000005,46.316551,15.213000000000001,"1",0.04399771818695353,0.9560022818130465
5856,9602613,"CANDIDATE",7.57299816,131.94316999999998,0.41100000000000003,2.645,30.200000000000003,0.53,875,138.36,10.9,2,"q1_q17_dr25_tce",5495,4.442,0.961,297.14883000000003,46.296951,11.83,"1",0.17939067590524949,0.8206093240947505
5858,9758089,"CANDIDATE",32.376183,150.41557,0.896,4.463900000000001,745.4000000000001,2.2600000000000002,392,5.61,34.2,2,"q1_q17_dr25_tce",4580,4.641,0.675,285.25366,46.582190999999995,14.897,"1",0.12836082185810227,0.8716391781418977
5859,10005758,"CANDIDATE",284.063137,200.83619,0.888,8.297,1628.1000000000001,6.36,321,2.5100000000000002,53.5,2,"q1_q17_dr25_tce",5791,4.1850000000000005,1.336,289.34143,46.988239,13.929,"0",0.7664823441602986,0.23351765583970147
5866,10904004,"CANDIDATE",4.64490141,133.67436,0.058,2.456,106.4,0.76,832,113.62,11.700000000000001,1,"q1_q17_dr25_tce",4786,4.54,0.77,282.34305,48.340778,14.48,"1",0.06135895710278605,0.938641042897214
5871,8758136,"CANDIDATE",0.9982127850000001,131.81897999999998,0.436,2.4890000000000003,118.80000000000001,1.1,1888,2998.77,18.8,1,"q1_q17_dr25_tce",6072,4.47,0.988,293.61337000000003,44.975421999999995,15.544,"0",0.8971898387195614,0.10281016128043863
5880,2715695,"CANDIDATE",4.09578199,131.61992,0.752,1.7040000000000002,405.5,1.6400000000000001,851,124.3,11.9,1,"q1_q17_dr25_tce",4791,4.577,0.742,292.03348,37.974548,15.958,"1",0.5576573261273285,0.4423426738726715
5884,12352520,"CANDIDATE",4.5770016,132.09921,0.327,0.9490000000000001,710.0,1.33,567,24.38,18.0,1,"q1_q17_dr25_tce",3805,4.767,0.497,288.87436,51.154120999999996,15.737,"1",0.09552528063428278,0.9044747193657172
5887,9605552,"CANDIDATE",9.3210841,138.09946,0.0815,1.81,294.2,0.61,394,5.67,6.1000000000000005,,,3773,4.925,0.35000000000000003,297.96048,46.227920999999995,15.983,"1",0.15059852001194396,0.849401479988056
5890,5474613,"CANDIDATE",13.6164547,140.93263,1.19,5.175,376.1,22.29,755,76.81,22.6,2,"q1_q17_dr25_tce",5823,4.472,0.972,298.37384000000003,40.61842,14.802,"0",0.6763435470979446,0.3236564529020553
5892,2715695,"CANDIDATE",7.55842923,137.9981,0.619,2.91,361.1,1.46,694,54.85,10.3,2,"q1_q17_dr25_tce",4791,4.577,0.742,292.03348,37.974548,15.958,"1",0.2917443249230329,0.7082556750769671
5893,10587105,"CANDIDATE",35.8656484,135.92373999999998,0.9630000000000001,8.035,250.9,2.44,633,37.92,26.200000000000003,3,"q1_q17_dr25_tce",6078,4.29,1.189,285.88837,47.880379,13.763,"1",0.11582017885722884,0.8841798211427712
