"rowid","kepid","koi_disposition","koi_period","koi_time0bk","koi_impact","koi_duration","koi_depth","koi_prad","koi_teq","koi_insol","koi_model_snr","koi_tce_plnt_num","koi_tce_delivname","koi_steff","koi_slogg","koi_srad","ra","dec","koi_kepmag","predict","p0","p1"
3136,10973664,"CANDIDATE",11.67894236,131.5119,0.9400000000000001,1.2641,1185.1000000000001,4.17,830,112.07000000000001,23.1,2,"q1_q17_dr25_tce",6122,4.487,0.964,290.84906,48.416011999999995,14.697000000000001,"1",0.26197944535205475,0.7380205546479452
3148,6779260,"CANDIDATE",2.2165904999999997,131.5607,0.7030000000000001,1.0,28.700000000000003,0.48,1215,515.27,2.8000000000000003,2,"q1_q17_dr25_tce",5397,4.543,0.8310000000000001,292.38855,42.233261,11.799,"1",0.45063590946908993,0.5493640905309101
3153,5443837,"CANDIDATE",3.65849707,170.54381,0.906,2.573,4398.0,14.61,1583,1486.3500000000001,47.0,1,"q1_q17_dr25_tce",5857,3.972,1.822,290.35114000000004,40.687,14.545,"0",0.8580251804666409,0.14197481953335908
3156,5709725,"CANDIDATE",86.4943704,181.88967000000002,0.741,7.471,995.2,3.0700000000000003,367,4.29,42.6,1,"q1_q17_dr25_tce",5252,4.442,0.898,293.12341000000004,40.934768999999996,14.759,"1",0.5163450282683484,0.4836549717316517
3166,2832589,"CANDIDATE",2.4337034980000003,133.83759,0.9520000000000001,0.9750000000000001,258.3,1.6600000000000001,1112,362.64,10.200000000000001,2,"q1_q17_dr25_tce",5251,4.5920000000000005,0.778,286.00674000000004,38.009541,15.409,"1",0.528125723781532,0.471874276218468
3171,5780715,"CANDIDATE",1.5831604780000001,169.965242,0.897,1.1935,732.6,3.27,1619,1625.93,97.7,1,"q1_q17_dr25_tce",6063,4.476,1.012,288.50888000000003,41.09589,14.731,"0",0.8562207449181577,0.14377925508184228
3172,10793172,"CANDIDATE",7.978819799999999,132.2596,0.05,2.874,83.80000000000001,0.99,927,174.85,8.3,3,"q1_q17_dr25_tce",5553,4.33,1.098,290.20163,48.185821999999995,14.754,"1",0.03757630557172653,0.9624236944282735
3178,10285631,"CANDIDATE",10.522866780000001,137.78844,1.12,1.911,130.20000000000002,23.26,1008,243.72,10.100000000000001,2,"q1_q17_dr25_tce",5548,4.038,1.614,296.18344,47.358761,13.497,"1",0.35611792633988404,0.643882073660116
3179,5978361,"CANDIDATE",9.17858526,173.08746000000002,0.5820000000000001,2.1945,796.5,2.3000000000000003,753,76.14,50.6,1,"q1_q17_dr25_tce",5506,4.5840000000000005,0.788,296.66275,41.261238,14.874,"1",0.4551638416957311,0.5448361583042689
3184,8554498,"CANDIDATE",7.05185637,133.36690149999998,,3.6900000000000004,,,,,,,,,,,289.73972000000003,44.647419,11.665000000000001,"0",0.984813460897409,0.01518653910259107
3189,7504328,"CANDIDATE",53.71798494,208.08042,0.93,4.104,3153.5,155.12,1550,1363.1100000000001,103.0,1,"q1_q17_dr25_tce",4959,2.332,21.449,282.88269,43.191952,14.708,"0",0.9999772081610601,2.2791838939964332E-5
3193,7199397,"CANDIDATE",105.8817667,156.97935,0.539,18.044,1556.3000000000002,10.16,595,29.64,301.8,1,"q1_q17_dr25_tce",5903,3.757,2.499,291.49722,42.728480999999995,10.775,"1",0.5833636808573412,0.41663631914265875
3208,10157458,"CANDIDATE",4.57797412,135.63058,0.343,2.862,125.4,0.96,1024,259.36,9.600000000000001,2,"q1_q17_dr25_tce",5795,4.554,0.848,297.39319,47.164631,15.302,"1",0.3213351619715633,0.6786648380284367
3214,8261920,"CANDIDATE",3.01609637,131.55327,0.7000000000000001,1.57,196.3,0.96,795,94.10000000000001,8.1,4,"q1_q17_dr25_tce",4245,4.641,0.637,300.24222000000003,44.141399,15.673,"1",0.1738282408177514,0.8261717591822486
3220,6716545,"CANDIDATE",21.9424316,143.88070000000002,0.41300000000000003,7.447,72.7,1.23,797,95.46000000000001,10.700000000000001,2,"q1_q17_dr25_tce",6052,4.183,1.424,297.94476000000003,42.191879,13.716000000000001,"1",0.2917021629842306,0.7082978370157694
3226,1723078,"CANDIDATE",330.025002,364.8075,0.68,6.659000000000001,259.2,5.92,478,12.36,12.200000000000001,1,"q1_q17_dr25_tce",6126,3.5780000000000003,3.466,291.86801,37.269878,12.668000000000001,"0",0.9262976368722182,0.07370236312778172
3238,10187017,"CANDIDATE",22.4098677,147.38366000000002,0.869,2.271,69.8,0.73,489,13.55,11.9,6,"q1_q17_dr25_tce",4900,4.602,0.741,281.48273,47.208031,11.492,"1",0.005236312172389845,0.9947636878276102
3256,7906892,"CANDIDATE",11.1438086,131.725,0.629,7.905,41.7,0.75,906,159.1,10.9,1,"q1_q17_dr25_tce",6095,4.349,1.11,296.8432,43.697441,13.556000000000001,"1",0.5863882680628664,0.41361173193713363
3262,8320630,"CANDIDATE",32.526674,137.30540000000002,0.47200000000000003,6.8420000000000005,204.9,1.26,525,17.91,9.700000000000001,1,"q1_q17_dr25_tce",5668,4.545,0.868,298.28214,44.272059999999996,15.23,"1",0.4351689900663297,0.5648310099336703
3263,9703198,"CANDIDATE",10.32906563,174.60821299999998,0.923,1.4400000000000002,2309.8,6.17,908,160.44,114.80000000000001,1,"q1_q17_dr25_tce",6228,4.441,1.049,288.63785,46.421471,14.711,"1",0.41040303326001937,0.5895969667399806
3276,8056665,"CANDIDATE",207.5829306,289.88311000000004,0.8400000000000001,7.0686,505.1,4.5200000000000005,453,9.97,70.0,2,"q1_q17_dr25_tce",6688,4.062,1.79,299.82117000000005,43.81427,11.642,"0",0.7042180678538089,0.2957819321461911
3282,6289650,"CANDIDATE",166.7876551,245.143036,0.041,5.8676,4764.2,7.03,334,2.93,183.8,1,"q1_q17_dr25_tce",5663,4.377,1.031,293.30606,41.606369,14.11,"1",0.4360192770750545,0.5639807229249455
3285,11135694,"CANDIDATE",49.537365,172.19480000000001,0.435,9.862,201.70000000000002,1.48,532,18.87,10.100000000000001,1,"q1_q17_dr25_tce",6118,4.416,1.0230000000000001,290.90042,48.74614,15.451,"1",0.27753946318546585,0.7224605368145341
3286,10155434,"CANDIDATE",12.70636123,180.63164,0.793,2.395,871.7,2.75,697,55.86,54.0,1,"q1_q17_dr25_tce",5573,4.562,0.839,296.80865,47.17194,14.673,"1",0.4074655680052722,0.5925344319947278
3289,10460984,"CANDIDATE",94.88690199999999,214.82879000000003,0.9820000000000001,6.923,641.7,4.24,429,7.99,25.5,3,"q1_q17_dr25_tce",5888,4.3420000000000005,1.097,287.78085000000004,47.629909999999995,14.282,"1",0.1553263329419431,0.8446736670580569
3303,8216763,"CANDIDATE",24.0721647,148.96370000000002,0.9490000000000001,3.1710000000000003,177.3,1.1,400,6.08,6.7,2,"q1_q17_dr25_tce",4352,4.671,0.613,284.26859,44.19754,15.073,"1",0.12341591487361547,0.8765840851263845
3309,3758499,"CANDIDATE",80.881757,136.6708,0.335,12.568000000000001,142.70000000000002,2.27,581,26.91,12.200000000000001,2,"q1_q17_dr25_tce",5934,3.9450000000000003,1.885,294.36734,38.846889,13.698,"1",0.34921307195624096,0.650786928043759
3316,10157573,"CANDIDATE",5.115750935,173.26599000000002,1.475,2.5378000000000003,1055.8,60.74,1202,493.38,51.800000000000004,1,"q1_q17_dr25_tce",6398,4.4110000000000005,1.101,297.43201000000005,47.128550999999995,15.132,"0",0.8981494177727388,0.10185058222726114
3318,10221013,"CANDIDATE",7.189379172000001,170.117783,0.908,2.0351,8126.400000000001,11.94,1026,261.94,288.5,1,"q1_q17_dr25_tce",6214,4.442,1.076,296.64230000000003,47.230331,15.356,"0",0.7790878807240049,0.22091211927599505
3327,7619236,"CANDIDATE",562.1725914,185.968547,0.7801,9.8841,5877.8,10.9,241,0.8,208.4,,,5589,4.229,1.289,295.19800000000004,43.269507999999995,13.916,"0",0.9984886904215775,0.001511309578422536
3328,7630229,"CANDIDATE",278.12439789999996,177.51831,0.871,3.978,2297.8,5.86,286,1.57,58.5,1,"q1_q17_dr25_tce",5799,4.408,1.05,297.82431,43.258381,13.714,"0",0.9292157010171024,0.07078429898289766
3329,7730747,"CANDIDATE",4.034914368,172.257813,0.9650000000000001,1.7874,800.1,6.95,1452,1052.15,92.60000000000001,1,"q1_q17_dr25_tce",5548,3.964,1.793,281.29028,43.413342,13.831,"1",0.45899177281351244,0.5410082271864876
3332,7906882,"CANDIDATE",52.513548727,171.67459589999999,0.679,3.2743,14252.0,12.43,472,11.73,825.0,1,"q1_q17_dr25_tce",5589,4.421,0.98,296.84076000000005,43.647121,13.579,"1",0.5582315829491602,0.44176841705083975
3333,7976520,"CANDIDATE",4.1783867500000005,171.98866,0.617,2.123,316.0,3.13,1430,988.44,15.100000000000001,1,"q1_q17_dr25_tce",5746,4.039,1.687,297.11713000000003,43.71143,13.813,"0",0.6595871820197279,0.34041281798027206
3337,2302997,"CANDIDATE",16.298220099999998,134.7404,0.6980000000000001,2.5580000000000003,199.0,0.78,388,5.38,7.9,1,"q1_q17_dr25_tce",3905,4.736,0.521,291.4549,37.677119999999995,14.709,"1",0.3079833728234038,0.6920166271765962
3340,8505215,"CANDIDATE",2190.7010353,140.04806,0.2597,19.891000000000002,1874.2,3.12,109,0.03,94.80000000000001,,,4965,4.555,0.736,295.43433000000005,44.53112,12.96,"0",0.99999999999964,3.6005609706596285E-13
3345,5020319,"CANDIDATE",16.71987303,171.40143,0.437,3.317,523.1,2.52,767,81.63,19.200000000000003,1,"q1_q17_dr25_tce",6020,4.389,1.085,294.37354000000005,40.19463,13.034,"1",0.3204569974075928,0.6795430025924072
3349,12116489,"CANDIDATE",12.386047399999999,132.8175,0.538,2.604,151.3,1.11,679,50.230000000000004,9.1,2,"q1_q17_dr25_tce",5121,4.457,0.888,294.5704,50.673019,14.773,"1",0.10962208240203375,0.8903779175979663
3351,8480285,"CANDIDATE",29.666316690000002,189.36947999999998,0.019,8.412,668.0,2.83,644,40.68,95.30000000000001,1,"q1_q17_dr25_tce",5956,4.322,1.098,284.78830000000005,44.591679,13.965,"1",0.08505965783283564,0.9149403421671644
3354,10265898,"CANDIDATE",3.29534567,132.48799,0.729,1.9020000000000001,141.9,1.23,1139,397.37,10.4,3,"q1_q17_dr25_tce",5550,4.5,0.9540000000000001,288.32791000000003,47.381592,15.342,"1",0.2114964604559254,0.7885035395440746
3355,10265898,"CANDIDATE",5.25449393,132.55624,0.8370000000000001,3.0780000000000003,169.0,1.41,975,213.25,12.600000000000001,2,"q1_q17_dr25_tce",5550,4.5,0.9540000000000001,288.32791000000003,47.381592,15.342,"1",0.3010976018592516,0.6989023981407484
3373,10272442,"CANDIDATE",70.2780911,151.32941,0.07,2.466,781.6,2.54,434,8.38,14.9,2,"q1_q17_dr25_tce",5955,4.5200000000000005,0.91,291.19730000000004,47.3078,15.344000000000001,"1",0.06856627432990214,0.9314337256700979
3374,4055765,"CANDIDATE",9.9664004,141.15323999999998,0.9660000000000001,5.012700000000001,1619.0,16.89,1578,1466.1000000000001,125.9,1,"q1_q17_dr25_tce",6638,3.664,3.079,291.17792000000003,39.19949,12.598,"0",0.8670254291425985,0.13297457085740153
3375,5131180,"CANDIDATE",14.85185526,177.99869999999999,0.8150000000000001,3.5263,1341.0,2.73,457,10.3,58.300000000000004,1,"q1_q17_dr25_tce",4129,4.636,0.652,299.29947000000004,40.235068999999996,13.583,"1",0.4761571975687098,0.5238428024312902
3380,8869680,"CANDIDATE",7.03380109,174.15771999999998,0.861,6.4185,138.5,2.61,1320,718.45,46.7,1,"q1_q17_dr25_tce",6122,4.019,1.934,284.88037,45.134620999999996,13.357000000000001,"1",0.5437574083394174,0.4562425916605825
3381,10843431,"CANDIDATE",56.391062,167.57899999999998,0.92,5.7,2042.0,3.58,310,2.18,11.4,2,"q1_q17_dr25_tce",4406,4.643,0.628,282.37042,48.259288999999995,16.324,"1",0.14906930786041206,0.8509306921395879
3385,10287242,"CANDIDATE",22.34213536,171.55938999999998,0.9730000000000001,6.461,2264.4,5.19,526,18.14,51.900000000000006,1,"q1_q17_dr25_tce",5237,4.5680000000000005,0.707,296.69336000000004,47.392151,15.637,"1",0.5568206216641846,0.44317937833581544
3391,5374854,"CANDIDATE",23.7832097,179.75012999999998,0.01,7.939,256.5,2.0100000000000002,725,65.26,38.300000000000004,1,"q1_q17_dr25_tce",5877,4.233,1.2650000000000001,295.21744,40.592251,13.716000000000001,"1",0.2227110526224736,0.7772889473775264
3402,9588822,"CANDIDATE",61.858947,191.9736,0.621,21.32,70.8,2.47,699,56.480000000000004,9.1,3,"q1_q17_dr25_tce",5529,3.685,2.817,292.13428000000005,46.202419,12.045,"1",0.34204124985391227,0.6579587501460877
3406,8456679,"CANDIDATE",1.73513619,135.060047,0.045000000000000005,2.2741000000000002,952.6,3.27,1554,1372.8700000000001,473.20000000000005,1,"q1_q17_dr25_tce",5751,4.391,1.071,299.70474,44.435749,12.566,"1",0.5630744511916055,0.4369255488083945
3407,5786676,"CANDIDATE",11.954745130000001,178.72169399999999,0.601,2.1433,903.4000000000001,5.15,906,159.04,96.30000000000001,1,"q1_q17_dr25_tce",5059,3.976,1.657,290.39618,41.040081,13.594,"1",0.20150540177957166,0.7984945982204283
3423,9266431,"CANDIDATE",18.39629744,185.13945999999999,0.872,2.7838000000000003,680.2,2.47,582,27.09,58.400000000000006,1,"q1_q17_dr25_tce",5316,4.57,0.804,284.38617000000005,45.719711,13.704,"1",0.1823474103863192,0.8176525896136808
3438,10610039,"CANDIDATE",3.07365139,134.17117,0.034,2.1020000000000003,90.5,0.79,1215,515.92,9.600000000000001,2,"q1_q17_dr25_tce",6068,4.565,0.8310000000000001,295.6709,47.830399,14.894,"1",0.26072633879719753,0.7392736612028025
3450,11284772,"CANDIDATE",4.50158249,134.1153,0.016,1.855,175.70000000000002,0.73,676,49.21,9.700000000000001,2,"q1_q17_dr25_tce",4339,4.711,0.553,284.56689,49.01255,15.142,"1",0.032154737930970234,0.9678452620690298
3455,4832837,"CANDIDATE",5.06546874,131.94499,0.47700000000000004,2.2030000000000003,121.10000000000001,0.62,592,29.01,10.4,2,"q1_q17_dr25_tce",3939,4.705,0.557,290.92731000000003,39.91415,14.915000000000001,"1",0.16118272407336331,0.8388172759266367
3457,5441980,"CANDIDATE",5.89399142,173.485973,0.867,1.2737,10993.0,11.16,940,185.03,252.5,1,"q1_q17_dr25_tce",5713,4.541,0.893,289.80908000000005,40.615840999999996,14.377,"0",0.7736902245839848,0.22630977541601513
3462,2444412,"CANDIDATE",14.91095177,141.336726,0.014,3.325,864.5,2.62,694,54.870000000000005,116.9,1,"q1_q17_dr25_tce",5650,4.5,0.899,291.68335,37.751591,12.593,"1",0.16352168083780616,0.8364783191621938
3467,10972902,"CANDIDATE",7.672084399999999,134.1756,0.523,3.451,75.10000000000001,0.72,875,138.74,8.4,1,"q1_q17_dr25_tce",5972,4.57,0.807,290.44476000000003,48.462891,14.766,"1",0.29537881830810897,0.704621181691891
3473,6309763,"CANDIDATE",3.251659087,171.06049059999998,0.9380000000000001,1.5286000000000002,4747.900000000001,9.83,1384,865.87,466.20000000000005,1,"q1_q17_dr25_tce",6367,4.4190000000000005,1.087,298.29404000000005,41.6838,14.022,"0",0.8770101673743406,0.1229898326256594
3483,9413156,"CANDIDATE",66.47762,184.2673,0.384,4.487,553.5,1.83,388,5.34,9.1,2,"q1_q17_dr25_tce",5515,4.5920000000000005,0.775,295.36145000000005,45.914840999999996,15.972,"1",0.1837779690093898,0.8162220309906102
3485,9846348,"CANDIDATE",26.89316101,179.95245,0.9800000000000001,2.3266,2193.2000000000003,6.78,614,33.54,119.60000000000001,1,"q1_q17_dr25_tce",6096,4.511,0.908,297.49216,46.694519,13.754,"1",0.47914001016197083,0.5208599898380292
3494,2696205,"CANDIDATE",0.702739679,131.533,0.742,1.379,65.10000000000001,0.73,1765,2292.96,9.5,1,"q1_q17_dr25_tce",5269,4.508,0.836,286.89841,37.93745,14.99,"0",0.8928312319349158,0.10716876806508424
3495,6752502,"CANDIDATE",4.305219002,170.45315399999998,0.626,2.6845000000000003,9738.6,10.34,1119,370.84000000000003,205.8,1,"q1_q17_dr25_tce",5780,4.438,1.0,282.15491000000003,42.234547,13.826,"1",0.5890281061771909,0.41097189382280913
3504,9714696,"CANDIDATE",1.4333396040000002,169.85605999999999,0.902,1.3665,305.2,2.08,1677,1873.33,39.6,1,"q1_q17_dr25_tce",6077,4.471,0.999,293.68912,46.41288,14.811,"0",0.8827634766548662,0.11723652334513374
3507,10384962,"CANDIDATE",2.8792433230000003,170.710636,0.7090000000000001,2.6273,48050.0,21.02,1244,565.39,200.5,1,"q1_q17_dr25_tce",5941,4.533,0.885,281.77554000000003,47.59325,14.371,"0",0.9968459245159498,0.0031540754840501703
3525,12417486,"CANDIDATE",155.042265,213.49978,0.8240000000000001,9.848,4880.900000000001,26.44,511,16.15,117.9,1,"q1_q17_dr25_tce",4994,3.509,3.322,295.88028,51.26379,14.932,"0",0.705285047665404,0.294714952334596
3554,2577353,"CANDIDATE",60.458442999999995,136.3553,0.451,8.43,175.20000000000002,1.59,511,16.14,9.700000000000001,1,"q1_q17_dr25_tce",5865,4.297,1.181,291.78079,37.811507999999996,14.544,"1",0.4086327200776779,0.5913672799223221
3557,4449034,"CANDIDATE",38.13853099,180.43748,1.231,3.8617000000000004,1230.2,68.75,873,137.15,58.900000000000006,1,"q1_q17_dr25_tce",6481,3.861,2.343,286.56378,39.53447,13.592,"1",0.5705012011120929,0.42949879888790715
3559,4478168,"CANDIDATE",8.0292018,132.82829999999998,0.51,3.462,65.60000000000001,0.99,1040,276.27,11.700000000000001,2,"q1_q17_dr25_tce",6063,4.29,1.191,295.19339,39.539668999999996,13.49,"1",0.36123423773357743,0.6387657622664226
3572,8686373,"CANDIDATE",126.55719,145.69736,0.9650000000000001,8.079,366.40000000000003,4.59,524,17.85,24.8,1,"q1_q17_dr25_tce",6501,4.054,1.854,290.73001000000005,44.836121,13.666,"1",0.6293365864567018,0.37066341354329824
3576,7256914,"CANDIDATE",2.41750021,133.80584,0.895,4.33,58.2,1.19,1507,1221.3600000000001,15.200000000000001,1,"q1_q17_dr25_tce",5575,4.189,1.308,281.82318000000004,42.811169,13.955,"0",0.6389945820191627,0.36100541798083735
3577,7256914,"CANDIDATE",4.03357434,134.23274999999998,0.8550000000000001,5.886,66.2,1.23,1270,616.04,15.5,2,"q1_q17_dr25_tce",5575,4.189,1.308,281.82318000000004,42.811169,13.955,"1",0.35639882669638745,0.6436011733036126
3579,6871071,"CANDIDATE",7.66462913,137.38342,0.216,3.6140000000000003,114.10000000000001,1.6,1106,353.31,13.200000000000001,4,"q1_q17_dr25_tce",5640,4.087,1.5150000000000001,294.13791000000003,42.370498999999995,14.686,"1",0.06916973878268995,0.93083026121731
3580,5530112,"CANDIDATE",9.6887216,131.8295,0.11800000000000001,2.0,655.5,3.09,1014,250.25,18.1,1,"q1_q17_dr25_tce",6457,4.358,1.196,290.65839,40.778542,14.158,"1",0.2653590264942518,0.7346409735057482
3582,5906694,"CANDIDATE",13.06243545,144.18426,0.128,3.244,464.3,1.36,527,18.25,21.400000000000002,1,"q1_q17_dr25_tce",4522,4.615,0.655,299.3519,41.19574,14.885,"1",0.23699251977639968,0.7630074802236003
3595,3112129,"CANDIDATE",0.48765627800000005,132.16692,0.037000000000000005,1.0129000000000001,109.80000000000001,0.99,2299,6647.8,25.1,1,"q1_q17_dr25_tce",5957,4.506,0.937,290.33719,38.205009,14.374,"0",0.9358720608421119,0.06412793915788806
3598,3103212,"CANDIDATE",3.25424652,133.5121,0.665,5.378,82.10000000000001,0.96,1220,521.8100000000001,18.3,1,"q1_q17_dr25_tce",5692,4.421,1.004,287.75903,38.281551,14.359,"0",0.6792755510158914,0.32072444898410857
3601,6871071,"CANDIDATE",11.929456799999999,133.74078,0.3789,3.193,132.3,1.05,797,95.42,11.700000000000001,5,"q1_q16_tce",5975,4.48,0.9,294.13791000000003,42.370498999999995,14.686,"0",0.9447761467937615,0.05522385320623849
3607,10875007,"CANDIDATE",9.54699216,140.15819,0.879,5.063000000000001,143.0,1.71,996,232.24,17.400000000000002,1,"q1_q17_dr25_tce",6274,4.357,1.232,296.9621,48.256389999999996,14.718,"1",0.6362422586826177,0.36375774131738225
3608,10875007,"CANDIDATE",14.708641,133.85125,0.9600000000000001,5.394,130.6,1.82,862,130.5,12.8,2,"q1_q17_dr25_tce",6274,4.357,1.232,296.9621,48.256389999999996,14.718,"1",0.4566280301150806,0.5433719698849194
3609,11465651,"CANDIDATE",31.3351094,136.97538,0.7060000000000001,6.071000000000001,264.90000000000003,1.99,666,46.53,16.7,1,"q1_q17_dr25_tce",6404,4.393,1.1420000000000001,296.62704,49.353901,14.681000000000001,"1",0.4155530590741602,0.5844469409258398
3617,5881120,"CANDIDATE",4.85018974,135.31157,0.9850000000000001,5.676,64.5,1.1,1098,344.04,15.8,1,"q1_q17_dr25_tce",6032,4.485,0.973,293.31827000000004,41.116669,13.809000000000001,"0",0.7956930464832307,0.20430695351676934
3619,4548098,"CANDIDATE",3.82315697,133.06936,0.064,2.388,47.2,0.77,1282,638.38,8.9,1,"q1_q17_dr25_tce",6202,4.422,1.122,287.41006000000004,39.65868,12.692,"1",0.3496052776636165,0.6503947223363835
3622,7021681,"CANDIDATE",13.6032081,140.39749999999998,0.777,2.592,180.5,0.75,397,5.8500000000000005,9.4,2,"q1_q17_dr25_tce",3780,4.746,0.511,287.85812000000004,42.542629,15.108,"1",0.13049315665155914,0.8695068433484409
3630,4078311,"CANDIDATE",9.84262076,134.02155,0.234,1.6018000000000001,626.4000000000001,2.41,801,97.62,16.8,1,"q1_q17_dr25_tce",5585,4.49,0.972,296.51050000000004,39.173321,15.308,"1",0.36043200531174713,0.6395679946882529
3637,11967788,"CANDIDATE",7.235313290000001,133.12054,0.326,3.338,112.2,1.53,1207,501.36,14.0,1,"q1_q17_dr25_tce",6422,4.219,1.421,294.03436000000005,50.371651,13.166,"1",0.3172624703531788,0.6827375296468212
3645,7199060,"CANDIDATE",64.1862264,191.65639,0.9680000000000001,8.485000000000001,507.3,8.0,839,116.97,18.6,1,"q1_q17_dr25_tce",6951,3.766,2.758,291.38602000000003,42.709129,12.972,"0",0.6418260762471247,0.35817392375287527
3646,8439323,"CANDIDATE",4.62602867,134.68092,0.739,0.643,346.90000000000003,1.6500000000000001,1012,247.34,14.700000000000001,1,"q1_q17_dr25_tce",5834,4.566,0.797,294.98059,44.425301,14.667,"1",0.5531084604687102,0.4468915395312898
3647,4458082,"CANDIDATE",8.93484887,133.39108,0.888,2.579,135.9,1.83,1124,377.25,9.700000000000001,2,"q1_q17_dr25_tce",6688,4.304,1.347,289.74731,39.523452999999996,13.827,"1",0.48836698489844055,0.5116330151015595
3649,11967788,"CANDIDATE",4.93211932,132.4538,0.034,3.144,50.5,1.02,1372,837.01,7.5,2,"q1_q17_dr25_tce",6422,4.219,1.421,294.03436000000005,50.371651,13.166,"1",0.1910120573738998,0.8089879426261002
3650,7733731,"CANDIDATE",4.85819429,135.14503,0.08600000000000001,5.356,76.3,2.04,1685,1904.91,25.200000000000003,1,"q1_q17_dr25_tce",6109,3.7800000000000002,2.326,283.12854000000004,43.45686,13.269,"1",0.3597317944464383,0.6402682055535617
3653,3110177,"CANDIDATE",3.39904814,134.6684,0.596,2.922,69.60000000000001,0.81,1191,477.15000000000003,8.1,1,"q1_q17_dr25_tce",5766,4.444,0.929,289.84286000000003,38.237049,14.803,"1",0.6215843208310323,0.3784156791689676
3658,5942808,"CANDIDATE",0.6262817660000001,131.90594,0.553,1.1812,433.1,1.76,1711,2011.27,31.0,2,"q1_q17_dr25_tce",4922,4.505,0.8230000000000001,285.21667,41.282429,15.622,"0",0.6665998220949461,0.3334001779050539
3659,3232249,"CANDIDATE",1.183505016,131.75303,0.403,1.2750000000000001,116.60000000000001,0.8,1293,658.87,10.0,1,"q1_q17_dr25_tce",4832,4.5920000000000005,0.746,290.68640000000005,38.355598,15.424,"0",0.6584456386850437,0.34155436131495637
3660,5688683,"CANDIDATE",2.790643481,133.1555,0.787,0.6871,202.0,0.99,816,104.74000000000001,20.200000000000003,1,"q1_q17_dr25_tce",4353,4.681,0.603,285.69,40.99453,13.435,"1",0.3220585971121033,0.6779414028878967
3665,7449554,"CANDIDATE",15.904240199999998,131.50051,0.876,2.093,444.8,3.79,863,131.11,13.3,2,"q1_q17_dr25_tce",5583,4.077,1.53,293.20377,43.057010999999996,15.610000000000001,"1",0.26009139476990717,0.7399086052300928
3668,8282651,"CANDIDATE",4.16288745,131.67875,0.42650000000000005,0.678,391.70000000000005,1.32,763,80.23,12.0,,,4478,4.615,0.651,284.10779,44.245810999999996,15.658,"1",0.1263315079214944,0.8736684920785056
3672,8222627,"CANDIDATE",1.1217333660000002,131.56919,0.464,1.032,84.30000000000001,2.39,2384,7641.150000000001,13.600000000000001,1,"q1_q17_dr25_tce",5023,3.682,2.571,287.50375,44.167259,13.875,"0",0.8653829248686901,0.1346170751313099
3673,8951205,"CANDIDATE",4.95060632,132.80913999999999,0.458,1.719,309.5,1.28,885,145.23,17.400000000000002,1,"q1_q17_dr25_tce",5431,4.623,0.717,291.20419000000004,45.238392,15.309000000000001,"1",0.3246722143492279,0.6753277856507721
3691,9071593,"CANDIDATE",59.284064,148.75406999999998,0.556,5.42,424.40000000000003,1.81,401,6.140000000000001,13.100000000000001,2,"q1_q17_dr25_tce",5225,4.505,0.859,283.29214,45.434109,15.48,"1",0.09112669576210286,0.9088733042378971
3696,8264402,"CANDIDATE",215.956008,271.3671,0.9590000000000001,10.425,392.70000000000005,3.36,361,4.03,23.3,1,"q1_q17_dr25_tce",6163,4.2700000000000005,1.313,300.94568000000004,44.164688,12.853,"0",0.91624132776429,0.08375867223570994
3699,3129238,"CANDIDATE",2.00870696,131.51,0.194,4.87,53.5,0.55,1232,542.87,12.200000000000001,1,"q1_q17_dr25_tce",5341,4.526,0.759,294.30350000000004,38.203011,12.334,"1",0.6037605048389864,0.39623949516101364
3702,7907808,"CANDIDATE",0.6559397880000001,132.09996999999998,0.301,1.318,73.0,1.48,2411,7986.43,18.7,1,"q1_q17_dr25_tce",4968,3.924,1.7550000000000001,297.08301,43.679950999999996,14.511000000000001,"0",0.9351391386203995,0.06486086137960045
3718,9655005,"CANDIDATE",1.39862757,132.65615,0.617,9.625,45.5,2.39,3562,38048.23,59.6,1,"q1_q17_dr25_tce",7872,3.732,3.367,294.20068000000003,46.327220999999994,11.915000000000001,"0",0.9993634368272075,6.365631727925074E-4
3722,5092655,"CANDIDATE",0.7832583870000001,131.74357999999998,0.2514,2.2926,328.5,1.28,1559,1395.69,28.5,1,"q1_q17_dr24_tce",5067,4.565,0.715,289.79135,40.299431,15.729000000000001,"0",0.9917373498857986,0.00826265011420131
3732,9700449,"CANDIDATE",110.46174599999999,147.54649999999998,0.036000000000000004,12.46,331.20000000000005,1.93,420,7.34,15.8,1,"q1_q17_dr25_tce",6321,4.434,1.058,287.03952000000004,46.481701,15.092,"1",0.28879261994219807,0.7112073800578019
3735,6140059,"CANDIDATE",44.6226725,137.942,0.931,12.974,131.9,1.73,613,33.39,20.6,1,"q1_q17_dr25_tce",6198,4.252,1.239,296.3566,41.455391,13.519,"0",0.7288722947440063,0.2711277052559937
3736,5726910,"CANDIDATE",2.43142974,133.83384999999998,0.22340000000000002,2.713,146.6,1.17,1378,852.0,10.700000000000001,1,"q1_q17_dr24_tce",5750,4.364,0.965,297.35278000000005,40.958141,14.539,"0",0.9875718971848421,0.012428102815157889
3737,1718958,"CANDIDATE",1.41975831,132.92,0.644,1.429,60.900000000000006,0.85,1700,1968.38,8.1,1,"q1_q17_dr25_tce",5925,4.394,1.035,290.91934000000003,37.287169999999996,12.801,"0",0.8578828154931408,0.14211718450685917
